time,dist_1_2,dist_1_3,dist_1_4,dist_2_3,dist_2_4,dist_3_4
0.0,31.600901000102127,56.54637200013695,26.916721649360518,31.611712393818493,24.971657277888884,33.52057044070455
0.02,31.569904592244203,56.50229845746825,26.898599843641442,31.58972621769726,24.942965014996954,33.48876699960954
0.04,31.529957302892694,56.436820161856055,26.871649512368286,31.557084746539566,24.91391991966434,33.445885650850066
0.06,31.481348928310357,56.3506289619686,26.836132616087678,31.514135768293485,24.88453567700944,33.3923052034757
0.08,31.4244438038061,56.244579477804514,26.792403989577792,31.46132314066063,24.85484455893256,33.32846501068483
0.1,31.359650460641824,56.11966418566147,26.74088155992152,31.399154317023882,24.824865832052055,33.254878446290796
0.12,31.287422763874478,55.9769656123935,26.6820141772034,31.328167386702606,24.794612273317938,33.17211317503399
0.14,31.208248551228557,55.81764216415636,26.616273243986093,31.248943873214355,24.76412336852627,33.0807987620522
0.16,31.122622239747667,55.642890616598436,26.544155201090007,31.16209360663702,24.73341596349958,32.98156323894682
0.18,31.03109935928848,55.453961993310834,26.466188167973066,31.06823390412715,24.702530508459454,32.87505339351091
0.2,30.934226744366256,55.25213651605921,26.382899040120932,30.96799233166292,24.67148215713261,32.76194606971618
0.22,30.832551707116394,55.038702626270315,26.29482328302793,30.862009083676067,24.640308750481385,32.64292923654305
0.24,30.72662819770971,54.81489699499473,26.202488885724247,30.750902091392373,24.609055388816067,32.518630537130576
0.26,30.616970833571315,54.58195848881373,26.106390099157615,30.635309169671626,24.57774004397885,32.38971010422106
0.28,30.504090706986926,54.34109741246011,26.007025173318226,30.51583565250379,24.54637073689658,32.25679617712259
0.3,30.388483838467625,54.093485812572354,25.904898831816116,30.393070895762687,24.514959386774088,32.12047447624776
0.32,30.270618404605447,53.84023556498779,25.80046346603156,30.267574497325437,24.48353039268112,31.981334302503438
0.34,30.150946482059226,53.5824027380791,25.694135954769376,30.139884160048535,24.452118569240607,31.8399431267441
0.36,30.029896343703367,53.32098927448176,25.586324716784933,30.010481727564954,24.420740083697584,31.696834001607577
0.38,29.907894002686227,53.05693956155381,25.477438917499942,29.879822692824835,24.38942916976929,31.552478874490408
0.4,29.78529277145416,52.79113794575674,25.367850388705367,29.748366494910282,24.3582237581489,31.407346227747638
0.42,29.662448468898976,52.524408717555964,25.257900153848084,29.616528555809335,24.327166844227452,31.261868576607764
0.44,29.5396572630743,52.25748014662779,25.147903549456586,29.48468379042399,24.296284538490216,31.116414045518678
0.46,29.417201141386855,51.991043462599954,25.0381331975647,29.353192507766778,24.26560715804726,30.9713545785316
0.48,29.295332321136897,51.725707112158446,24.928834848929085,29.22236204682316,24.235145684742122,30.82700254723925
0.5,29.174272099846355,51.462016405994184,24.820231661204673,29.092459435463653,24.204929197929413,30.68365703706904
0.52,29.054233794811335,51.20045850449113,24.71252168230992,28.963705699687544,24.174971945813095,30.541575606554453
0.54,28.935396906649174,50.94149461261964,24.605900575477595,28.836339503832697,24.145291623934295,30.400993025878734
0.56,28.817928632119983,50.6854929024694,24.500495779327448,28.710555280151365,24.115917992034973,30.26211012275993
0.58,28.70196296868267,50.432780139553934,24.396452610434416,28.58650480976664,24.086872062761625,30.125096266987757
0.6,28.58759953325426,50.18362225303201,24.293890620119225,28.464311511629756,24.058143479210308,29.99007350860201
0.62,28.474941341424497,49.9382571684918,24.19289795121583,28.344081733602813,24.029743178211998,29.857173149590302
0.64,28.36406772592042,49.69687591439805,24.093555646099084,28.225895007411424,24.001654188033836,29.726476586200118
0.66,28.255042586375154,49.45963961084122,23.995931550243633,28.10981178820347,23.97385365031416,29.598051673930005
0.68,28.147890653757894,49.22664227486926,23.900060682067675,27.995865866962458,23.94632704535116,29.47194864063818
0.7000000000000001,28.042648059142273,48.9979728904988,23.805989236230122,27.884097497865287,23.919088866964316,29.348206694293353
0.72,27.939349645696314,48.773686580906556,23.71373268346606,27.774526943270065,23.89214670412042,29.226850561669895
