time,dist_1_2,dist_1_3,dist_1_4,dist_1_5,dist_2_3,dist_2_4,dist_2_5,dist_3_4,dist_3_5,dist_4_5
0.0,31.616770197713997,70.66292199657212,42.9882134656082,24.98161471868905,44.69293349219806,25.511549225245247,18.051046124021884,29.137560196915064,46.07063731235265,18.02267165566321
0.02,31.59239907889781,70.56813894776833,42.94174751846128,24.945137803108995,44.63653700787126,25.521057172654576,18.0699605253181,29.09669060326415,46.014738841718334,18.012569542156633
0.04,31.55019116956913,70.42768249995915,42.87289005954349,24.891111347161605,44.55300141538698,25.523827492240045,18.08462928168052,29.032844951206314,45.93084086046698,17.997570732274227
0.06,31.490896247054202,70.2434510678053,42.78256962572124,24.82025104485446,44.443468627086254,25.52015095660549,18.09524108009619,28.947004200137208,45.82012980738624,17.977890156836228
0.08,31.41541627446645,70.01773124887464,42.671922383909525,24.733451099693564,44.3093138310781,25.510369966036226,18.10199869043931,28.8403199693728,45.683997386308306,17.95377283145786
0.1,31.32480343717703,69.75319482533736,42.54227495109448,24.631762041032413,44.15212858236642,25.4948651770129,18.10514142331486,28.714137125018315,45.52406752187385,17.92549754437664
0.12,31.22022311408471,69.45277006477002,42.395052574693295,24.5163100742417,43.97367167099989,25.474045847321317,18.1049386504736,28.56994258319788,45.34213750616078,17.893367066598163
0.14,31.102901919155777,69.11957248689018,42.23178371129617,24.388308137655777,43.775804151553245,25.448345245694696,18.101663474918592,28.40931303008532,45.14010793985986,17.857700755790116
0.16,30.974104878952716,68.75685177605203,42.05406145363862,24.249009085221648,43.560479156478394,25.418226017428708,18.09561262295253,28.2338952795598,44.91997624980797,17.818842320852657
0.18,30.83513648938224,68.36794551184025,41.86352302058939,24.09969784025824,43.32968747310787,25.3841602055989,18.087066050359613,28.04538363344784,44.68379090184224,17.777149078023303
0.2,30.68729691581074,67.95621501395749,41.661805469923266,23.94165717346548,43.085454554670505,25.346619119068308,18.07630962846149,27.845484618669644,44.43362456330527,17.732979934912493
0.22,30.531850757407522,67.52496717545054,41.45052970038508,23.776152476765027,42.82976432785326,25.306076530273682,18.063606346093596,27.635880063374017,44.171514322324676,17.68669554474984
0.24,30.370072686954323,67.07747840218276,41.23132045073067,23.604437097333946,42.56456817971744,25.262982057150257,18.049213249917706,27.418197063793688,43.89947299450745,17.638672105047682
0.26,30.203175192939756,66.61688267868806,41.005704618777564,23.427715018835453,42.291743689536304,25.217763576940435,18.03341032459061,27.194016810806307,43.61942685051572,17.58923595700689
0.28,30.032341171041423,66.14621107765335,40.77516803711382,23.247165325532727,42.01308962063872,25.170845972201263,18.01645286568124,26.964867132746992,43.33322051522921,17.538698508469626
0.3,29.858692227758556,65.66832671848942,40.54111197988669,23.06389296461729,41.730323666703185,25.122655958218417,17.99857305551092,26.732187819277243,43.04259496299524,17.487362003307894
0.32,29.683256323739066,65.18591259188608,40.304830951707864,22.878927518662593,41.44504038334477,25.073537945691335,17.979967535916884,26.497338357924956,42.74919146244382,17.435495524323418
0.34,29.506986131000378,64.70147470249721,40.067554771346444,22.69324201707229,41.158723838579526,25.023852287011053,17.960847317682077,26.261587354268176,42.45454043457604,17.383359111871517
0.36,29.330720316298315,64.21727597752026,39.83038156380762,22.50770688900005,40.87273825103659,24.973916825361638,17.941398163923886,26.026078860182125,42.16002977913164,17.331183026773964
0.38,29.15526030921414,63.735406991174735,39.594352051668935,22.323124390463178,40.588306850975336,24.92401878312529,17.921784975240953,25.791843345997428,41.86694062098322,17.27920839877097
0.4,28.981337813823053,63.257729937891774,39.36035744597295,22.140205724024014,40.306517369304615,24.87440165574704,17.902149168721326,25.559825789224103,41.57640868804729,17.227618681247083
0.42,28.80959419081497,62.78590718403567,39.12923351473451,21.959594592132667,40.02833258570973,24.8253003131545,17.88263873148511,25.33083528805461,41.289448679780335,17.176607417883424
0.44,28.640604681008284,62.32139719641089,38.90170727587012,21.781825856073013,39.754599169236435,24.776931921190766,17.863373966912,25.105583909921137,41.00697048100267,17.126369197384793
0.46,28.474838186568746,61.86545596059998,38.67837749173673,21.607344892267722,39.48605365907491,24.729456983171545,17.844466383649394,24.88470629666707,40.72977900791479,17.077058212940305
0.48,28.312681583961645,61.41909710063397,38.45976169882546,21.43653532926705,39.22328145380493,24.6830217149841,17.826004721356615,24.668677465200144,40.45849763580877,17.028809078447072
0.5,28.154450361109372,60.983183874409406,38.24627007886274,21.269701697561565,38.966781116560426,24.63773422035101,17.808065564351256,24.45793373602589,40.193681483659674,16.981727784242086
0.52,28.000400413302096,60.55840995212404,38.038225926637246,21.1071028800328,38.71694952094165,24.59367011155166,17.79071198277596,24.252822985758982,39.9357613964541,16.93587883156948
0.54,27.850764364554085,60.14531441813428,37.83591348966284,20.948955091597448,38.47407472931487,24.55091919449531,17.77401380034075,24.053585601674943,39.68505480349156,16.891330580344764
0.56,27.70565572644898,59.744247458288406,37.63949130923715,20.79538934834017,38.2383685017592,24.50952377026393,17.757991146992257,23.860391892369485,39.44177332455455,16.848110729092667
0.58,27.56515168244193,59.35543030968441,37.44906952234879,20.64648877991555,38.00996490613507,24.469531092057153,17.742685028780002,23.673337645318238,39.206052463495894,16.806245900238363
0.6,27.429307662384087,58.978979537154146,37.26469363848466,20.50229642468738,37.78891039299856,24.430960094474063,17.728118900248656,23.492487667138633,38.97796181839218,16.765738565429515
0.62,27.298118564790716,58.614888063884564,37.08635193248823,20.36280063958818,37.57517147971196,24.393795317919658,17.714290869370615,23.317842781398838,38.75750476928836,16.726588238098323
0.64,27.171546937517526,58.263034188515306,36.91398176588404,20.22794914132098,37.36865545128875,24.35800941067186,17.70120939468527,23.149330616505804,38.544611051114835,16.688783752590783
0.66,27.04951748770517,57.923227202973685,36.747486838154586,20.097683231078996,37.16922433267184,24.323570662520037,17.6888549655809,22.986858199970005,38.33914846883412,16.652287101504598
0.68,26.93192889015608,57.5952030963077,36.586737830531575,19.97189111287143,36.97671047070015,24.29045897725099,17.67722530635484,22.830295643429245,38.140966567154315,16.617080108112066
