time,dist_1_2,dist_1_3,dist_1_4,dist_1_5,dist_2_3,dist_2_4,dist_2_5,dist_3_4,dist_3_5,dist_4_5
0.0,18.02353454243463,54.0447064321651,64.94817709578496,31.995980728825202,38.05458764166781,64.00628397219222,38.0825633086022,56.984208608117314,53.83011836621279,35.324380850583175
0.02,18.00971305293585,53.97365723041671,64.84531422353297,31.95700220458368,38.00641030119831,63.92902630223842,38.06401082164709,56.91124997451647,53.77640502884665,35.26292506568727
0.04,17.98658807920574,53.87108401848011,64.69290157857414,31.899253869283324,37.93501663313888,63.800956460341304,38.02383432498571,56.79128777250932,53.69143990126479,35.171870158349684
0.06,17.954556649648964,53.738302678517464,64.49297848148944,31.823511537448635,37.841358773176324,63.62413698322526,37.962904078226536,56.626248708668776,53.57649917352337,35.05244294465463
0.08,17.91411999327679,53.576933933405755,64.24806200430338,31.73073822704551,37.72660474825606,63.401127984519256,37.8823163178283,56.418520060948694,53.43316181889118,34.90615284977046
0.1,17.86582806948788,53.38880015761111,63.96109170546375,31.622031963056436,37.59208050878728,63.1349109646878,37.783322307168575,56.17084529488857,53.26322955314452,34.734804868775534
0.12,17.810273637434772,53.17593537132146,63.63527256312442,31.498610144103182,37.439268881360306,62.828711904872556,37.66726809752497,55.88623794471446,53.06869089363907,34.540336263221704
0.14,17.74806937231189,52.94048714854985,63.27401420203462,31.361761693951532,37.2697608834188,62.4859957536346,37.53559897851341,55.56792163775954,52.85165905592499,34.3248122354901
0.16,17.679886178812563,52.684721677801924,62.880902214333204,31.212827586385316,37.085220985225455,62.110412859830184,37.389842916787956,55.2192691257313,52.614352937582574,34.09041854598115
0.18,17.606416684284245,52.41094208962533,62.45959967912824,31.053185452281397,36.88732397095807,61.70568239345257,37.23155639475316,54.843729643259785,52.35902413872886,33.83937305138436
0.2,17.528349562246262,52.12146302751291,62.013849047262134,30.884238381550123,36.67775949005612,61.27559745289111,37.06232218690681,54.444795351231534,52.087952219783205,33.57395506343794
0.22,17.44633782200627,51.81859614076366,61.54733630387088,30.707370783962148,36.45824180162815,60.82388995606308,36.88367494008032,54.025919985325736,51.80339044473997,33.29639276221241
0.24,17.361041434397777,51.50461885871899,61.06370505218208,30.52394659548813,36.230434789313605,60.35423164370188,36.697124541624916,53.590513820028654,51.50756850923274,33.008894350243125
0.26,17.27310626129833,51.18171331211592,60.56646302787581,30.335285787847265,35.995952466452515,59.87021497695205,36.504175086019764,53.14185757254949,51.20261155720129,32.71356713049043
0.28,17.1831338148373,50.85196053428027,60.05898340098754,30.142639654102954,35.756331345714464,59.37527471771645,36.306240032176916,52.68311890480243,50.89057493542412,32.412459265992645
0.3,17.091686875010605,50.51731677572088,59.544447463167444,29.947190107396732,35.513008546415364,58.872631981507915,36.10462626693967,52.21727474232223,50.57336845546168,32.10748527447771
0.32,16.99932161976143,50.17963720032527,59.02584016652775,29.75003908112471,35.26735166087941,58.36535101346932,35.90061024040554,51.74711579202994,50.25281199125884,31.800452706687267
0.34,16.9065067500413,49.84062600728991,58.505944511089005,29.552201117235143,35.02064388079131,57.85627527941777,35.69533690991855,51.275246560088156,49.930589320841875,31.493054821040868
0.36,16.81369277830161,49.501865013922476,57.98733193904429,29.35464068318751,34.774061956188376,57.34802468251654,35.489885239321936,50.80405235912894,49.608248751855555,31.186823285637818
0.38,16.721303212362734,49.1647885297914,57.47232150219455,29.158215046769083,34.52865215981005,56.842961056921745,35.28523018392575,50.33571478587598,49.28721976872015,30.883151920220712
0.4,16.62972598186396,48.8306947444441,56.96300669579578,28.963702015481303,34.285356751743066,56.343211068241175,35.082251736747814,49.872186338494465,48.96878502086665,30.583289116925222
0.42,16.539302040199917,48.5007111451669,56.46121423479519,28.771753214595805,34.04498697781291,55.850625919451765,34.881695932803176,49.41516798491585,48.65406246446455,30.288347411324658
0.44,16.450320727575292,48.17585504173733,55.96853638278296,28.58296923578778,33.808280384806594,55.36681081874808,34.68421654502204,48.96617405767825,48.344049915841495,29.99924742915892
0.46,16.36304817808344,47.85698251108171,55.486343117078455,28.397845829109936,33.575863760677684,54.89319033794775,34.49040450648402,48.52649059175518,48.03958583210979,29.716797150243686
0.48,16.277705105378974,47.54482478721383,55.01577796931859,28.216826230765854,33.34826671964748,54.4309315211807,34.30076018330424,48.097182932369726,47.74138709521003,29.441641696116886
