time,dist_1_2,dist_1_3,dist_2_3
0.0,31.62428675247147,56.54730589905255,31.612453495079173
0.02,31.615370249933765,56.50604367990252,31.592293269804134
0.04,31.59668302833907,56.445991037266914,31.563074849304805
0.06,31.56881934695797,56.3683654775351,31.525287687670314
0.08,31.5325006206587,56.27447517205463,31.479495281894287
0.1,31.48829883678439,56.165237905291846,31.426219040089936
0.12,31.436633949027264,56.041788600968445,31.366001423641343
0.14,31.37796243430562,55.90504858112825,31.29937252915276
0.16,31.312989340730603,55.75611772965052,31.22680268963278
0.18,31.242074117700785,55.595776391516374,31.148649257505483
0.2,31.165645071859274,55.42483309761128,31.065380768510494
0.22,31.08408397369579,55.2441985300891,30.977491957861375
0.24,30.997727379814005,55.054548885614146,30.885348277605722
0.26,30.907135723726388,54.856797544247705,30.789298472565218
0.28,30.812605362329375,54.65163755338139,30.689741169066913
0.3,30.714545194855745,54.43963565569002,30.586938244320187
0.32,30.613175234328708,54.22138248360658,30.481139389952727
0.34,30.50893218061725,53.99757254540083,30.37261996576388
0.36,30.40195071752452,53.76865378452374,30.26175359941259
0.38,30.29253735359502,53.535210102987065,30.14887386272623
0.4,30.18086955655413,53.29768395625982,30.034110890361738
0.42,30.067450372671512,53.05677444707567,29.917775670214507
0.44,29.9523939687807,52.8129201570873,29.800074929769284
0.46,29.83594371971769,52.5664409136797,29.681135200654943
0.48,29.718319163693387,52.31778892840072,29.561119873903447
0.5,29.599807447499824,52.067485308530784,29.44042116303411
0.52,29.480456197785312,51.81576257171156,29.319115973867195
0.54,29.360438482084938,51.562906404564174,29.19733079167909
0.56,29.239944052929065,51.30933197381918,29.07521477875529
0.58,29.118992144586294,51.05531981936676,28.95296985036503
0.6,28.997843813343753,50.801161743943425,28.830651960584888
0.62,28.87661277067346,50.54699881968591,28.70838140538452
0.64,28.755520962766326,50.29325419160151,28.58643194550041
0.66,28.634565271613987,50.04004979410701,28.4648341668601
0.68,28.513845901504485,49.78759964575332,28.34376982443843
0.7000000000000001,28.393487612963174,49.53610571810697,28.22325161433973
0.72,28.273716845374434,49.28578900927141,28.103335267345226
0.74,28.154517975026366,49.03679227012304,27.984063881786504
0.76,28.036040910472842,48.78931882936049,27.86553971646505
0.78,27.918305968607402,48.54342502208989,27.74779383543491
0.8,27.80141377060068,48.29924043551917,27.630912976435006
0.8200000000000001,27.6853735600917,48.05688639391179,27.514862407417173
0.84,27.570233707321943,47.816353200996645,27.399637955133812
0.86,27.455949232600084,47.577844865756795,27.285479243668714
0.88,27.342640212180168,47.34131179091588,27.172272561379287
0.9,27.230274644778696,47.106926844858044,27.060209712608106
0.92,27.11890004873655,46.87463819356957,26.949201785931002
0.9400000000000001,27.008491024907546,46.64454888998225,26.83934792240413
0.96,26.89922976096113,46.41688408072131,26.73068213152216
0.98,26.791106329894884,46.191503142105915,26.623110940210555
1.0,26.684135860824167,45.96861416830541,26.51678732423335
1.02,26.578223204777636,45.748127460276805,26.41172910625575
1.04,26.47353137355943,45.53015107117415,26.307835114986613
1.06,26.369902890750645,45.314633542745234,26.20517702072357
1.08,26.267427471528944,45.101587913617344,26.103787156319385
1.1,26.166220394779632,44.89113775348498,26.003705539033405
1.12,26.06631087388568,44.68319883903923,25.90478583311109
1.1400000000000001,25.967549868783113,44.477702608086226,25.806950913926208
1.16,25.870118128499552,44.27475596606857,25.71027451760153
1.18,25.77395970557892,44.07428639079231,25.61468772930432
1.2,25.678975542608285,43.87617674209112,25.520213856603466
1.22,25.585362672929147,43.68060821710075,25.426904338104386
1.24,25.49297869552198,43.48753615317547,25.33484614749611
1.26,25.401748297134723,43.29690182431216,25.243980920401235
1.28,25.311804307404056,43.10880154619864,25.154344775105884
1.3,25.222880969569704,42.923073570070876,25.065860846997946
1.32,25.135033520400942,42.739791607427826,24.978593825006506
1.34,25.048356893941882,42.55896081811601,24.89247792279937
1.36,24.96275163393806,42.38045586847081,24.80743729481051
1.3800000000000001,24.878279902367307,42.20431508082825,24.723507046880243
1.4000000000000001,24.794971545520237,42.03054031192918,24.64068829928876
1.42,24.712839095612253,41.859065690135154,24.558977617989598
1.44,24.631782076993062,41.68987942409973,24.478351210051482
1.46,24.551835843584392,41.5230723468412,24.398826942145142
1.48,24.473077029843793,41.358554200069904,24.320336049621773
1.5,24.39537910872802,41.19629094751557,24.242909610324205
1.52,24.318632372348944,41.0360936545726,24.166530584190564
1.54,24.242927800290133,40.87799502623219,24.091230838445973
1.56,24.168212706067713,40.72205757263632,24.017008755349156
1.58,24.094375309995442,40.5681188249183,23.943827792699757
1.6,24.02160884680254,40.416233704078614,23.87155004791672
1.62,23.94978111543286,40.26619233608487,23.800194216919444
1.6400000000000001,23.87899354219673,40.11811703044307,23.729783170790725
1.6600000000000001,23.80908369074655,39.97198134858741,23.660317751773547
1.68,23.74006619730259,39.827676464275804,23.5917377754841
1.7,23.671863486523172,39.68522803456842,23.524132723200317
1.72,23.604533597107768,39.54458839306581,23.45737114242863
1.74,23.538077044330624,39.40578953269781,23.391612779966113
1.76,23.47242439133763,39.26871296776716,23.32668677041711
1.78,23.407598698448847,39.13334417227321,23.262474513942525
1.8,23.3435415777309,38.99971605534936,23.199231015395032
1.82,23.28041331095159,38.867786982956154,23.13674823668542
1.84,23.218167481631408,38.73752629918242,23.07492931449276
1.86,23.156656203357805,38.608803534219206,23.013817045884792
1.8800000000000001,23.09585148567776,38.48176827905808,22.953506053599245
1.9000000000000001,23.03576732673185,38.356309491163636,22.894040494296362
1.92,22.97640333217863,38.23244268745809,22.835330041617144
1.94,22.917823644254007,38.11016460871163,22.777325492141024
1.96,22.859959950832515,37.98937893495497,22.72004496789818
1.98,22.80279952843531,37.870023699921234,22.663542477283336
2.0,22.746344254103505,37.752114777017304,22.607723738279287
2.02,22.690595337173004,37.63562840463321,22.55255992710309
2.04,22.635560558128155,37.52061921084519,22.498069624965844
2.06,22.581105111955512,37.406865620105066,22.444232717043676
2.08,22.527317544077018,37.2943443502265,22.391087040783265
2.1,22.47417812505214,37.18311484429562,22.33849636611165
2.12,22.421685584161352,37.07309169050207,22.286547577429822
2.14,22.369752475435845,36.964408502521245,22.235344257562666
2.16,22.318451416746147,36.85690744180382,22.1847129099922
2.18,22.267743584898245,36.75064634025712,22.134666631027898
2.2,22.217623182255657,36.6455671881282,22.085254680819826
2.22,22.168092919289048,36.54176074467737,22.036360885650712
2.24,22.119052104638385,36.439089029277625,21.988087283704854
2.2600000000000002,22.07070881111361,36.33759096580681,21.94038677500251
2.2800000000000002,22.022849065685353,36.23718084277725,21.893250808671773
2.3000000000000003,21.975560489638443,36.13783092051695,21.846613304312612
2.32,21.928735974660995,36.039506728799424,21.80049762778443
2.34,21.882592863678365,35.9423794259724,21.7550013294248
2.36,21.836939854622134,35.846275208723114,21.70998263726967
2.38,21.79184438604199,35.75132103889284,21.665435159433088
2.4,21.74728501379884,35.65743365508549,21.62136715045291
2.42,21.703039110436936,35.56441256085313,21.577746796349082
2.44,21.65930248266998,35.47238030028523,21.534606066172046
2.46,21.616037398884757,35.3811886116941,21.491801390936644
2.48,21.573291397071007,35.29086644662729,21.44940837601918
2.5,21.530943414642127,35.20143619740117,21.407520339991553
2.52,21.489082542791284,35.11292807896179,21.36603433069536
2.54,21.447648424379107,35.02533826359252,21.32503414112294
2.56,21.406646404358224,34.93853795621176,21.28432711242735
2.58,21.366002767750437,34.852503278923116,21.244012351961313
2.6,21.32586707210816,34.767418388611155,21.204122865452057
2.62,21.28611383336418,34.683176983571606,21.16475733807486
2.64,21.246695871005596,34.59982292261821,21.125812842508537
2.66,21.207693583897083,34.51733618872324,21.087292891988607
2.68,21.169097492091996,34.43567963453426,21.049225001289024
2.7,21.130914912226086,34.35479632617468,21.011434845227548
2.72,21.09316745634363,34.274757814061125,20.974043564376224
2.74,21.055855889892566,34.195489689042105,20.93703098983269
2.7600000000000002,21.018939262906805,34.11710990669079,20.90045202105663
2.7800000000000002,20.982361066775937,34.03945472473308,20.864254594909394
2.8000000000000003,20.94625458636432,33.96263406189994,20.82838715160032
2.82,20.910424455885288,33.886382651578494,20.792674763651306
2.84,20.874827681399438,33.810693689414805,20.75717275300212
2.86,20.83954893440524,33.7358291526337,20.72210558738178
2.88,20.80467573232,33.661775888988146,20.68738284717682
2.9,20.770012935910202,33.588428989255526,20.652892251477343
2.92,20.73573426957032,33.5156879105055,20.618623748157354
2.94,20.701756259923837,33.44356067457335,20.5847301046148
2.96,20.667955332050017,33.372036233587636,20.55118459128444
2.98,20.634491952286087,33.30113159542233,20.518057758490638
3.0,20.60126556774313,33.23095912523891,20.48539267120714
3.02,20.56839897014964,33.1614074152375,20.45293374823498
3.04,20.53585503783711,33.09248294812255,20.420767394960397
3.06,20.503576815920663,33.024128341001465,20.38882529462816
3.08,20.47150765640242,32.95608704856303,20.357122033158202
3.1,20.439631081639735,32.888492866183725,20.32570171383881
