time,dist_1_2,dist_1_3,dist_1_4,dist_1_5,dist_2_3,dist_2_4,dist_2_5,dist_3_4,dist_3_5,dist_4_5
0.0,30.38922550179562,56.54599882303289,26.91692465763745,35.342101511377436,36.38888983938586,28.256418334804195,20.59100610254017,33.520645786219305,21.20390597734091,14.996779968106303
0.02,30.356622956383138,56.5012779524175,26.8992760879439,35.31582487487773,36.36572802244088,28.228988326803414,20.566185019396947,33.48903757640496,21.185482307836864,14.990397630886429
0.04,30.316228141718625,56.435004138602956,26.87313147912201,35.27686971023994,36.33137883394822,28.20194822715729,20.541063821999973,33.4464935555752,21.1581891945472,14.980914460007876
0.06,30.268379865587033,56.348089247151776,26.838869237225747,35.225778713015956,36.28630667706468,28.1752879753259,20.515678154738815,33.39346551110603,21.12239043331987,14.968438879118985
0.08,30.21349032656366,56.241610830969485,26.796921294089923,35.1631700640548,36.23106246305346,28.14901172909122,20.490031244214393,33.330510784192114,21.078541653420334,14.953130480728145
0.1,30.151994210950413,56.11680008596764,26.747779356933755,35.08974808939988,36.16627980073241,28.12309001985131,20.46411887448013,33.25826975833328,21.027167371851764,14.93516421168459
0.12,30.084410203103797,55.97503112432838,26.6920005359996,35.006323050689524,36.09266783254763,28.097512070575377,20.437966844646947,33.17744180966672,20.968830335187064,14.91473738478586
0.14,30.0112673708294,55.817737271619855,26.63015980491796,34.91373606438266,36.01097454156854,28.072254058406028,20.411606381875192,33.08875832164737,20.904122636558235,14.892047034854103
0.16,29.933105291517542,55.64637950499539,26.562826842649578,34.81286089175801,35.92196803042416,28.047303443270856,20.385083177794545,32.992987169447424,20.833632174075742,14.86732600959003
0.18,29.85050800986293,55.462466795294745,26.490615738456157,34.70458466194524,35.82639760691219,28.022641403583002,20.358420767151653,32.89089982560611,20.757982002521373,14.840776921084109
0.2,29.764036592130207,55.26750115654184,26.414138710115832,34.58980543184227,35.72502232649505,27.99824643994812,20.331644612131797,32.78326583143124,20.677777768884138,14.812623294900892
0.22,29.674270803469746,55.06299226521896,26.333995923978186,34.469415996122976,35.61861702139893,27.97410209986253,20.30480891313593,32.67085691267068,20.593638281197652,14.783062139901187
0.24,29.58174563986946,54.850384990452625,26.25075380890046,34.344252567218085,35.50792459032131,27.950180576000772,20.277914458171693,32.55442239278996,20.506174362866705,14.75230710389069
0.26,29.48699833692151,54.6310761181281,26.164970017035767,34.2151355634415,35.39366361907731,27.926488624997216,20.251001501737772,32.43468395650591,20.415964445485777,14.720560069174683
0.28,29.390474806985637,54.40636115881535,26.07714364987936,34.08280942263695,35.276535953293084,27.90300771371759,20.224098063485048,32.312322952794375,20.323561577238614,14.68801221601988
0.3,29.29265555982631,54.17750375121852,25.98777802768349,33.948019321478945,35.157197205914535,27.87973886264161,20.197237527958947,32.18798421778267,20.22948599206239,14.654847319456305
0.32,29.193957697665528,53.945666032372536,25.89733533394327,33.81143878819157,35.03626156541326,27.85668914586501,20.17044161134543,32.06227342234515,20.13422780464264,14.62124690566863
0.34,29.094804008057807,53.71195840365331,25.806269168333323,33.67371001443065,34.91429318699826,27.83386289982759,20.143738001979322,31.93574917560819,20.03825644801836,14.58735064889266
0.36,28.99556372907284,53.47738323352433,25.714987695352587,33.53541703557412,34.791795813341125,27.811233293599123,20.117126838268398,31.808903239836194,19.941991186403158,14.553284316889682
0.38,28.896574524696288,53.24281283236513,25.623837095069348,33.39708676923204,34.66923561584592,27.788818369203188,20.090665714276632,31.68217103704889,19.845778069567896,14.519169484981822
0.4,28.79811167342402,53.00907136822831,25.53313991548737,33.259180335075,34.54707538437798,27.76662685517695,20.064382526062808,31.5559753176482,19.749980490961654,14.485118034303616
0.42,28.70045224057797,52.776886198664634,25.44318902006688,33.122122692345584,34.42569012776295,27.74468176146078,20.038334359136538,31.430687100289,19.65490113499971,14.451211522937738
0.44,28.603820460355116,52.54689295456663,25.354216168070426,32.98629477402206,34.30541643793496,27.722973166245286,20.012547130330375,31.306636669815347,19.560794684155493,14.417546938483156
0.46,28.50840500811536,52.319660960563255,25.26643598748385,32.85202640606976,34.18656831099637,27.701514817021536,19.987060390762135,31.184127198707998,19.467900525146316,14.384207445538419
0.48,28.414358502878322,52.09564896505937,25.18003020363213,32.71958801085869,34.06938380213963,27.680286657199513,19.96187359662098,31.06337624758275,19.37640659223957,14.351251203353073
0.5,28.321793991842863,51.875241952547405,25.095158275238923,32.58919763102575,33.9540637619321,27.659289531561218,19.9370002454477,30.94457990504255,19.286479527440918,14.318724648186155
