time,dist_1_2,dist_1_3,dist_1_4,dist_2_3,dist_2_4,dist_3_4
0.0,31.600811964613193,56.54629615968733,26.9165461303727,31.600084639912673,24.97156611741429,33.52885197022879
0.02,31.569637662902927,56.50207631721176,26.89812291899961,31.56746850095118,24.942686411994384,33.50464831603699
0.04,31.52945440805539,56.436384335715495,26.870768822136547,31.525153476462233,24.91337531601086,33.468682352001615
0.06,31.48056404246827,56.349927125851046,26.834786375038508,31.473455898587535,24.883654719917182,33.42133516943961
0.08,31.42333495820371,56.24355673438565,26.79051768549531,31.412775753210152,24.853554206490102,33.36307772102453
0.1,31.358172361133384,56.11827031995658,26.738386130621,31.343575742634712,24.82308815990264,33.29445497033028
0.12,31.28555557309698,55.975159588919254,26.67886570191603,31.266346118648737,24.792285588742594,33.21604834044053
0.14,31.205969755509926,55.815363378154984,26.612443359877393,31.181608870058618,24.76117362870632,33.12847626832018
0.16,31.119914688248446,55.640105193793566,26.539645439922932,31.08992766635087,24.729782461750702,33.03241759798624
0.18,31.027921901186108,55.450640835322304,26.460989963247556,30.991892064330628,24.69815717008013,32.92857720912751
0.2,30.930534239494037,55.24824612814772,26.377010948424928,30.88810457272676,24.66633883197184,32.8176561918691
0.22,30.828308988983398,55.03421621723036,26.288251954264762,30.779160160481233,24.634363686016457,32.700367433448264
0.24,30.721788077962305,54.80982287333081,26.19524569256122,30.665652229935045,24.602272330006965,32.577412857318826
0.26,30.611490418243903,54.57629733918691,26.09851145510816,30.54814916893831,24.570103385544776,32.44947681508489
0.28,30.497934322466374,54.33484285290077,25.998560070228873,30.427206615504257,24.53789357323291,32.31721364115345
0.3,30.38161666981502,54.08663173456404,25.895880058654885,30.30337690201244,24.505688483162494,32.1812735379248
0.32,30.26300457384953,53.83278024631583,25.790940048003968,30.177180677465227,24.473531734225872,32.04227989144926
0.34,30.142575020692473,53.57433740822274,25.684149694616924,30.049085267689787,24.441465978936932,31.90083097330351
0.36,30.020758705275504,53.312298533743466,25.57592069448293,29.919548757527238,24.409517237242582,31.757468510399647
0.38,29.897949524276505,53.04761109640473,25.466654597566613,29.788995264886484,24.37769386317855,31.61270724419137
0.4,29.774517228030426,52.78114443351506,25.356707773210296,29.65782611747528,24.346036024862446,31.46703632446578
0.42,29.650811316730515,52.51371144744449,25.246420062882006,29.526422153684337,24.314577113353323,31.32089482288434
0.44,29.527165805921083,52.246076750859395,25.136128159762315,29.395125768677836,24.283329153995766,31.17467064822778
0.46,29.40388625952509,51.978930916091734,25.026102984068057,29.264241748806377,24.252321324864596,31.028755973328025
0.48,29.281235379682755,51.71287011180082,24.916570524488264,29.134037588939197,24.22157309734558,30.883488407967555
0.5,29.159450680023333,51.448448084319374,24.807760907093343,29.00476337804665,24.191091138236395,30.739156571633664
0.52,29.038754167638803,51.18615755852293,24.699878175240325,28.876620147386422,24.160909762585074,30.596043336477887
0.54,28.919308893403674,50.92642646767614,24.59311157186489,28.749807590953758,24.131026086652906,30.45436394248851
0.56,28.801288340279388,50.66966430349932,24.487637037693794,28.624516700289032,24.101454600214716,30.314325389965564
0.58,28.684822554734325,50.416208524643416,24.38359144341729,28.50092248578119,24.072215104042897,30.17610743408483
0.6,28.570032937261644,50.16636859309576,24.281094928421243,28.37916872270886,24.04331627072051,30.039881446017848
0.62,28.45699752370497,49.92035978518227,24.18021487448557,28.259373242635778,24.014773529594848,29.905778164883543
