time,dist_1_2,dist_1_3,dist_2_3
0.0,31.57828653770871,56.54941250115512,31.57826052800089
0.02,31.527360658745756,56.51133023608501,31.52727863869513
0.04,31.47005820673437,56.45460507396225,31.469893452266884
0.06,31.406483270042933,56.37968074356624,31.40623376815083
0.08,31.336817370468477,56.2871371454818,31.336474772318287
0.1,31.26126649176276,56.17761979157378,31.26083343267698
0.12,31.180058800799365,56.05185576329721,31.179561537538294
0.14,31.093480867739373,55.91062912299423,31.092924744158474
0.16,31.001830355995306,55.75476029549953,31.00122908456988
0.18,30.90542695705106,55.585118216229944,30.904791461832826
0.2,30.804601625597897,55.40257869901778,30.803924022790326
0.22,30.69967839922663,55.208022185166556,30.69896296885718
0.24,30.59100309382662,55.00235984730134,30.590266843620608
0.26,30.478934807650635,54.786510111171495,30.478199643714873
0.28,30.36380563627105,54.56135236832793,30.3631081495996
0.3,30.245975922304165,54.327767731291594,30.24533229188204
0.32,30.125777541134756,54.086623743840875,30.1252170973064
0.34,30.003549110091576,53.83875521057588,30.0030880885036
0.36,29.87961352031004,53.58496761816069,29.8792650894095
0.38,29.754282022308036,53.32604599459448,29.754074068527324
0.4,29.627867113286534,53.06274212512238,29.627814626776214
0.42,29.500688574759682,52.79579085790143,29.50079314790807
0.44,29.373032776234478,52.52587922532722,29.37328264407905
0.46,29.245175532642122,52.253659282759266,29.245558862792222
0.48,29.117362397149268,51.9797243481022,29.1178683975
0.5,28.989828706522385,51.704646898155346,28.99045262706053
0.52,28.862793995425033,51.42897297868411,28.86354462641668
0.54,28.736466756386715,51.15320951988595,28.73735008549069
0.56,28.611033583870388,50.87782256347533,28.612069875600668
0.58,28.486695492567954,50.60325984506969,28.48787297291931
0.6,28.36362532573978,50.32991321454666,28.364922952439652
0.62,28.241960647577415,50.05814534484075,28.24337300677732
0.64,28.121834577563835,49.78829977838146,28.12335049919163
0.66,28.00334475346583,49.5206678534014,28.00497054864142
0.68,27.886608271541846,49.25549729915194,27.888307395611214
0.7000000000000001,27.77170086721397,48.99303564588539,27.773475737757526
0.72,27.658712278571656,48.73352217569398,27.660564696770454
0.74,27.547700762799874,48.47714306410428,27.54963990401451
0.76,27.43871556504659,48.224073298278384,27.440756670070066
0.78,27.331792409174952,47.97443409172061,27.33392758970754
0.8,27.226953622207883,47.72834036175752,27.229191050271147
0.8200000000000001,27.124224741001196,47.48590291482329,27.126588000688752
0.84,27.023626763537848,47.24720253520007,27.026123974104333
0.86,26.92517021410547,47.012313592210525,26.927800802740908
0.88,26.82885956382289,46.78130554916814,26.831632437266936
0.9,26.734671463691797,46.55421281570363,26.73762173463082
0.92,26.642594198162822,46.33102897391391,26.645742367463026
0.9400000000000001,26.55261659676462,46.11176447790285,26.555979442864242
0.96,26.464729977970872,45.89641103854301,26.468283275989787
0.98,26.37890410396016,45.68494754097049,26.382612474298785
