time,dist_1_2,dist_1_3,dist_1_4,dist_2_3,dist_2_4,dist_3_4
0.0,31.600837990264324,56.54643397090715,26.916626054155472,31.611776601692686,24.971509160616915,33.52066115503077
0.02,31.569764149304397,56.5025848272024,26.898386034235592,31.58997292117869,24.942554172174187,33.489075685627945
0.04,31.52983910437374,56.437622420882875,26.871385276640513,31.557676405557824,24.913169666125654,33.446561567409084
0.06,31.48142329541084,56.35239595582034,26.835973151007245,31.515320860845367,24.883413722977775,33.39357718403282
0.08,31.424944502303802,56.24793111350783,26.79257585408379,31.463416594461375,24.853289813172072,33.330647092414125
0.1,31.360895957768584,56.12539353127328,26.741680656295912,31.402551536378855,24.822818093953867,33.258367777218396
0.12,31.289779578260685,55.98598032880208,26.683791831759834,31.33333666850755,24.79203864366441,33.17736322881683
0.14,31.212154667855135,55.830978994398954,26.619426348378326,31.256414085364824,24.76100577256039,33.088331943153655
0.16,31.128594135649763,55.66172211477686,26.549137495743135,31.172431918504774,24.729749409350937,32.99197937933979
0.18,31.039646112999723,55.479547844748666,26.47348348103449,31.08208821345461,24.698316123139293,32.88901228500477
0.2,30.945876036434136,55.28576899294418,26.393030043797967,30.986026684560475,24.66674463793968,32.78010932347394
0.22,30.847838580868352,55.08169374571935,26.30832245992945,30.884889050403803,24.635065736699705,32.66596492421369
0.24,30.74604751863184,54.868586045670384,26.21987713195002,30.779329583638997,24.60333248968539,32.5472692513867
0.26,30.64101226385433,54.64765223302461,26.128197601109832,30.669960910326765,24.571601659427596,32.42466762718293
0.28,30.533207326147966,54.42001414861027,26.033763558240235,30.55734531328333,24.539928307337895,32.29875540597521
0.3,30.423090442723648,54.18673509459163,25.937041115197513,30.441998096918866,24.508338016841087,32.17007257316645
0.32,30.311102961634013,53.948804122214746,25.83844003060824,30.32437843890609,24.47683198991508,32.03912806174822
0.34,30.197650669937172,53.70715633707058,25.738358873619756,30.204953484274508,24.44542372593779,31.906385638925098
0.36,30.08310170492209,53.46264018511054,25.63713669418111,30.084163023682713,24.414166328091028,31.77230348807727
0.38,29.967801565815066,53.21606511729746,25.535096004104133,29.962411064541364,24.383049076239754,31.637290096236224
0.4,29.852084030468216,52.96817940135985,25.43255167376168,29.840041939779066,24.352070618831828,31.501720703050104
0.42,29.73621395215419,52.71964523594038,25.329792327619643,29.717390165552523,24.321236386655237,31.365925169537817
0.44,29.62045656199814,52.47107266298717,25.227080712523357,29.594751281873396,24.29058136854868,31.230221673289098
0.46,29.505043111706815,52.22298766456481,25.12464414247922,29.472357495048296,24.260096845214306,31.094868630770453
0.48,29.39019256337063,51.975853557969444,25.022677829399242,29.350424565760513,24.2298207239077,30.960109146507836
0.5,29.276069017349215,51.73009850679988,24.921380216764323,29.22917268245415,24.199769683895155,30.826153131384608
0.52,29.162837660721614,51.486084292903755,24.820890062854396,29.108774047686584,24.169951732677077,30.69318708858023
0.54,29.050644507799635,51.24415300004843,24.72135043476934,28.989417485183125,24.140386805639828,30.561373743298773
0.56,28.939608205222505,51.0045609514768,24.62286562011309,28.871234098640294,24.1110909664856,30.430836847068388
0.58,28.829818159849637,50.76751855046745,24.52551936599404,28.75432675077188,24.082089570652652,30.30169735681867
0.6,28.721358808737577,50.53321540868905,24.42938705764017,28.638782956895568,24.05340217636848,30.174061524815357
0.62,28.614279694793524,50.30180982478542,24.334496467738777,28.52465085869579,24.024988414834127,30.048042878458748
0.64,28.50861362226263,50.073423338448144,24.240913326336198,28.411988818012112,23.99686214975149,29.923707718235512
0.66,28.404433446673853,49.84818017340828,24.1486794224327,28.30084353333203,23.969039625629474,29.801125429051904
0.68,28.30176572573565,49.626167656363364,24.057816396406455,28.19126531967579,23.941492144025297,29.680328010519172
