time,dist_1_2,dist_1_3,dist_2_3
0.0,31.600586488395116,56.54712668681508,31.60048946371292
0.02,31.568939499055396,56.50453220497242,31.568680606533725
0.04,31.52797178868915,56.44113666922836,31.52751665496875
0.06,31.477878830258977,56.357443206737166,31.477233588311435
0.08,31.418940079786125,56.2540843083707,31.418117754535
0.1,31.35148290411135,56.13178560873087,31.350485614033538
0.12,31.275884590970993,55.99139515881302,31.27471907884224
0.14,31.19253420588484,55.83377257362563,31.191206444069728
0.16,31.10185888740987,55.65984109416295,31.100364327007018
0.18,31.004314440279764,55.470580521068236,31.002628070376378
0.2,30.90036131095389,55.266989595698575,30.8984606099692
0.22,30.79045580722447,55.050074995346485,30.78833452274411
0.24,30.67507294464615,54.8208527288124,30.672726232509863
0.26,30.554686167264318,54.580325578438725,30.55209679691388
0.28,30.42975555080228,54.32949020846055,30.42690281054401
0.3,30.300715064672474,54.06934096110819,30.297623320998046
0.32,30.167992142278255,53.80082359989816,30.164694004520353
0.34,30.03202906672391,53.524893313371344,30.02854412198462
0.36,29.893224058023474,53.24245026394576,29.889600426038783
0.38,29.75198137067501,52.954369220977064,29.7482622850111
0.4,29.60868647809656,52.66150022042668,29.604922556579965
0.42,29.46372977208289,52.364650552669175,29.45995960728781
0.44,29.317482485362092,52.064588656965796,29.313716062356544
0.46,29.170278484030614,51.76204563014187,29.166531313931866
0.48,29.022439524253663,51.457698302045955,29.01871690858079
0.5,28.874272942120935,51.152193884416924,28.870564776098878
0.52,28.726063459331204,50.846127922262646,28.722330791507954
0.54,28.578058249627535,50.54006496979288,28.574278955772847
0.56,28.43049621840067,50.234534529021495,28.426646464933643
0.58,28.28358822903687,49.93001574065073,28.279647788626022
0.6,28.137535068205015,49.62694069873254,28.13347901012846
0.62,27.99253122362491,49.325736623810656,27.988342904634283
0.64,27.848726932603192,49.02676921004712,27.84440390246742
0.66,27.706268301818238,48.73037199145079,27.70181844404538
0.68,27.565281106905434,48.43684756245608,27.56073203301122
0.7000000000000001,27.425887516957246,48.14646979658533,27.421275451982208
0.72,27.288201857244996,47.85949735736539,27.283540745161506
0.74,27.152310021726045,47.57614999713852,27.147630911984066
0.76,27.018277413658968,47.296602369863116,27.013621330369315
0.78,26.886181473877535,47.02101365409783,26.881577660417914
0.8,26.756066551211724,46.749517006060245,26.75155111261795
0.8200000000000001,26.627972446526893,46.48222724192107,26.62360797224169
0.84,26.501942980348584,46.21922884721548,26.49777841639621
0.86,26.37798343392568,45.96058207436366,26.374098342679336
0.88,26.25612348116671,45.706323302871844,26.252553261117296
0.9,26.13636403248301,45.456473201655655,26.133148056001282
0.92,26.018719161281002,45.21104546004887,26.01589438261512
0.9400000000000001,25.903191822031246,44.97003861304966,25.900771525205204
0.96,25.789765089403772,44.733433573136125,25.78776667859435
0.98,25.678411322903482,44.50119200047508,25.676850203712423
1.0,25.569119304824287,44.273280267919155,25.567983687895264
1.02,25.461866872682087,44.04965386644604,25.46114047808352
1.04,25.356626658914752,43.830255222320844,25.35629335287278
1.06,25.253373978806426,43.61503801275894,25.25342395222473
1.08,25.152068423707885,43.40392618728837,25.15248350067645
1.1,25.05268477168322,43.19685321614927,25.053429916329232
1.12,24.95517907848682,42.99374053942143,24.956226892035417
1.1400000000000001,24.859520794889324,42.79451892228991,24.86083660240352
1.16,24.765654690928212,42.599099578557436,24.767204066680915
1.18,24.673533358860894,42.40739890181863,24.675283286689755
1.2,24.58310933505299,42.21932425040601,24.585043243049615
1.22,24.494338007579675,42.03479237411938,24.49643825937475
1.24,24.407174762301327,41.85372046660816,24.409436550570103
1.26,24.32158836874562,41.676021034296305,24.323995399945368
1.28,24.237541899846818,41.50161734844556,24.24008906514672
1.3,24.15499812675302,41.330424483382366,24.157668422531223
1.32,24.07390186718257,41.1623430101466,24.076699731974852
1.34,23.994220661622755,40.997291961257325,23.997130418362996
1.36,23.915912689991803,40.83518640427299,23.918919730750563
1.3800000000000001,23.838926201734708,40.675953415305635,23.842039960268977
1.4000000000000001,23.763207490584964,40.51949263559724,23.766446195019714
1.42,23.688730862301355,40.36572676896327,23.69209614933885
1.44,23.615466274472393,40.214561053692684,23.61893816891956
1.46,23.543380812300292,40.06591505322111,23.546934290285506
1.48,23.472434629926124,39.91971194645526,23.47605854839452
1.5,23.40258524834407,39.77587779117863,23.406269021257614
1.52,23.3337976140721,39.63434649303871,23.337533402774636
1.54,23.266039642821443,39.49505694419204,23.269830593851495
1.56,23.199253580004168,39.35791937897206,23.203123321088633
1.58,23.133422154174283,39.22286541550396,23.137359889418317
1.6,23.068508241342197,39.08981036362027,23.072489785069834
1.62,23.00449521892745,38.95868359656061,23.008487470816387
1.6400000000000001,22.941353236461534,38.829421647365386,22.945328889210252
1.6600000000000001,22.87906549542589,38.70197944754448,22.88300077713073
1.68,22.817615822931472,38.57630849826219,22.821472087602498
