time,uav1_2_fused_error,uav1_3_fused_error,uav1_4_fused_error,uav1_5_fused_error,uav2_3_fused_error,uav2_4_fused_error,uav2_5_fused_error,uav3_4_fused_error,uav3_5_fused_error,uav4_5_fused_error
0.0,0.018909939763452805,0.027092673216463838,0.030196284863430612,0.021517749197298413,0.02370760645966066,0.03609318942205508,0.033051315295256845,0.01676640798377098,0.019570176629100027,0.015606826700080652
0.02,0.05426600438744952,0.07822200076513264,0.08731145901394294,0.059779013324782304,0.06829010374852446,0.1022416269574995,0.09253558837578268,0.04434743895136824,0.058253318898485416,0.04151996058668736
0.04,0.10298518093372877,0.1470579553262941,0.1657834010693489,0.112694208405267,0.1303353658276187,0.19351259326686482,0.17555603848731463,0.08218040375966959,0.11184282519005391,0.07751722628576854
0.06,0.16269950215596243,0.23006357563584912,0.26089842601559005,0.17637525411546906,0.20499208638710753,0.3046559649441879,0.2765521640496814,0.12736165689975917,0.17679166117860756,0.12131889395902351
0.08,0.2308860865472743,0.32365711237393086,0.36846957913576905,0.24784050262799345,0.2896503357461614,0.4309937834111159,0.3913266555701002,0.17794179070354252,0.2507825357688201,0.17145946364072276
0.1,0.3046220284628075,0.4248518124755163,0.48456702964840626,0.32499566116328,0.38060525529714206,0.5679923363561231,0.515688642499958,0.23364425250975318,0.3305601298495675,0.2273423273795924
0.12,0.38171969567554237,0.530024743602093,0.6060841820272725,0.40480283519295224,0.4751521792816168,0.7106174759254344,0.6452881796219349,0.29248819224266565,0.4145212266983834,0.2872204072666441
0.14,0.4601773268890097,0.6366722827215168,0.7294792591405374,0.48584683588600425,0.5700820149695046,0.8555866897152121,0.7762553491001664,0.35275439512385887,0.5004044909119337,0.34893187888305177
0.16,0.5395299446903491,0.7433094803662462,0.8538098613882091,0.5667304980447871,0.6633614463807836,0.9997410969535778,0.90593786547762,0.41261470979420684,0.5866610911053886,0.410593993891713
0.18,0.6181250524730497,0.8489840160135653,0.9764936410159086,0.6461717664019139,0.7544939315435875,1.1407317693924683,1.0328253481984857,0.4709721954646764,0.6698651946243055,0.4708664000938584
0.2,0.6947517951626037,0.9505647251298877,1.0943770433465916,0.7228778707394081,0.8383992465741017,1.2726443733576969,1.1506195964434311,0.5271661809781827,0.7501914291752733,0.5289269849101099
0.22,0.7681468663074216,1.0450073065701346,1.2043523621630088,0.7927186507058582,0.9202692905196549,1.4002364205767246,1.2650881539158367,0.5795933488825709,0.8254481699443367,0.5835644419210746
0.24,0.8371299666475048,1.1317356399061045,1.305173238801512,0.8565702493417285,0.9972874763141869,1.5196644602582547,1.3720744158945326,0.6266865641706335,0.8940790820353242,0.6337343135042863
0.26,0.9006918510617692,1.2073880103799632,1.3936512457700334,0.9115554400123752,1.067388480082802,1.628708479925866,1.4706403823604879,0.6701745671467607,0.9567341470300752,0.678984468399787
0.28,0.9595577708018326,1.2737400041426952,1.470935298192377,0.9584279009409225,1.1310258011368084,1.7290398209872748,1.5614689112407067,0.7097427820331231,1.0150569194653243,0.7186120827497114
0.3,1.0110161087372629,1.3310107096987527,1.5378238921061873,0.9994871347486628,1.1915991280221878,1.8224088418603157,1.6476510987760125,0.7450955260163353,1.067446069677558,0.754456079146245
0.32,1.0550008051174031,1.3791388647293195,1.595490078107662,1.0347953401692633,1.2441847917347502,1.9037771042591543,1.7229954261713012,0.7766476302995051,1.1149475101598634,0.7862348865551562
0.34,1.0905162113380178,1.4217854074065297,1.646295407312444,1.067921035963713,1.2850879350452356,1.9693210840501558,1.7847478963633734,0.8049549997568298,1.1575515376140004,0.8121828589033884
0.36,1.1194979063731483,1.4583715512588078,1.6892672692190343,1.096073823701221,1.3190491241568898,2.024828277389732,1.837365618403791,0.8303733905449064,1.1969995844903616,0.8345576313762517
0.38,1.143393594456897,1.4866835570247918,1.7229686080985047,1.1169740049973291,1.344024479626733,2.0666577854347383,1.8771256809923123,0.8534226604075269,1.2301627516242377,0.8510532922988399
0.4,1.1596746317307405,1.508470261166794,1.7473765545743212,1.1326108642066564,1.360890883862462,2.0966068033303618,1.9051793181051346,0.8737780310415314,1.2580732281322242,0.8593740550671146
0.42,1.1690615961833954,1.5279525152065938,1.7674870099341669,1.146719801197822,1.3785317498144316,2.122177386775128,1.9299948528175777,0.8916004706109631,1.2801904706825102,0.865169445390969
0.44,1.1715238627073654,1.5445790642304011,1.7836619877799946,1.1607686451093746,1.3909954779854017,2.137768323959258,1.9460887556032904,0.9021849508833986,1.2922840571536367,0.86991673652211
0.46,1.1674780361913373,1.5553695283486921,1.7939474621449134,1.17138701567827,1.3926478192507719,2.138492115769173,1.94740342189764,0.911414049602998,1.3002323024131215,0.8708025412860695
0.48,1.1580961443429354,1.5599617454931156,1.796786214561016,1.1765360375136544,1.3919058757153142,2.133898645051458,1.9433776444428221,0.9176266172662338,1.3021040526413032,0.8689028636604372
0.5,1.1464816700304261,1.5577326020285507,1.7915035122116776,1.1743148160234569,1.3860464737701015,2.1217812041481023,1.930553034113374,0.9176639873177108,1.295994733480555,0.864845601658354
0.52,1.1326949207413453,1.5530002762952304,1.784259166773573,1.170137765562684,1.3761570020261775,2.103947869530404,1.9115212794721816,0.9149273288981804,1.2865270753243998,0.8582842528600211
0.54,1.1150063598718956,1.5412375231774482,1.76957184613058,1.159191661717818,1.359887657514433,2.0790214038994144,1.884524920270418,0.9087737995945183,1.269839761561453,0.8495267862770983
0.56,1.0944823100155672,1.5242451604028597,1.749001327556581,1.1451129521954913,1.342801447217974,2.052005573964617,1.8556206182096586,0.8976187301344845,1.2477166741594894,0.8334761471724528
0.58,1.0727175438417353,1.499440721879093,1.7193196079586377,1.1235983555416533,1.324123516994223,2.020119070586451,1.8235123082594642,0.8848145797120758,1.2239735463617263,0.8136416800583282
0.6,1.048701924692134,1.4727635023774555,1.6865305164113535,1.102026490421752,1.3036612302931843,1.9849314975796104,1.7909006637941063,0.8705544628104959,1.2008940988161256,0.7917286516247972
0.62,1.0240641100128651,1.4429379818735808,1.6492991683299878,1.0778429655388078,1.2764052698021535,1.9411090605722612,1.752215204820133,0.8547249064204874,1.1754478802799935,0.7709792507584784
0.64,0.9984455961293608,1.4116646675358682,1.6096233922576786,1.0527320657081534,1.2488717897353196,1.8952456000544202,1.7129097498298747,0.8356918434917848,1.1483829377008912,0.7531981896924519
0.66,0.9714473542843547,1.3796110586760908,1.5710076985607355,1.028935126038618,1.2188128294519809,1.8466273342106239,1.6704355696523858,0.8142765521517361,1.1210525649655554,0.7386646447074494
0.68,0.9439204153305878,1.3468542541158826,1.5323699678119012,1.0052988249968193,1.1862825411207885,1.7956744637405546,1.6253882615684452,0.7896784759011243,1.0905177812276055,0.7219630600847669
0.7000000000000001,0.9160971597473175,1.311249880535745,1.4904119920338068,0.977485001891952,1.1510900387056384,1.7415144693473112,1.577218845454329,0.7649616828617847,1.0602317208827698,0.7006474304784074
0.72,0.8882391095415518,1.273480001563087,1.4454623219168008,0.9474370275718628,1.1155769172788659,1.6867463368834115,1.527936485584346,0.737909420485167,1.0277896579070076,0.6791843858131481
0.74,0.8581055793413302,1.2347315731726585,1.3993186360486822,0.916554396349148,1.0838486659338074,1.6348346483410818,1.480644176906115,0.7105967474064829,0.9957500510810278,0.6589067853829231
0.76,0.8289825289542815,1.1952576506466168,1.3520911735509833,0.8844855494270346,1.0538057371903802,1.583881406533296,1.4343339554551808,0.6855572285796881,0.965840622172681,0.6407658151984111
0.78,0.8002610251126221,1.1549246366562114,1.303765072161369,0.8499813941524155,1.0238169221207147,1.5337545407974071,1.3885168069283333,0.6621014512358835,0.9362298788909529,0.6242361665776994
0.8,0.7730748597217496,1.1140350154300347,1.2547812541290828,0.8141178921570605,0.9926066221659642,1.4831386855563553,1.3414873249865107,0.638391862747197,0.9054498230946765,0.6104515393648074
0.8200000000000001,0.7465576593610733,1.0736693359024003,1.2085978907477242,0.7793198212121788,0.9606067472756662,1.4326343135585846,1.2935443772835786,0.6137848230698267,0.8750980711406127,0.5972314491757045
0.84,0.7217081856802837,1.0362014075903085,1.1651112585947583,0.7461148207268873,0.9263543708038504,1.3800381359877154,1.2433780985751066,0.5895289156297961,0.8460616329132842,0.5837584758250862
0.86,0.6998184446754754,1.0017912919387257,1.1241713725941873,0.7142190583333349,0.8916795687300071,1.3277042114435034,1.1930291848057957,0.564651529210363,0.819482047399836,0.5709401774926628
0.88,0.6799222858266285,0.9712483194328028,1.0867122891757646,0.6841202509115137,0.8566419413229108,1.2756396220422233,1.1434652720217187,0.540350149312895,0.7947348623320779,0.5586706936439704
0.9,0.6613538100427977,0.94312274665433,1.0512064884344714,0.6557753395706981,0.8255135689276397,1.2275461738383397,1.0987156082582505,0.5154340880705451,0.7685585702932666,0.5473967994721267
0.92,0.6428491726956687,0.9143045795482244,1.0161414657302064,0.6282005012639231,0.7962516641255916,1.181200035276132,1.0556879654075335,0.49085765061697545,0.7437499518071804,0.5349368027821391
0.9400000000000001,0.62322620509503,0.8874078450411286,0.9829507489993256,0.6027538333708604,0.7657130262501564,1.1344714947100567,1.0116492823514158,0.4677709192229964,0.7193526125106341,0.5233830564584168
0.96,0.604657769847925,0.8629168062155269,0.9533662084970551,0.5793890449483523,0.739258125697543,1.0932592852533307,0.9722995024733659,0.4472777921894497,0.6975129232449397,0.5134261002571244
0.98,0.5861176256919493,0.840982557956608,0.9276282460185354,0.5594143104799175,0.7145718336925162,1.0546340628232778,0.935566365886755,0.42757040828375775,0.6748082422536015,0.504813085118442
1.0,0.5679575849039656,0.8191923127754952,0.9037963956197911,0.54109250570175,0.6914788968279827,1.0183764216660907,0.9002793352500553,0.4101638995936286,0.6538755360451879,0.49592362167915144
1.02,0.5497584486358995,0.7980444050059627,0.8805088881270081,0.5241044748402649,0.6705769226011298,0.985878230143302,0.8686713017488292,0.39434212855136014,0.634040009409664,0.4866955942342085
1.04,0.5327446284013508,0.7769702882682974,0.8584714679440173,0.5083313761714042,0.6527523238996599,0.9572042536735279,0.8410679376358071,0.37866783653141045,0.6153883863541979,0.4775270635794845
1.06,0.515329689764369,0.7567011568390123,0.8377850795022558,0.4940181951035069,0.6366261542509039,0.931443895892186,0.816723259837232,0.3646230180295885,0.5988406556783545,0.46832337810730806
1.08,0.49830709175370824,0.7372550400143834,0.8186084539784786,0.48152889516311154,0.6230858709785548,0.9098623530968282,0.7962309454116284,0.35271887491092396,0.5827391056489184,0.4595435984298001
1.1,0.4814762992702738,0.7179191888148524,0.7991942768067879,0.4691244041215147,0.6104152761760235,0.8897646012836217,0.7767837215133373,0.3423095998976087,0.5678082508760535,0.4522405161356887
