time,uav1_2_fused_error,uav1_3_fused_error,uav1_4_fused_error,uav1_5_fused_error,uav2_3_fused_error,uav2_4_fused_error,uav2_5_fused_error,uav3_4_fused_error,uav3_5_fused_error,uav4_5_fused_error
0.0,0.013877350172519077,0.02825063322261511,0.011574178574416904,0.015508856422895687,0.015534056165510459,0.0012472436755322969,0.0013204123762328315,0.010990494005134526,0.01157901969981356,0.0062256571156883225
0.02,0.03873774908337705,0.0766086616791653,0.03491868021605485,0.0445937674730604,0.03968150267051038,0.0063998593229391875,0.006681699628596838,0.03345830397121026,0.030534807859042886,0.016410896682517467
0.04,0.07370041092598266,0.14259320968649425,0.06697034735913841,0.08534390462273544,0.0716792503411554,0.014120860356915248,0.013827513450479171,0.06528574691552605,0.056208855662713,0.03095963793337694
0.06,0.11705186699300256,0.22258330682391067,0.10610291436613721,0.13569069916933646,0.11045475948448137,0.024525745267651663,0.02240771352695191,0.10393087229193822,0.08597739830639313,0.049000381970164535
0.08,0.1668686716471586,0.3137423574562503,0.1508213874969246,0.19360506296189123,0.15424812332683116,0.03613176952968973,0.032423803402858484,0.14706578502255943,0.11871819661292338,0.0701214709204763
0.1,0.22176896171736962,0.41346212968991125,0.20042911276175338,0.25723496239963084,0.20204791195528493,0.048112319935712904,0.04328278487738019,0.19307136874237735,0.1536164078187265,0.09253059637087944
0.12,0.28082508115762617,0.5193166997764685,0.2536677670360452,0.32549814496220014,0.2523920057452951,0.06072643731231025,0.05505856766958686,0.2406701534318276,0.18975144614993458,0.11714712819659699
0.14,0.3424627446039825,0.628991625929353,0.30941179224265025,0.3971504364899565,0.3045736454448569,0.07382376787108388,0.06858441075858378,0.2889404061561954,0.22632295400768954,0.14277988335650962
0.16,0.40632332902712187,0.740299323087353,0.3674499141921343,0.4708225496132073,0.3578737230752037,0.08681581730621278,0.08288751412576773,0.3363484400382392,0.2618079263043194,0.1689442471680319
0.18,0.4704588116448089,0.8512626055935499,0.4261037718881432,0.5451503977807922,0.41183913537536776,0.09958034803677067,0.09817600060707908,0.38309078671347757,0.29669195343488647,0.19582288968693404
0.2,0.5348769705102946,0.9604235816259376,0.4844063431436474,0.6184573674274979,0.46532970961241704,0.11205961046910519,0.11530346454120206,0.42754673181300457,0.32992721623347115,0.22263568365868036
0.22,0.5961354488813068,1.0648124626252262,0.54058757027542,0.6889625395946075,0.5174257202475694,0.12338239939381432,0.13198880630700863,0.468690384479916,0.3602172502171567,0.24919571361861748
0.24,0.6537509063544064,1.163174964097751,0.5934310788126096,0.7556986345981148,0.5672989310791434,0.13448499916047021,0.14996101988692825,0.5061661488110326,0.38728955980016444,0.27543653945269103
0.26,0.7068599564520105,1.254138823672095,0.6418325335417863,0.8178905319232532,0.6144962638416652,0.14464571010819122,0.1674196957351556,0.538243158573561,0.40954244980016613,0.3004309361961253
0.28,0.7574858957282452,1.3387825485083296,0.6887111642962536,0.8768235800795647,0.6590628825665757,0.15395032961384159,0.18491052319865076,0.567388740771602,0.42988439325780314,0.32468737811723775
0.3,0.8012379732493724,1.412791433824363,0.7285717745387976,0.928249420282734,0.6999321745567122,0.16295590722574071,0.20179740759818832,0.5923510786844184,0.44727824905193564,0.34709312188431574
0.32,0.838338765909564,1.4766503968599005,0.7626430252568263,0.9716743470891513,0.735990146041042,0.17086523989377117,0.21675269121201302,0.612648781204423,0.461430946119747,0.367163443563917
0.34,0.8680713252206919,1.5294873727788396,0.7899252333068053,1.0077023570686923,0.7671795773961485,0.17785504155871484,0.2296676755890678,0.6301000642191572,0.47444066744686797,0.3854473586087879
0.36,0.891453874993143,1.572534041853919,0.811892425625105,1.0365159944199218,0.7924728029767345,0.18383378613615373,0.2401242903000416,0.6473864150630831,0.4875246497183554,0.40083774963596913
0.38,0.9120134103144727,1.6089569374721169,0.8305790315651843,1.0608479064306502,0.8124976364242222,0.18833106015245338,0.24845968415636452,0.6622646192385719,0.4995328099749083,0.4127512753932218
0.4,0.9294426853039255,1.6390727385120905,0.8470322951959449,1.0818013674285722,0.8268914263274196,0.19197436460296036,0.2541290378381582,0.6739967454940758,0.5094798954951952,0.4223269670643181
0.42,0.944420905330013,1.6635719972404939,0.8614974325019633,1.0997635715048635,0.8375719777092845,0.1946638308742771,0.25867695295767107,0.6844548750911875,0.5190536288802816,0.4303967536503962
0.44,0.9565317032329131,1.681773211455673,0.8732177578099043,1.1137655209790172,0.8464479167248039,0.19619750658589596,0.26395615033089936,0.6929985901062699,0.5280420792501352,0.43670294730382964
0.46,0.9658708785427262,1.695713011090445,0.882790439889368,1.1241227201080952,0.8532820490360461,0.19674291408716485,0.2690126306934893,0.6952472330168101,0.5318419286086468,0.4406393431003034
0.48,0.9756421858391332,1.7077354610636588,0.8940877982443732,1.1348676478936675,0.8580311549322478,0.19659161030936326,0.274258780768121,0.6956175741073706,0.5343761282181512,0.4438750907360736
0.5,0.980579458273669,1.7128635960801877,0.9014231600495606,1.1412300524385726,0.8620113074508003,0.19600623068643605,0.27986200775525694,0.6947876544223418,0.537435495307324,0.4465422903674897
0.52,0.980136048795515,1.711430202724181,0.9039285879831436,1.1415444105057486,0.8643009014599132,0.19527989346369196,0.28581142759233,0.691265068529203,0.5389940672063626,0.44722617010811827
0.54,0.9781626505776975,1.7063761272651299,0.9049754588812688,1.1394057720178492,0.8641382557132473,0.1940138098152385,0.28936522158516587,0.6891168801630958,0.5412861257631296,0.44717042079833885
0.56,0.9729452629622184,1.697396445409212,0.9038550623390395,1.1354184352136751,0.8616262482140941,0.19258460524641807,0.2921009232039434,0.6849642510164416,0.5421621915459087,0.44568560433523674
0.58,0.9619100060883634,1.681197963900866,0.896800167445558,1.124591473019599,0.8565405302952441,0.191538973908639,0.2937012842116805,0.6768519987120208,0.5387491663385435,0.4438284204545988
0.6,0.946752255548706,1.6602790778637213,0.8863639263016775,1.109853249522493,0.8481313442418993,0.18963637584577756,0.2928342181086938,0.6673172333933454,0.5345972010272284,0.4413676231383018
0.62,0.928868701983232,1.6346257565955917,0.8727822133616251,1.0916391356614303,0.8365761351198834,0.18682802910637922,0.2901746691608547,0.656755874279759,0.5297507992461802,0.43850237223789235
0.64,0.9089541019191785,1.605086782209939,0.8569308264662984,1.0710321119822739,0.822228519610372,0.1835910359944662,0.2859059777448456,0.6394014760728669,0.5190520839737058,0.43376278275916924
0.66,0.8864419970341402,1.5712346521956517,0.8385902188405479,1.0477670905841117,0.8064144920886056,0.18026656466436478,0.28120445595627475,0.6204089006749078,0.506681549397585,0.42846639197532504
0.68,0.8647693692508557,1.535673531981287,0.8204466035936611,1.024557147674494,0.7890085932106403,0.17740314349743763,0.27646216458646083,0.6011884400112985,0.494729998584607,0.4227239887371649
