time,uav1_2_fused_error,uav1_3_fused_error,uav1_4_fused_error,uav2_3_fused_error,uav2_4_fused_error,uav3_4_fused_error
0.0,0.009891359432922901,0.02323179571814949,0.00976967770369513,0.012814987989166603,0.002580796460421227,0.016375137870162853
0.02,0.029605864236479363,0.06353470079485223,0.027142135253390477,0.03402443129402571,0.0050403103196955765,0.0406890265873827
0.04,0.05665636729829882,0.11918598022948375,0.051614649237643126,0.06337605805890544,0.008394565251406132,0.07291903939516708
0.06,0.08913107077349305,0.18699166679620843,0.08201014721718643,0.09883787434875868,0.012259445885403019,0.11220411211336993
0.08,0.126103233766888,0.2647861336030752,0.11650029102165807,0.14000498893051455,0.01643422545855536,0.15748292250233462
0.1,0.16641020301741996,0.34984126113137803,0.15425250115181782,0.18441234635636294,0.021329290218734198,0.2067905986667303
0.12,0.2080592756957597,0.4395638562952103,0.1937363815821323,0.2317715170901488,0.02620675278054811,0.2598844918908023
0.14,0.2501913352851169,0.5322113654935455,0.23431620912569742,0.2804656966131398,0.031029191982631082,0.31638380649685366
0.16,0.2932676484549524,0.6262567286726055,0.27538574473514627,0.33000766274915705,0.03677397365581474,0.37537126076293165
0.18,0.33575012180408875,0.7201744053736462,0.31557377915865686,0.37989424283444895,0.04311612450505743,0.4352601111497301
0.2,0.3768596662525865,0.8127996145328076,0.3543519106535932,0.4287866819819353,0.049663306770126314,0.49492995032927134
0.22,0.4161656490454931,0.902642983406475,0.39107604568519405,0.4764662793795446,0.0561097835877007,0.5523888102731213
0.24,0.4520323756847483,0.9882528614507691,0.4252850534335908,0.5231836546064439,0.0621568519936712,0.606166259220198
0.26,0.486153105565017,1.0690631554231462,0.45748700639881357,0.5670518959602623,0.06861286565075389,0.6559003245633906
0.28,0.5172363070617497,1.1440345526006317,0.4858800898189913,0.6076032283845816,0.07410436185416637,0.7028121600074079
0.3,0.5467873825238696,1.2144596328233233,0.5130931027822143,0.6443106807142464,0.0799401109541521,0.7469758572685338
0.32,0.5768305127447931,1.281520031935034,0.5404407856272658,0.6784152025466521,0.0859569072725709,0.785516262237827
0.34,0.606844292153054,1.3449460535263138,0.5676609466007375,0.7101845123901501,0.0906087622143,0.81656667746236
