time,uav1_2_fused_error,uav1_3_fused_error,uav1_4_fused_error,uav1_5_fused_error,uav2_3_fused_error,uav2_4_fused_error,uav2_5_fused_error,uav3_4_fused_error,uav3_5_fused_error,uav4_5_fused_error
0.0,0.01511715389987461,0.033554218837726114,0.03867438946543045,0.01443162221180991,0.01832076657501775,0.0383245501331056,0.028760625949501573,0.027351734070668383,0.03126215409858915,0.024464960104397436
0.02,0.04220275637309709,0.09037079787100805,0.11087075466721723,0.04792213080563914,0.05567541790513768,0.10804675321145575,0.07689594727065316,0.07195782900925247,0.084934542263156,0.07096288787504858
0.04,0.07975253942385177,0.16775106967362918,0.20980089890907652,0.09280598787372184,0.10714668408333605,0.2043692744146574,0.14128517020470355,0.13404789044412854,0.15823782253539853,0.13502656254604734
0.06,0.12604104052272774,0.2616739714204904,0.3296274120497331,0.14658319157296704,0.16932327217430423,0.32171438189109386,0.21969462157061417,0.21046230506578079,0.2477794660387782,0.21255581484703653
0.08,0.1790729264459349,0.36836606371256536,0.4648411825016353,0.2072748297187441,0.23943566151838808,0.45506012857296635,0.30851231549015,0.2987623487249379,0.34993737099961403,0.30027296234499423
0.1,0.23703903438862728,0.4840259906011546,0.6111660432323741,0.27231460288633297,0.3154293770940316,0.6001569277585613,0.40516536131074893,0.39550906792621054,0.4617863170586481,0.3945593217627326
0.12,0.29764336721080936,0.6063354693521072,0.7650170607596964,0.3408945044145976,0.3954152839909031,0.7519706298168662,0.5069357444468439,0.4981624024713168,0.58014022903703,0.49212184712472096
0.14,0.36083144716137866,0.7331086290159042,0.9240784614284205,0.4129588645520912,0.477480074028362,0.9066082497561163,0.6108602548217567,0.6043964147806156,0.7017746773782209,0.5919617881845695
0.16,0.4232416457189876,0.859421845781615,1.0820110607452247,0.48414874962474697,0.5605015860668027,1.061515233502909,0.7154848698435242,0.7114364188665315,0.8245151064073944,0.6905408520879202
0.18,0.4839164777619133,0.9830585482589703,1.2358117387225467,0.5535645538273486,0.642566045363517,1.214146152570239,0.8188374315597404,0.8175054430209427,0.9447641409213928,0.7858319941234249
0.2,0.5426994850685046,1.1026313483774137,1.3846816552281465,0.6211734182882489,0.7208624627587139,1.3604222851607022,0.918482725548079,0.9187962495632552,1.0607634140854445,0.8728234365093821
0.22,0.5979951680846957,1.216866062295841,1.5257825532149283,0.6869412398779524,0.7962426627522999,1.4995539468329133,1.0144970104416906,1.0140527662395604,1.170915362417297,0.9529238973155282
0.24,0.6489643885851161,1.3228028371359881,1.6550050913152696,0.7473736934662233,0.8678279252978861,1.6284050028767623,1.1039774210403086,1.10252878183269,1.2706772934876862,1.0262703296830438
0.26,0.6964031259605779,1.420706643382673,1.7735748860699045,0.8034406643082292,0.933477318902974,1.7447764517474948,1.1844871404052397,1.184242648361684,1.362450506981694,1.0890820229488443
0.28,0.7386865222299535,1.5082036600524096,1.8791810675047858,0.8541534191265618,0.9956822338130408,1.851144732142907,1.2583210234460056,1.2583626587356247,1.443248249303871,1.1459073426901143
0.3,0.7731730932502688,1.581101027186468,1.968276402854359,0.8965786080275872,1.0534249193709675,1.9464935089591735,1.3242395229239736,1.3236995825411664,1.5129390041285475,1.193304087036601
0.32,0.8002355674634049,1.6414378613703928,2.043125994239062,0.9334019961913722,1.10287951670742,2.0266363625519404,1.3783596163772058,1.3792238021822985,1.5720742711827433,1.2319913843548633
