time,uav1_2_fused_error,uav1_3_fused_error,uav1_4_fused_error,uav1_5_fused_error,uav2_3_fused_error,uav2_4_fused_error,uav2_5_fused_error,uav3_4_fused_error,uav3_5_fused_error,uav4_5_fused_error
0.0,0.017039382469383753,0.03094321698012118,0.03949761496022203,0.016475800365754183,0.027362968743114523,0.04386849928039982,0.028885191777921187,0.022094661872370334,0.023726116563382044,0.02429471018254354
0.02,0.0468065998210448,0.08811001901028762,0.11254279324690175,0.049516593141296535,0.06783675079687564,0.11440173230055964,0.07524830859059307,0.06389069225432759,0.07420613063741889,0.06794349361868351
0.04,0.0876494372969241,0.1669566500997194,0.21093113635112884,0.09472254503450322,0.12360726319049138,0.211945810631446,0.14026370825869336,0.12085809335651583,0.14435860860026883,0.1288264695621708
0.06,0.1375508066046208,0.2626248570472172,0.32958895037341046,0.1493042863920623,0.19387388667453714,0.33175738161188506,0.22136520805311832,0.18864877210126962,0.2289066209470165,0.20372149555307303
0.08,0.1939518033045795,0.3713571103888881,0.46386551491245787,0.21021046019096395,0.27673293625947715,0.4710692775940939,0.3163152577617463,0.2641909682628736,0.323768325140182,0.2888761099050037
0.1,0.2562819404308551,0.48926820023413886,0.6097678887443045,0.2755258925194884,0.3688933266773655,0.6243414487866001,0.4212959831260717,0.3461268957628895,0.42545423244445385,0.38126393578073087
0.12,0.32240563119191507,0.6136632209903177,0.763747875656243,0.34434509172289773,0.4664662792501503,0.7869076706102982,0.5328386513472463,0.43221573598127516,0.5314061627033392,0.4779088874637722
0.14,0.39071426588577446,0.7409614690824168,0.9215668428811709,0.4143797928192097,0.5666905944501603,0.9551343338613485,0.6476532406223289,0.5204125608109584,0.6391221055399967,0.5756330154583547
0.16,0.45992976661825524,0.8691487676865295,1.080811303483749,0.4854961089738879,0.6692548254507329,1.125528389351045,0.7642750296709291,0.6096172690828653,0.7467125222223648,0.6724988712757444
0.18,0.5280876369904097,0.9960019738469986,1.2384163399948258,0.556560587509987,0.7716118720871115,1.294845131180646,0.8801501871714043,0.6980716188726676,0.8525475211963359,0.7653974650566912
0.2,0.5940972509940701,1.1170996769712052,1.3898451032598726,0.6251384726134581,0.8710984491432048,1.4591633032187326,0.9925893959088298,0.784206142650268,0.9566442961972719,0.8527073651493196
0.22,0.6546426576325272,1.2284263983234693,1.5299689303870625,0.6883521289986739,0.9661714526607075,1.6154253326292467,1.1002571259466103,0.8672509862231639,1.0564587087108759,0.9306179306065138
0.24,0.7106099329020867,1.333600177768932,1.661937106745014,0.7502443250709357,1.0554946560668435,1.76127923712042,1.2024747617041232,0.9449300454166384,1.147933627731466,0.9979605401180625
0.26,0.7605948033311319,1.4284283085596965,1.7807483583391468,0.8075924354244239,1.1368301941601382,1.8924307216475469,1.2956249739284338,1.0163341209059624,1.229949477935086,1.053867797052826
0.28,0.8041159045240638,1.5127267047811435,1.8857285227069385,0.8607421017683943,1.2049750725685129,2.0027153145060708,1.3750187358927186,1.0812633494320425,1.3005522293869636,1.0977907828872988
0.3,0.8416939234125426,1.5851117802362007,1.9748306764978134,0.9071947410609371,1.2604838412841615,2.092877094586892,1.4409186100373401,1.1365031705363802,1.3599548464298414,1.1324527338255859
0.32,0.8730542378180234,1.647072414239381,2.0501372282762103,0.9483086606201739,1.304746316962613,2.163770909404007,1.4931527408781724,1.182366236194951,1.4101533945340747,1.1607190662114697
0.34,0.8983267908442726,1.6966783206889597,2.108534980882365,0.9815888316344803,1.3381784247564334,2.217345087419369,1.5337538679174803,1.216579335033805,1.447902663738139,1.185159063014567
0.36,0.918749266810354,1.733527523678111,2.1512873822203025,1.0048220697808816,1.3609846318272538,2.253346181883974,1.5619908041624082,1.2412714152280848,1.4776710560202837,1.2005982561416708
0.38,0.9333846231314203,1.758322555806698,2.178530120282312,1.0205493009952533,1.3764575534579309,2.2760676756205367,1.5813632186936475,1.258632951831969,1.5006187313360841,1.2120140590628494
0.4,0.9434003337844854,1.7768891849321042,2.196586408362998,1.033795744589519,1.3848422631932418,2.288113375376778,1.595347033522516,1.2667311382913986,1.5170538723177134,1.2217066085400166
0.42,0.9477813315053354,1.7856333046858774,2.2031542415302185,1.0416440138708907,1.388774266132214,2.292776410094964,1.605336600166414,1.2681294057664259,1.5280769322712588,1.2230193577676114
0.44,0.9469471425921641,1.7855576077749988,2.1985086637477753,1.0454923922778054,1.3913466974395818,2.2933645240743554,1.6141779824372204,1.2670282316262815,1.5333682436414087,1.2205814976097171
0.46,0.9416273596275422,1.779509675328624,2.187850466376558,1.0469373644620834,1.3894668100797125,2.2853076481457486,1.6159080711246407,1.2646493449683907,1.534325311789258,1.21796070899085
0.48,0.931610890677903,1.7706916320330588,2.174464312860556,1.049375148371207,1.3857438539907263,2.272982971064639,1.6150171053445606,1.2583429181681556,1.5314034305633313,1.2143862840974302
0.5,0.9204615570279743,1.7601717905100929,2.158158900413555,1.0504504068321823,1.3725124717774042,2.2491875012440716,1.6064275317534396,1.247435103106129,1.5198011719922906,1.2086104677995368
