time,uav1_2_fused_error,uav1_3_fused_error,uav1_4_fused_error,uav1_5_fused_error,uav2_3_fused_error,uav2_4_fused_error,uav2_5_fused_error,uav3_4_fused_error,uav3_5_fused_error,uav4_5_fused_error
0.0,0.015054585434375047,0.025663910171256337,0.010732404446836555,0.017330742199771088,0.013938437195827514,0.004829316059041444,0.006103897705127265,0.014712483966833088,0.008953816320483211,0.005107131877119928
0.02,0.038840889659455584,0.07525001144543086,0.03154957238428981,0.04747143319023082,0.04214098962718303,0.008773187976272327,0.013820114231131912,0.04201492502448216,0.028377032216158955,0.014753272799843243
0.04,0.07053055313901223,0.14360597062457645,0.06123248603389892,0.08772404579439858,0.08107109871273924,0.013657537885230057,0.023292519298276824,0.07897091322910552,0.05539537285277753,0.027224879987095184
0.06,0.10868893430799711,0.22674736589127067,0.09790920676910565,0.13585136285644062,0.12754811928339854,0.020012004502282667,0.03491812067477311,0.1228540141230625,0.0886649937595414,0.04167453369937801
0.08,0.15197955186169348,0.32032261067238066,0.13988948181466462,0.19030672959299336,0.18055324237783207,0.027156406122743528,0.04818903414290857,0.1725072346412557,0.12659145863858456,0.05761235310316798
0.1,0.19864752900654395,0.4214721044585711,0.18566286223620043,0.24880353716688897,0.2378541428075833,0.035008729258281066,0.06153983003177686,0.22601512268091295,0.16766867033030441,0.0743973351437554
0.12,0.24759682807088226,0.526927620932558,0.23342902844749633,0.310373586304761,0.29779791464878597,0.043036709447869644,0.07540573816584208,0.2821914065117132,0.21160963095981478,0.09218534859417243
0.14,0.2961830185791991,0.634536707018054,0.28172168977317863,0.37232310459684737,0.35910393185030537,0.051845345865476226,0.08986946781390848,0.3388196756859467,0.25607491614818695,0.11006496641272454
0.16,0.3453098213579235,0.7425924416335867,0.32994405149504225,0.43414100786244886,0.42025289718778114,0.0604568665973948,0.10436168530144357,0.39421001119346283,0.29914547523334656,0.12795970296709325
0.18,0.3943705701677812,0.8493030306042864,0.37889578077937414,0.49587561946801495,0.4803191460907071,0.06904647268655233,0.11853826885428245,0.4471362011164251,0.3406525423539781,0.14651122700421346
0.2,0.44178475034632825,0.9519360473344772,0.42580563691481044,0.5558108780948086,0.5389060104970085,0.07743164716656699,0.1327012737890602,0.49771586732828055,0.37978096678137413,0.16437119487485966
0.22,0.4860363200573858,1.0488260340076718,0.46928762893613696,0.6117406417497128,0.5951643773885635,0.08549944662184636,0.14730808781973947,0.5438918352753027,0.41506350158157934,0.18255321922979276
0.24,0.5260433689508834,1.13813305259759,0.508535813119472,0.6637110613500719,0.6484215573563349,0.09328280070097919,0.16168053871656143,0.5853698767787714,0.4453781433554628,0.20049518371774938
0.26,0.5641534463730001,1.2211495935300651,0.545556616734142,0.7129123752501155,0.6974056038166782,0.10116023631103858,0.17584460720512848,0.6222060830681404,0.47155346580232776,0.2178888592650697
0.28,0.6007895348167017,1.2976008521618982,0.5806681851209254,0.7593391921459246,0.7427873194403946,0.1088673648101984,0.19094862501511592,0.6543812643468848,0.4949232683687993,0.23571300270764914
0.3,0.6331832723397676,1.3657680757283497,0.6119738472466013,0.8011102524489612,0.7846400060415728,0.11570367841649487,0.20612842212047705,0.6821013087789497,0.5131780134010231,0.2528654469553845
