time,uav1_2_fused_error,uav1_3_fused_error,uav2_3_fused_error
0.0,0.008881766342522033,0.021210497663263248,0.011913858846486198
0.02,0.018258319835314465,0.03980310508106012,0.022386514471945656
0.04,0.027391543933389762,0.05318990572816984,0.03213633266487877
0.06,0.028494522011229068,0.0632767939302687,0.04517536591544154
0.08,0.02924770769765523,0.07867409796077846,0.05498724133313446
0.1,0.040346784530277645,0.09697779945547935,0.06613233091730504
0.12,0.035363205534605195,0.10153807010762265,0.07974530486592316
0.14,0.02687506200678829,0.10415815728686595,0.08900471979773714
0.16,0.007923688618449536,0.09176515522997569,0.09465233438976435
0.18,0.017405725873242964,0.08337593591649924,0.09866669024208426
0.2,0.010087222843605154,0.09928682929215459,0.09670791867037959
0.22,0.0076705600510755785,0.12064825437805558,0.09425312501352814
0.24,0.005712110179676145,0.11539076434546355,0.09916561704995135
0.26,0.010195387548220804,0.11639100358632397,0.10206008644887236
0.28,0.009679079339152281,0.13383575044844692,0.10767066761906388
0.3,0.010256446068953014,0.12567467364558643,0.1089300012366742
0.32,0.02387363588410575,0.11399931048646746,0.10488032120260929
0.34,0.012310051272837045,0.12788578856520097,0.09983662489532721
0.36,0.02798696438908219,0.15931481431146224,0.09908077490096963
0.38,0.03132532886258931,0.14950297376520705,0.10332391308320102
0.4,0.05307613402637037,0.15936659233442005,0.09667206659856542
0.42,0.059802116730703486,0.15069086200359258,0.09444694677106817
0.44,0.06676424107861942,0.14403829317802322,0.08124981560644118
0.46,0.06337149260144767,0.13259133967263917,0.07561607283846455
0.48,0.05219740775129756,0.1213529440044498,0.06863501929001402
0.5,0.05030221878491972,0.11945574143794097,0.05634791389133475
0.52,0.050361049294292456,0.11583389729313687,0.05615931359567021
0.54,0.06455375004664056,0.1264680648247519,0.04798457147557944
0.56,0.07742699608699331,0.1245610247097257,0.0440599802190693
0.58,0.07521638560930394,0.1125129542491151,0.04178086680584307
0.6,0.06281648227397678,0.0938047254381419,0.045788245941552966
0.62,0.03028804897483418,0.054133485693442104,0.046114574967789076
0.64,0.024705497470572005,0.03851176598497808,0.0361789037163168
0.66,0.02879020694511913,0.03641290791612188,0.02257886065075527
0.68,0.03036180469727113,0.03323139717026874,0.019244664276349868
0.7000000000000001,0.05471198270161363,0.04619278443367071,0.018025525609364774
0.72,0.08972480389036287,0.06881197996950585,0.024018472001272263
0.74,0.09425148207334766,0.05894206848306254,0.03142784895726544
0.76,0.07866549564490755,0.0455618915085789,0.0400402431508639
0.78,0.06397595886048027,0.035911291796440516,0.03783588398099942
0.8,0.04923488381129902,0.024889464841982973,0.03653173351252062
0.8200000000000001,0.04784851707025919,0.03262297422665429,0.042112287746595936
0.84,0.04819433945998011,0.043826729897608954,0.03576420906506893
0.86,0.048473929031878214,0.049798965160268084,0.03126123151582323
0.88,0.04529990240204235,0.04414050809745037,0.031217555350600244
0.9,0.0457254831646407,0.041687998927531944,0.028246569996195244
0.92,0.04593518689855129,0.046988349103401265,0.021313664647526844
0.9400000000000001,0.04590951464928467,0.03540862108546521,0.020938970200370704
0.96,0.06563436081247723,0.017212514459188356,0.02071669406004808
0.98,0.07532486119151072,0.02719437653256421,0.023344945927797636
1.0,0.08522265073990133,0.04201835777500959,0.034464719287324794
1.02,0.09447107794156819,0.05978868175587099,0.03302924705657386
1.04,0.09580700362045881,0.06085678894307141,0.04106580305415136
1.06,0.08596726431699982,0.04957902406664433,0.047399830638719866
1.08,0.06868086156255032,0.03306415213894348,0.047474253530476344
1.1,0.061190116224881755,0.03615354310522554,0.04908082741253204
1.12,0.07006576170055932,0.05475451937799211,0.054337279969556264
1.1400000000000001,0.09112740643157576,0.08545491902086558,0.06747871992837035
1.16,0.09187918817505793,0.09394080413589335,0.0793547221025145
1.18,0.10162964758518567,0.10494438377010284,0.08529110253040466
1.2,0.10710793592997744,0.10907780823292264,0.09425006139993682
1.22,0.09779547608270195,0.09913356328886247,0.09767235048488651
1.24,0.09754907108447439,0.10429987706783285,0.09640673109663182
1.26,0.10514835710471102,0.11856890778477057,0.09089997421001227
1.28,0.11787114049401157,0.12845503567378294,0.08720417701047653
1.3,0.12989427290769867,0.13324230912334542,0.09116942754365141
1.32,0.14184379641445843,0.14270986858956192,0.09778995534325964
1.34,0.13296321306780606,0.135117102979692,0.10611157130546242
1.36,0.12736700806025816,0.12757245421764865,0.11117637277309779
1.3800000000000001,0.11373720868120382,0.11824805683725596,0.10744005228190058
1.4000000000000001,0.1138287396841421,0.12093464733317717,0.10200136518162903
1.42,0.12188261322446443,0.1384219354126503,0.11603789653152956
1.44,0.13361262910785038,0.1578815528446479,0.12173771174574288
1.46,0.13725732719190595,0.165321622601429,0.13328594282033507
1.48,0.12945772549584986,0.16181367289821913,0.13961612516948474
1.5,0.12192071999761887,0.16089931084495152,0.14204962369543714
1.52,0.12940027983977231,0.1681757426465953,0.1442056401621077
1.54,0.12673941337956438,0.16560081130859092,0.15139588409786411
1.56,0.12307258879975282,0.16462697250275019,0.16109148375944585
1.58,0.11916474173293466,0.16190881083025266,0.162958930434931
1.6,0.11286182121270062,0.15665454290306385,0.15819386469988989
1.62,0.12789694767791338,0.168712012948594,0.1474208252776141
1.6400000000000001,0.12293646809018761,0.15888516117585721,0.14486809492366481
1.6600000000000001,0.10966372597376829,0.1410704641875028,0.14616823642421772
1.68,0.10929298385744297,0.13892789477687556,0.1520708226910582
1.7,0.1039303716726464,0.1370442012622904,0.15738392434643003
1.72,0.09595078309391016,0.12532587580289675,0.15923218808218434
1.74,0.08635987855458256,0.11170225463839534,0.15592923872645836
1.76,0.07998112875891727,0.10097856302162106,0.1529875194833604
1.78,0.08167428554293905,0.10047045223328631,0.14538391732801262
1.8,0.07805746309157736,0.09829872841165717,0.14342404507439052
1.82,0.07542978938937522,0.08964185568984813,0.13787241213984605
1.84,0.07283012607141309,0.07934220829448865,0.13538905049398803
1.86,0.07156607238740498,0.07384642379417167,0.12677187496550268
1.8800000000000001,0.07547289391398787,0.06900736367134194,0.11522971331277776
1.9000000000000001,0.0758002644005346,0.06167040960870753,0.10976482384551768
1.92,0.0751957132794291,0.061878634613039614,0.10813856022293815
1.94,0.07582919905995919,0.06425220226562435,0.1024960541769712
1.96,0.07707377191699175,0.06517134727297669,0.09788104056409244
1.98,0.07672748280319795,0.06620201532664981,0.08962726586274132
2.0,0.07702503376366023,0.05965732384087329,0.08948406073622202
2.02,0.07969151123356472,0.04771803017879807,0.08712935928039485
2.04,0.08514649900952749,0.030295206715221075,0.08612656235606996
2.06,0.08758367427598769,0.02516476280465915,0.07807111694473358
2.08,0.08823729843350993,0.025165565820625315,0.06927565132011164
2.1,0.08900747257002471,0.025257478927750838,0.0698327730079514
2.12,0.08925744605031685,0.024966096953275303,0.0677477107396869
2.14,0.09011557614444417,0.024101036506473925,0.06758058399937725
2.16,0.09265017806574417,0.025484221180629145,0.06603691450576439
2.18,0.08723228467033935,0.02445341207488565,0.062269735050743104
2.2,0.08382096389656127,0.026703182892976244,0.05917919424399952
2.22,0.08156474216244847,0.0287617481117499,0.06055421989623663
2.24,0.07893671954443517,0.030119674476011948,0.06127721491872963
2.2600000000000002,0.07956013345892107,0.03313090725706705,0.06179309931668931
2.2800000000000002,0.07826941155457609,0.034772315546476015,0.06526609987356184
2.3000000000000003,0.0801486936024174,0.03423216186426615,0.0683180374284337
2.32,0.07842394929984031,0.03113573155856081,0.06728043570760292
2.34,0.0793158868244454,0.029782825634381463,0.06666969252778109
2.36,0.07939609648341814,0.029294752777983726,0.06802809228887904
2.38,0.07927811476639676,0.03206120903510243,0.06770754071655119
2.4,0.0791381580355341,0.041446146335224233,0.07358434285087583
2.42,0.07884463354412416,0.04315275584251439,0.07760551253964608
2.44,0.08305523904362305,0.04154228439758532,0.08445519673473216
2.46,0.08304438606901941,0.040615788480441194,0.08432518472008313
2.48,0.08475344703711439,0.04113430212705519,0.08184946862740358
2.5,0.08795567807622634,0.047125117078791794,0.07622835601203065
2.52,0.09334291090446419,0.050290857720038974,0.08042837463783081
2.54,0.09981343635301936,0.0557128831845926,0.08153559517191757
2.56,0.10515713635844325,0.0586403845887518,0.08545514258316715
2.58,0.10425313828542264,0.05980935864881407,0.08836644970136559
2.6,0.1027686342713817,0.06094085335261647,0.09170622537265345
2.62,0.10114232179638656,0.05891621885461646,0.09264892743140057
2.64,0.09649596396860433,0.05841764657701829,0.09515439681361904
2.66,0.09450466918905127,0.058963530647532174,0.09918497945620919
2.68,0.09334922467626383,0.059487920265512556,0.10226779604639347
2.7,0.0909988841324231,0.05953294436792761,0.10425849150791687
2.72,0.08835600568585525,0.059052492994314115,0.10255687993900914
2.74,0.0874048193140879,0.05873048924670886,0.09963867090334182
2.7600000000000002,0.08718894671528502,0.051757714806910236,0.09849493630573378
2.7800000000000002,0.08753423037837435,0.04558965720478565,0.0964460434774021
2.8000000000000003,0.08860731665740501,0.04390660528086691,0.09220394341937863
2.82,0.08860700578300226,0.03861537734953397,0.08804541247075896
2.84,0.08658117036158254,0.030922531194366176,0.08326095138944822
2.86,0.08571993189979331,0.024634767461863858,0.07945057903326892
2.88,0.0834262177684368,0.020806260217798904,0.0735376925203113
2.9,0.08315951638038276,0.019329843474994224,0.07643518839647606
2.92,0.08264902600500848,0.02165749214918044,0.07445791973145528
2.94,0.08400705783939118,0.020096697705797247,0.0724432969834887
2.96,0.08319446629617264,0.01706488845864405,0.07389729314801868
2.98,0.08444174415981066,0.015178739971467828,0.07749307493225203
3.0,0.08352108127006282,0.017408356031170236,0.07807699956990448
3.02,0.08225784402255203,0.016525476364386726,0.07786667692502672
3.04,0.08141536489483141,0.01617953062967066,0.07426198423743138
3.06,0.07980919735208751,0.013514801098585888,0.0733140655001141
3.08,0.07837767287305838,0.010795957392917886,0.07410527573550241
3.1,0.08113545720545366,0.012951510465163314,0.07565578236187448
3.12,0.08039890144757719,0.012867415730882315,0.07621731605395682
3.14,0.08229403071435737,0.009763468843090642,0.07538388100959498
3.16,0.08197954791685463,0.007934012119364413,0.07221659612331806
3.18,0.08366036890791535,0.008140487879744588,0.07225099041094284
3.2,0.08311270039072564,0.0076137109223063885,0.07467853213830608
3.22,0.08208523469335363,0.010047445607811385,0.07519650217042112
3.24,0.08459878342080837,0.0076474057905495255,0.07529614981729077
3.2600000000000002,0.08309705757277368,0.006920736672470282,0.07460145866698195
3.2800000000000002,0.08247606038049203,0.00944855128585894,0.07433006323179922
3.3000000000000003,0.07948908830627038,0.00931994423177033,0.07621472166208257
3.3200000000000003,0.08144501992580278,0.010568711303523859,0.07656613263498324
3.34,0.08094058706305729,0.015010936649535195,0.07905220606991886
3.36,0.07980072856208388,0.019303511126959425,0.07758234695335675
3.38,0.07721440467982515,0.01651078149744018,0.07502824100975278
3.4,0.07353801099735112,0.01690440865246005,0.07374906386069868
3.42,0.07305366684676246,0.014940703956647585,0.07685840218507706
3.44,0.07394751866740105,0.010550582281878974,0.07603043727935067
3.46,0.07136126526715436,0.010468902488664295,0.07663793419725022
3.48,0.07128102503799706,0.008828099521923575,0.07332204543991093
3.5,0.0720952800077602,0.007279644361824244,0.07884432540212036
3.52,0.07022555337174904,0.004705658573250384,0.08059380616800689
3.54,0.07355605381763168,0.0034529097363760115,0.08246496111565295
3.56,0.0685711695313968,0.008342974055900274,0.08329098747912482
3.58,0.06806742264558996,0.01226666968911126,0.0858381954236461
3.6,0.06932149518501934,0.01485619671945675,0.09203773589971992
3.62,0.07208136526907752,0.01866189580203973,0.09712109471174055
3.64,0.07511214731574929,0.018119976740007322,0.09440805519725151
3.66,0.07392557947882819,0.019315400351405755,0.09272302372602587
3.68,0.0744187762563243,0.024595984995285473,0.09249012245109463
3.7,0.07539771081760968,0.027041952042397375,0.09333442465418071
3.72,0.07160549125455642,0.02695467305116939,0.09548791279457003
3.74,0.07069916914691156,0.02862882027985815,0.09479983278294615
3.7600000000000002,0.07342498457273643,0.03129775680353646,0.09370455373915043
3.7800000000000002,0.07064603415727995,0.032702981894349434,0.08923550725060489
3.8000000000000003,0.06917958930460562,0.03360209107353849,0.09176742399527166
3.8200000000000003,0.06837644410930784,0.03437613159616084,0.09425095524032069
3.84,0.06655247275782313,0.03146745433539253,0.09587156512738398
3.86,0.0650557148480321,0.02699010658880544,0.09754006561428
3.88,0.06646786936457114,0.02522842721809509,0.09504331053358611
3.9,0.0664269099134026,0.02313577434512,0.09548333263346585
3.92,0.06471937884548921,0.01885124611297363,0.09401940339259374
3.94,0.06597801435455063,0.018353596170215702,0.09482330923985054
3.96,0.06493030264005571,0.020419054173124188,0.09652788914726558
3.98,0.06204413074824229,0.01970988958122716,0.09838237680218268
4.0,0.06395105306836538,0.020564300358420568,0.09508979580861608
4.0200000000000005,0.06756634181777528,0.017996622774723164,0.0954446580879008
4.04,0.07019501717203591,0.016285024041494844,0.09684458497029688
4.0600000000000005,0.06876637210195079,0.013393474588364918,0.09943335217336655
4.08,0.06886670032548993,0.010680821773547492,0.09901311899492725
4.1,0.06966041855630856,0.01255104102184428,0.09834297566885672
4.12,0.06729616651762341,0.014606544680165203,0.09589624372884027
4.14,0.06922432252023462,0.017691419124931024,0.0961052140487651
4.16,0.06828790061564693,0.01685633482924435,0.09292823059787766
4.18,0.06870818684899761,0.013465380098848807,0.09097648686922945
4.2,0.0695060415643921,0.010915141238721652,0.09098452270159908
4.22,0.07086160256862525,0.012835376307694882,0.08728471932504808
4.24,0.07081916898181911,0.0138577135088675,0.08883175784003003
4.26,0.07222891450383982,0.015811615522820507,0.08876069825171327
4.28,0.07159468171610081,0.020089113865608414,0.0848585087389385
4.3,0.07357623634037934,0.025522068940443173,0.08476903493561058
4.32,0.07486943825819577,0.028401749313883857,0.08477454936656925
4.34,0.07593418691690669,0.030711672429837848,0.0865963297040967
4.36,0.0821226190228688,0.03431263524410364,0.08781703643301582
4.38,0.07966092126933953,0.03532949381229573,0.09056496998226617
4.4,0.08132802798488026,0.0373063511407876,0.0918913857464515
4.42,0.08189929418136711,0.03744678302047157,0.09228525524706989
4.44,0.08342595011349013,0.03759985088423591,0.09172025502171739
4.46,0.08316272318533055,0.03525272704449971,0.09216511100098841
4.48,0.08146039961101977,0.03227551381023286,0.08992868120404386
4.5,0.08459049690353604,0.029680869759801956,0.09156765908004924
4.5200000000000005,0.0856714241882073,0.031012448575370152,0.09574585030393179
4.54,0.08432923948374274,0.02807857149912822,0.09379030993133901
4.5600000000000005,0.08525636390625244,0.024750125040976827,0.09271862291720823
4.58,0.08304893835767556,0.022615219003161668,0.09545372963639187
4.6000000000000005,0.0820692863844658,0.019994687665541015,0.0890870847584676
4.62,0.08086510695928446,0.01477468791905588,0.0891570578117292
4.64,0.08385568347718476,0.013354829851684992,0.08901700768122202
4.66,0.08123750147749033,0.010009044191821607,0.0896207274760708
4.68,0.08301809551097906,0.008081214729628595,0.08969969383995544
4.7,0.08548280104095188,0.007950138373135953,0.08774015198365967
4.72,0.08530431621510719,0.0050149943398086465,0.0866556905398242
4.74,0.08622512242222304,0.004825770928683842,0.08481686130285443
4.76,0.08734400655692151,0.0055254275866066065,0.08636195797922445
4.78,0.0857919447546199,0.008616814587153026,0.08830948833587512
4.8,0.08745553788638424,0.006550024812517526,0.0887766625230616
4.82,0.08899251113440604,0.008717772878238349,0.08683808097221198
4.84,0.09068548602528549,0.010741366969029555,0.08919651851448879
4.86,0.08868260929893819,0.01258742468434605,0.08729917610700212
4.88,0.08856533586455308,0.013584427283763181,0.09029293883989063
4.9,0.0907265494154672,0.012396734805072949,0.0879083945036427
4.92,0.08951218267260844,0.011032209110676929,0.08816815779975952
4.94,0.08761213919001339,0.010775376853768325,0.09066724783865375
4.96,0.08854175420659607,0.009805369995044314,0.0891480007137522
4.98,0.08888622966715629,0.011540723501471215,0.09025747129638918
5.0,0.09074595202514915,0.013354266560594196,0.08802467343798372
5.0200000000000005,0.08861902139413631,0.0153427303434203,0.08973756185762193
5.04,0.09103833313590526,0.01645885547014367,0.08877169036705278
5.0600000000000005,0.09204014581293835,0.01746465946764644,0.08595920353288561
5.08,0.09478120658042934,0.018062005271037927,0.08336561422221123
5.1000000000000005,0.09531541646115005,0.021006471398226045,0.0844590362019123
5.12,0.09400478124858044,0.020022434756997255,0.08625904639144148
5.14,0.09193525576581317,0.018482170181733572,0.08532014702687868
5.16,0.08775142821639607,0.017596424405074324,0.08452446856085502
5.18,0.09232044147143321,0.01913175334985281,0.08433836887736042
5.2,0.09219449778758772,0.017507410351414714,0.08418913807622573
5.22,0.09072253617796246,0.01831374019951571,0.08615906639740599
5.24,0.09131654898415997,0.018100289540445333,0.08576088400869826
5.26,0.09026169273891192,0.017243714447595444,0.08729276675848067
5.28,0.09060281008082136,0.016225031800616022,0.08754386224007149
5.3,0.09364799276409373,0.017811712789238227,0.0886814812012291
5.32,0.09627392919703352,0.01614039504845852,0.08472265382235528
5.34,0.09768610995461255,0.014998138300068992,0.08179299431828535
5.36,0.09803604305442451,0.015310716177512333,0.08283710311777524
5.38,0.09594698357726161,0.0188548807916821,0.08011479504934467
5.4,0.09798839934801369,0.01871575019277227,0.08031918659482398
5.42,0.098199361991482,0.015452331242320417,0.08044831088543365
5.44,0.10028099688658465,0.017312811860610434,0.08310543338972569
5.46,0.10028963086069966,0.017597586332748983,0.08704387722827353
5.48,0.1006512162426009,0.015037998149084157,0.0879491362023156
5.5,0.10083142163027128,0.017905717098886564,0.08350642585366835
5.5200000000000005,0.10096773936287978,0.015497216607063722,0.08632783854460988
5.54,0.09890340166354139,0.0141967917950294,0.0857951858828435
5.5600000000000005,0.09981354506836869,0.011888996524188788,0.08944566413472531
5.58,0.10028645401923543,0.011260677423002617,0.08742554380383297
5.6000000000000005,0.10006348739593404,0.012065259210665725,0.08848541472900234
5.62,0.10045838176768011,0.014856448461522922,0.08743025671156165
5.64,0.0981819212143067,0.017553829163271646,0.08994524084219033
5.66,0.10133495785528772,0.013789013754329177,0.09141632714087515
5.68,0.09832996453882308,0.01484962915749339,0.09069040859517208
5.7,0.09818858231224012,0.016687837110319022,0.09256394929582319
5.72,0.10144454636616251,0.017942153321540918,0.09190293773760959
5.74,0.10176713805430283,0.020678432394444394,0.09438029276301371
5.76,0.10302619565650739,0.023221042772485052,0.09509481306784387
5.78,0.10276596082230186,0.02237489397715455,0.09476574495700368
5.8,0.10458592243059951,0.02053065377511118,0.09380692174596006
5.82,0.10683211104516688,0.02307513303659556,0.0948989176178174
5.84,0.10660664869529385,0.02344356392371193,0.09824527824771606
5.86,0.10648551288014718,0.02420199076589823,0.1004857152535071
5.88,0.10506003434614888,0.02306465239579605,0.09827918411874874
5.9,0.10630604271536986,0.024294183700130586,0.09894669457862063
5.92,0.10596672567930086,0.025922703688896213,0.09906932106802771
5.94,0.10734583815506422,0.028490522091949425,0.10277146778996846
5.96,0.10927723825415321,0.030033890117007262,0.10153445797510147
5.98,0.10894963493183553,0.0298000119973203,0.10246632322078192
6.0,0.10959136398170517,0.027873468734071465,0.10254453044642707
6.0200000000000005,0.10710656126758501,0.025232951057630956,0.10105447231926887
6.04,0.10777143297896044,0.024806047363883126,0.1035388939700352
6.0600000000000005,0.10499620942714216,0.02234938274609888,0.10231127183111903
6.08,0.10683916981803279,0.019431359706464393,0.10289106625385859
6.1000000000000005,0.10863517345695847,0.01878696865058464,0.10426899975834572
6.12,0.11059424694173331,0.019937004916307684,0.10607825509523873
6.140000000000001,0.1117704332452907,0.020281588128835355,0.10749322165022465
6.16,0.1141042094813913,0.020991468579019398,0.1085539814963622
6.18,0.11092579680687789,0.020461544649689276,0.10658010968091469
6.2,0.11132791802179161,0.02239692736056467,0.10784583644364974
6.22,0.11380123765054977,0.02108432534756197,0.10586255181140901
6.24,0.11183102381326043,0.020509907676954986,0.10732818515663917
6.26,0.11353613569935946,0.02105504233868442,0.10648431148537973
6.28,0.11088714297591261,0.019207830100785604,0.10567645496035588
6.3,0.10978874554925144,0.01800903901144441,0.10896722009979509
6.32,0.11072711336980719,0.012910360575690226,0.10858336650559314
6.34,0.1102682105130186,0.010658842601166377,0.10882853895000537
6.36,0.10978622959930597,0.008475810291248408,0.1077451313132305
6.38,0.1072224071143423,0.009617431889328669,0.10573547983452794
6.4,0.10976140959100009,0.00845876574836879,0.10566932772110657
