time,uav1_2_fused_error,uav1_3_fused_error,uav1_4_fused_error,uav2_3_fused_error,uav2_4_fused_error,uav3_4_fused_error
0.0,0.010584266513818703,0.02096959571563684,0.00929123895966316,0.012460782799384083,0.0008909728631162483,0.011365616045004604
0.02,0.02951265479167496,0.0601218961020932,0.025745942329891015,0.03367171683960996,0.0019497182313091034,0.032825097284218015
0.04,0.05408619585489804,0.11286689444366299,0.048297059552084784,0.062170731452406876,0.003238819628584666,0.06207889400237363
0.06,0.08382050095305597,0.17474877254571655,0.07568308419049492,0.09604983469345185,0.00472163322507758,0.09604590791975305
0.08,0.1159497883265756,0.24336149365479526,0.10583505425156604,0.1330208082845447,0.0061550421758894466,0.1332362193834726
0.1,0.14999312079498955,0.31594860483064513,0.13703673248354403,0.17204008838618742,0.007371015958965236,0.1732915105684518
0.12,0.1853394394386078,0.38976435279532695,0.16956385470933902,0.2118258969491901,0.009424128970929747,0.21555505087850985
0.14,0.22005773370164128,0.46425851986181776,0.20212750101373086,0.25183905100704596,0.012421976832809508,0.26062391076069064
0.16,0.2538419021443155,0.5382924465338244,0.23309950458664647,0.2906609971617154,0.01667661052865747,0.30660844549351635
0.18,0.2866334767963525,0.610261721899476,0.2636360578430132,0.32799230970045956,0.02093905868788984,0.3519258817173096
0.2,0.3181596683421097,0.6791921512202685,0.2933283931436205,0.3634374892197569,0.027037148080329008,0.39498165271976904
0.22,0.3461512934402041,0.7444147890271681,0.32115452116240273,0.39700463689445575,0.03119215499580241,0.435191087652083
0.24,0.3734251990496359,0.8055467223678305,0.3473433150287762,0.4271785880940754,0.03597285769295976,0.46961785486186547
0.26,0.3980468277700927,0.8605672525857999,0.3709523780569106,0.453977026992309,0.04133205978717628,0.49742365639852304
0.28,0.4200384193245949,0.908927099692955,0.39186424954747134,0.4782625696722469,0.0456279840721154,0.5219153113709848
0.3,0.43934501860761077,0.9510878031551268,0.410405646407404,0.49939425605119137,0.04913420866657111,0.5419713408738875
0.32,0.45677031343543417,0.9875845407248975,0.427299285375053,0.5178099428955085,0.05000996472622604,0.557810555756643
0.34,0.4729761122473646,1.0184315069389773,0.44371011506850017,0.5343869359219121,0.0488053343188494,0.5729630072585149
0.36,0.48216162907346405,1.0403135968429646,0.4532069513372502,0.5479763689018683,0.047880587058143145,0.5845914926966569
0.38,0.4914298764573118,1.0597969625989616,0.4616467888533337,0.5575879367193946,0.04749338924069726,0.5984426752506233
0.4,0.49737145514391756,1.0752014225016828,0.46794961054071155,0.5634997701913237,0.04917330712433211,0.6129906772637103
0.42,0.5005469412441614,1.0860085356043558,0.4719477040987776,0.5677954904603206,0.05114678024253204,0.6233701976091827
0.44,0.5017658386748447,1.0920582078411467,0.4729593563884118,0.5692992983636141,0.054562085809304356,0.6340329375060186
0.46,0.4979971809179822,1.0921495717464507,0.46854083711819505,0.5686549698615113,0.05879310500482731,0.6418335057786296
0.48,0.4927790748646989,1.088436525852855,0.4623185019132932,0.565474903931377,0.0642754026312388,0.6506004927568849
0.5,0.484708343701517,1.079799862028312,0.4526052419908206,0.5609067759614612,0.07123415724966127,0.659057186948559
0.52,0.47246449970736304,1.0673261162559788,0.4396267161006889,0.5536327026346779,0.07872394044350091,0.6654838483708729
0.54,0.46025660295787174,1.053052969287278,0.42517488428417033,0.5437441110494836,0.08808046779522755,0.6692813762660511
0.56,0.44691484141405374,1.0360550027376871,0.4097044593094104,0.5321095687608463,0.09886008856324581,0.6722775981588258
0.58,0.4349102465752424,1.0187400088264273,0.394524998256239,0.5197302534737837,0.10931717657023175,0.6753346214231422
0.6,0.42554133502482644,1.002713779092046,0.3813573827851244,0.5068302611056239,0.11985561155915139,0.6801586573650946
0.62,0.4184033855425061,0.9875974373997849,0.36891998182843255,0.4950093485699481,0.12915166289682528,0.6839697229678864
0.64,0.41112584799026514,0.9721939849151627,0.35656300186286966,0.4851256425361904,0.13628109510888356,0.6874142884913857
0.66,0.40298452302023113,0.9562927011944647,0.34482363380722725,0.47617644485992183,0.14204443874391764,0.6895852879251257
0.68,0.3934255342049948,0.9401398167085283,0.33297415215638687,0.46924160396564685,0.14462794137703658,0.6871829820079662
0.7000000000000001,0.38658155219734086,0.9266137571570044,0.32554923664009167,0.46289686299212535,0.14492114767989456,0.6805051826140042
0.72,0.3815848588801832,0.9140163277011693,0.3199140020276387,0.4574552192804309,0.1425837853946644,0.6742504340482803
0.74,0.3759769526990062,0.9006948353439252,0.31514048791650323,0.45252170046155027,0.1395621758853798,0.6730586280126706
0.76,0.36269872390428876,0.880934478265386,0.30274244856699384,0.4472489311804392,0.13815740452192293,0.668423155201734
0.78,0.3463287138415475,0.8594078024342559,0.28794182166062343,0.4409088812597708,0.13749445478309183,0.6688838135671333
0.8,0.33325748678631534,0.8426759120296258,0.277516864507651,0.4327094241039431,0.138562031144018,0.670468067788933
0.8200000000000001,0.3217787637460852,0.829017957745602,0.26915095430149816,0.42373734523248574,0.14242387321074576,0.6707165346215299
0.84,0.3144161227211517,0.8183255078985261,0.26270347501038604,0.4170503764458418,0.14444902655062472,0.6631936972540458
0.86,0.309269341592134,0.8081058102688156,0.2579389334995394,0.4117852130214168,0.14375861419998068,0.651352064329219
0.88,0.3056146657837821,0.7982696232059768,0.2542627768266829,0.4067854846030526,0.1423757740844652,0.6380915080730828
0.9,0.30596242806165547,0.7918240071675319,0.25379228110829455,0.4029451791023935,0.13909292548038643,0.6284148161953225
0.92,0.3101219193205207,0.7884546421287391,0.25693919503178453,0.399878629672018,0.13546147540741266,0.6220934905858699
0.9400000000000001,0.31109337466990894,0.7829370173377255,0.25622070393018886,0.396914044769338,0.13249512965148916,0.6153419784820086
0.96,0.310990877425168,0.7769454328550229,0.25485238078438105,0.3929285075211718,0.1310242926648859,0.6081416320852544
0.98,0.30885381660296446,0.7690669808117775,0.2510566127954091,0.38765229043256044,0.13067091041598955,0.6023215891666933
1.0,0.30798122776417847,0.763180384535388,0.24902086051128122,0.3806661291341853,0.13230527012181809,0.5964730547018208
1.02,0.30938092073615453,0.7586246474422275,0.24917153797533348,0.37395454236128073,0.1338848044125588,0.5905638770440468
1.04,0.3095025465069036,0.7536462350263734,0.24901030468377575,0.3672073351884269,0.13561439550910323,0.5836513707858125
1.06,0.3096380356412709,0.7472474299821996,0.24806802912986528,0.36081774862088767,0.13687420030197336,0.5734059820838057
1.08,0.3098670819558058,0.7389816926843006,0.24681432305372633,0.3549954104714146,0.1367039907390022,0.5641815808837155
1.1,0.30615542173699956,0.7279081551674019,0.2412051523816445,0.349385275672636,0.13628158837071253,0.5521915096246462
1.12,0.3050525969430366,0.7195581393593458,0.23946740349340578,0.3441332507878494,0.13515184454715493,0.5438630567514492
1.1400000000000001,0.30641471917476526,0.712478853814852,0.24020854685162588,0.3400913693917518,0.13324436402114115,0.5360856469676674
1.16,0.30516060767644265,0.7044798834504304,0.23812796955665555,0.33706151776670484,0.13033855035977793,0.5272012418142623
1.18,0.30317230694556485,0.6959915657534466,0.23586479828384257,0.3355956031879194,0.12637177390360219,0.5197718760921544
1.2,0.29915126431824346,0.6862699655838999,0.23159438746283234,0.33440322496127717,0.12195255854037013,0.5106454988551694
1.22,0.2942514088024663,0.6756189895756306,0.22627279000552605,0.33182080382009227,0.11867848061116662,0.4997271812263618
1.24,0.29085474183551574,0.666803023038609,0.22171625808656684,0.3289170304746176,0.11575105541842214,0.48882169425936256
1.26,0.28993698587452327,0.6592571895374403,0.22029115944759062,0.32570401162603135,0.1129066626967502,0.4761824124313557
1.28,0.2888939386912697,0.6506484008697927,0.21893470474562465,0.3226880728370635,0.10876463600789131,0.46069101961884756
1.3,0.2865522217258389,0.6402391585854451,0.21729203888523513,0.31889632332407314,0.10478602421894385,0.4465088519890406
1.32,0.285983385517458,0.6310819166657277,0.21742864943622062,0.3138302234179309,0.10159227002732707,0.4333797465830449
1.34,0.2840989158623841,0.6210360146455078,0.2162486558034754,0.30825825378556837,0.09847058665957546,0.4193686082713457
1.36,0.2833481876113675,0.6119728703693927,0.21606775462955422,0.30246241137228097,0.0947369542533404,0.4051888124222356
1.3800000000000001,0.2840110007840432,0.6046171288976983,0.2172138469010024,0.297393777300312,0.09005941760962924,0.392626094509436
1.4000000000000001,0.28623474390539705,0.5987773796489392,0.22105801935085675,0.2939918462107456,0.08497308527289413,0.38184596634383894
1.42,0.2881534460670404,0.5937590272267603,0.22432775919678433,0.2911968966284647,0.07988548770532619,0.3719884249968122
1.44,0.2917639104929168,0.5913846324580192,0.22975414452512144,0.2886458782139019,0.0751204575763706,0.36294106933416037
1.46,0.2961920325098342,0.5896613261527212,0.2346093064880374,0.28677146626071975,0.07055752334391635,0.35316954227160596
1.48,0.30184252584543,0.5892569168466095,0.24060264624188665,0.286228029331577,0.06572753842046394,0.34656265973505695
1.5,0.30690946600671254,0.5896773205533031,0.24724720862467767,0.28652579547010343,0.06063834890513618,0.3397070526098698
1.52,0.31088311135518537,0.5896683101216543,0.25182360674150056,0.2874707032355673,0.056121570455244525,0.333838435179533
1.54,0.31349798813723156,0.5886578157817299,0.25534132855932795,0.28919306541077755,0.051804150629222216,0.32718949623635296
1.56,0.31492740863245394,0.5869030500159079,0.2579682198465356,0.2910828981774023,0.047260367624674546,0.3197725167072868
1.58,0.31563165165847973,0.5848259407324174,0.2604160654118506,0.2925575341468612,0.04246969809995907,0.31066926790452837
1.6,0.31574673255255137,0.5821553503004304,0.2629255769655291,0.29306188687601475,0.03885175968072772,0.299280460417587
1.62,0.3142638027721492,0.5780892839113438,0.26433159558721375,0.29195848378332895,0.035374749357442996,0.28830776745524045
1.6400000000000001,0.3121370846276857,0.5729157082443456,0.26501627482618517,0.289932728293072,0.03308010643690267,0.27746899138644393
1.6600000000000001,0.30904666590627317,0.5663304963116992,0.2648187227690004,0.2876157575739281,0.03154129167091028,0.26958112267127443
1.68,0.3049034967507553,0.558027125401063,0.26226544790492423,0.28512338091559736,0.030520985999806634,0.2623380232057942
1.7,0.3005720996367755,0.5487394822833884,0.25863517482888726,0.28186713721560475,0.02957675384941329,0.25574912958954554
1.72,0.2958452120825537,0.5395885292429062,0.2552750974544288,0.27748541870658716,0.029903963819781082,0.25015750301828427
1.74,0.2915339313269889,0.5309163878381487,0.25217851603473984,0.2728925792454065,0.031000726362387265,0.24453056683324206
