time,uav1_true_pos_x,uav2_true_pos_x,uav3_true_pos_x,uav4_true_pos_x,uav1_true_pos_y,uav2_true_pos_y,uav3_true_pos_y,uav4_true_pos_y
0.0,-20.0,10.0,20.0,-10.0,-20.0,-10.0,20.0,5.0
0.02,-19.99297984052876,9.97964841494432,19.97270058102896,-9.999390214877906,-19.991761214647514,-9.979817097071376,20.010899466638012,5.0006880357450845
0.04,-19.979028726844824,9.958957993450504,19.93819534124071,-9.998187654766122,-19.975409438162746,-9.959457132400948,20.012833420028336,5.0020522800222595
0.06,-19.9583272364253,9.937956517083956,19.896646811120558,-9.996405532780065,-19.951153106289055,-9.938900426353205,20.006007057683018,5.004097739205599
0.08,-19.931098915768544,9.916657677591388,19.848289199686008,-9.994062645323273,-19.919274562723075,-9.918146536511262,19.99070165833159,5.0067964607947495
0.1,-19.897628081790437,9.895090606400935,19.793422697079194,-9.991184702679734,-19.880096364654552,-9.897207673353616,19.967252300019815,5.010128274062409
0.12,-19.858233605860605,9.873278077939794,19.732372245834608,-9.987805702593196,-19.833982780408743,-9.87609266322882,19.936063283582058,5.014066124015198
0.14,-19.813248696179727,9.85123667265627,19.665514054284642,-9.98394092652816,-19.781331792504407,-9.854819410252292,19.897578718413698,5.01857829175807
0.16,-19.763044999295015,9.828982660363964,19.593221912124253,-9.979614968958863,-19.72257824584191,-9.833411045863969,19.852271385901975,5.02363904944621
0.18,-19.708012356032892,9.806548373311362,19.515898753628036,-9.974862514369578,-19.658166310601565,-9.81188468604724,19.800640370121535,5.029231577302753
0.2,-19.648557909289984,9.783953507759906,19.433955341691494,-9.969722025844524,-19.588553032486633,-9.790265279155477,19.743184117683143,5.035321435160112
0.22,-19.585110072824055,9.761233681935215,19.34781871128383,-9.964227978269989,-19.51419023269202,-9.768555501040243,19.680437953246074,5.041862264243917
0.24,-19.51808601211792,9.73840636385634,19.25791632169311,-9.958413807977506,-19.43552878069475,-9.746773923256393,19.612918616081622,5.048824721344056
0.26,-19.447892881860657,9.715514273811808,19.164657925933543,-9.952324076832213,-19.353028185607464,-9.724930004468325,19.54113834386756,5.056170757402436
0.28,-19.374935054205434,9.692572521170597,19.06844912870176,-9.946011453436286,-19.267146562628795,-9.703038429038562,19.46559877325458,5.063858652196674
0.3,-19.2995997126361,9.669608682516138,18.969685066505864,-9.93951386831308,-19.178326119732194,-9.68109684045652,19.386788156173502,5.0718523126519335
0.32,-19.22225670640444,9.646652783534176,18.868759103342512,-9.932883413723717,-19.086981301734408,-9.659115335079957,19.305177776395603,5.080121197141167
0.34,-19.143249652037984,9.62371423141999,18.766040418569034,-9.926136450317221,-18.993520558291724,-9.637103769789409,19.22121953911132,5.088636415814628
0.36,-19.0629312638273,9.600801854238892,18.66188238330153,-9.919301058041107,-18.89831848126102,-9.615075559479992,19.13533836615366,5.097373863605878
0.38,-18.981620768563353,9.577927349921634,18.556612804796202,-9.912406088050385,-18.801728007099705,-9.59304744648784,19.047939172373436,5.106316871357135
0.4,-18.899628718827113,9.55509092067923,18.450573269358003,-9.905493324409322,-18.704099772418413,-9.571023438738944,18.9593921979527,5.1154410811384725
0.42,-18.817250022589132,9.532299422441175,18.3440583244087,-9.898601199325723,-18.60573168640976,-9.54902261355815,18.870031969381568,5.124718123572316
0.44,-18.734726554987976,9.509570745237404,18.237323566897608,-9.891761513457723,-18.506911082019545,-9.527063496631522,18.78019384833603,5.134126092913747
0.46,-18.65227854158184,9.486915303844908,18.130625060112877,-9.885008335461253,-18.407927378527184,-9.505152973324709,18.690168792578874,5.1436456005276
0.48,-18.57011552837942,9.464344088299235,18.02420187116121,-9.878354555853335,-18.309018550596278,-9.483310240886825,18.600233632407416,5.15326402734216
0.5,-18.48842488382393,9.441857819367382,17.918273068590914,-9.871811688710295,-18.21038863541561,-9.461539948716249,18.51064227105714,5.162959986047536
0.52,-18.407377208023313,9.419461749039428,17.813022287392855,-9.865402502483215,-18.112250811390382,-9.439840188954454,18.42160914755274,5.172711844912274
