time,uav1_true_pos_x,uav2_true_pos_x,uav3_true_pos_x,uav1_true_pos_y,uav2_true_pos_y,uav3_true_pos_y
0.0,-20.0,10.0,20.0,-20.0,-10.0,20.0
0.02,-19.99245327725099,9.979915138798026,19.99246791391103,-19.99254616879468,-9.979965057880413,19.99243319132596
0.04,-19.977426097848138,9.959745356781871,19.97747904349929,-19.977699642133025,-9.959888105993123,19.977356718996774
0.06,-19.955058186793455,9.939491685343022,19.955154466111846,-19.95557890324536,-9.939769405494651,19.954919056605696
0.08,-19.92551900564077,9.919154788325313,19.925677120087354,-19.92635320321015,-9.919606257756488,19.925294590820194
0.1,-19.88903562173005,9.898748826183063,19.889264866070764,-19.890243629617963,-9.899403392419247,19.888704439197188
0.12,-19.845865993884438,9.878292258547148,19.846186812698225,-19.84748724966584,-9.879163462222898,19.845391398686804
0.14,-19.796284958438033,9.857796092089384,19.79672728959091,-19.798364966807227,-9.858895270437387,19.795633674877127
0.16,-19.740615123934976,9.837265439018898,19.74119611130726,-19.743184763407072,-9.838586473925602,19.73974807586646
0.18,-19.679190595067297,9.816710532843288,19.679921487680748,-19.682261624158393,-9.818243897321405,19.678069822940593
0.2,-19.61234064642296,9.796145615797608,19.613238541289384,-19.615947964929465,-9.797875532725048,19.610945889236987
0.22,-19.540417743280884,9.775590444029712,19.541494887021397,-19.544580112157288,-9.777486277135903,19.538720977627833
0.24,-19.463780236329814,9.755050992235047,19.465044879235116,-19.46849678776918,-9.757087538044212,19.46176580061625
0.26,-19.38278680060415,9.73452465675995,19.38423663345992,-19.388057307874643,-9.736693203847736,19.38044774862885
0.28,-19.297798112280237,9.71402164888941,19.299428820562763,-19.30360211583475,-9.716305786059523,19.29512800137572
0.3,-19.20916954679326,9.693550262930964,19.210964860219224,-19.215494607725685,-9.695926498976275,19.206180226008332
0.32,-19.117250118783303,9.673130706253366,19.11919149688579,-19.12407562350355,-9.675554125138222,19.11395897320386
0.34,-19.022387639542476,9.652771593947925,19.024450410567635,-19.029688762522657,-9.65521368920315,19.018794514845663
0.36,-18.92492547971074,9.632472681491597,18.92708263207771,-18.932663414166495,-9.63491927929899,18.921021799980434
0.38,-18.825205689151616,9.612246667653514,18.82740389855309,-18.83332264375348,-9.614661355237553,18.820972592903658
0.4,-18.72352617147735,9.59209954324935,18.725732162524956,-18.731972853429358,-9.594454987917334,18.718956911794894
0.42,-18.620191195712458,9.572032198024335,18.622363010213938,-18.62889880003234,-9.574305805196191,18.61528635621131
0.44,-18.515474304187173,9.552039090945575,18.517574388417135,-18.524366783796005,-9.554215767749481,18.510242318789373
0.46,-18.409651860126345,9.532126536072434,18.41162466203554,-18.418642777036226,-9.534192140236401,18.404102715137505
0.48,-18.30298322224873,9.512297517050337,18.3047760006445,-18.31199949950522,-9.514245009301346,18.29713380127626
0.5,-18.19570369502762,9.492554724889693,18.197257740940987,-18.20465430735329,-9.494379571889308,18.18958727429501
0.52,-18.08805285376295,9.472901001051648,18.089281942601183,-18.09683552710916,-9.474606475826757,18.081704079902583
0.54,-17.980256170836583,9.453351167233732,17.981061334312795,-17.98876541609563,-9.454936803649897,17.97369840503105
0.56,-17.87251892876936,9.433921870706108,17.872798639102356,-17.880632503747332,-9.435382108172748,17.86577751301459
0.58,-17.765039083859936,9.41463670005438,17.764677249855144,-17.77260429302813,-9.415942400600024,17.758121104876754
0.6,-17.657976981414404,9.395504800829169,17.656879579965157,-17.66485382715589,-9.396616952306768,17.65091369725047
0.62,-17.55149170379561,9.37653037188819,17.549562796056463,-17.557545381846626,-9.377412288678727,17.544320546163405
0.64,-17.445739267150174,9.357707231911673,17.4428628990895,-17.450826146526815,-9.358333365026414,17.438471486899473
0.66,-17.340848122536627,9.33904599666039,17.33690600600125,-17.34482444613952,-9.339377671405135,17.333505411125973
0.68,-17.236931689957306,9.320536667602282,17.231796920114675,-17.239652716548086,-9.320557664687596,17.229537535127594
0.7000000000000001,-17.13410797181398,9.302192844872833,17.127631028100726,-17.135400561878075,-9.301887668172139,17.12666387270095
0.72,-17.032486010625572,9.284007321798882,17.0244917735176,-17.03214701503536,-9.283368567404706,17.024975867603573
0.74,-16.932142289527725,9.265997715218916,16.922467276855023,-16.92997995520409,-9.264994308318677,16.924557659789503
0.76,-16.83314632436047,9.248164715175955,16.821626600057776,-16.828971331569793,-9.246763836881263,16.825477614741885
0.78,-16.735558897947133,9.23049679659976,16.7220397836593,-16.72918065719636,-9.228670199845041,16.727801410439973
0.8,-16.639432534276875,9.213001399132988,16.623754983994118,-16.630664254342364,-9.210722198431139,16.6315852267018
0.8200000000000001,-16.54480741203591,9.195671608004867,16.52682704072735,-16.533473171150682,-9.192926313527463,16.536873943703554
0.84,-16.45170882886222,9.178494257685465,16.431292125946293,-16.437649894672358,-9.175272207939749,16.443697930776903
0.86,-16.360174511430397,9.161471740495283,16.33719652295972,-16.343224716832104,-9.15775486264823,16.352081450812243
0.88,-16.270230045714154,9.144602737826302,16.244560001567184,-16.250225366259226,-9.14038747686335,16.26205819518106
0.9,-16.181888423806598,9.12788018879865,16.153409722866265,-16.158683534611818,-9.123177443663423,16.173639786359963
0.92,-16.095149556953697,9.11130810468649,16.06374259070896,-16.068608507407298,-9.10612254042313,16.08683453551977
0.9400000000000001,-16.010025342557636,9.09488387457175,15.975554839657102,-15.980019163278882,-9.089232454441978,16.00165815910153
0.96,-15.926527605980016,9.078606892721023,15.888854484362204,-15.892905772215705,-9.072516950468184,15.918120700921012
0.98,-15.844647034985943,9.06247919916204,15.803623152642952,-15.807265440243922,-9.055972112812668,15.836220808478128
1.0,-15.764367010078857,9.046501321992418,15.719853986709735,-15.723087174159453,-9.039601758116655,15.75595374856917
1.02,-15.685672923120812,9.030673244080033,15.637546983558181,-15.640364343407406,-9.023406821193193,15.677305807832756
