time,uav1_true_pos_x,uav2_true_pos_x,uav3_true_pos_x,uav4_true_pos_x,uav1_true_pos_y,uav2_true_pos_y,uav3_true_pos_y,uav4_true_pos_y
0.0,-20.0,10.0,20.0,-10.0,-20.0,-10.0,20.0,5.0
0.02,-19.992634102688886,9.980150317792672,19.991418468679747,-9.999013861200705,-19.9923118187204,-9.980143676595619,19.99217453972991,5.000247275085891
0.04,-19.97798919084732,9.960444065137263,19.974378320871,-9.99702774279176,-19.977029147305114,-9.960431104859008,19.976605960962775,5.000749479667318
0.06,-19.9562384336446,9.940873993642732,19.949080067868678,-9.994061355675045,-19.954315170255022,-9.940866025240867,19.953466429094444,5.001510701871185
0.08,-19.927631048714204,9.921435103701072,19.915791008150702,-9.990147425866656,-19.924410503623967,-9.921452827982076,19.9229985198904,5.002526312591322
0.1,-19.89244951658982,9.902143071714711,19.87483678868082,-9.985317355476043,-19.88759730226719,-9.902196339240412,19.885516908826354,5.003778115717693
0.12,-19.85103118652989,9.88297507010151,19.82660240556454,-9.979614842723223,-19.844217078701725,-9.883100386224204,19.841367914280543,5.005258413497544
0.14,-19.803748241846762,9.863933185037713,19.771494814032216,-9.973083640017553,-19.79465356438439,-9.864161820757928,19.79093255067877,5.006957444322558
0.16,-19.75098062017589,9.845010752450209,19.709941482477078,-9.965775878924477,-19.73930652434226,-9.845376918101794,19.734614180901087,5.008863302020114
0.18,-19.693124549374613,9.826189903703526,19.64242616195819,-9.957750296882224,-19.67859621549625,-9.826735253010353,19.67284284602448,5.0109819145717145
0.2,-19.630600698995377,9.807463417921163,19.569430861885696,-9.949078193570125,-19.612950660170224,-9.80824166120369,19.606063792947293,5.013297771371926
0.22,-19.56383105036035,9.788833185327952,19.491449892127036,-9.939811762207725,-19.54280722589018,-9.789907625901574,19.534727634177063,5.015795326262394
0.24,-19.493239594685587,9.7703039694385,19.40898101515614,-9.93000811704986,-19.46860939579083,-9.771720554990063,19.459300723660313,5.018464633501895
0.26,-19.4192514423508,9.751870987764397,19.322512742500262,-9.919729188556996,-19.390794459730966,-9.753684992963619,19.38023069116347,5.021292174625458
0.28,-19.342272298930435,9.733522459354822,19.232508200790935,-9.909048327144745,-19.309799362232674,-9.73579785814307,19.29795297656135,5.024262889486411
0.3,-19.262702570417993,9.715260427679528,19.139430803319534,-9.898014814538643,-19.226038973847146,-9.71806030231219,19.212890514304526,5.027367981881414
0.32,-19.180928649413747,9.697082478198084,19.043721555691437,-9.886694201171313,-19.139910132194263,-9.700466039181734,19.125476957023878,5.0306051712357265
0.34,-19.097320306791268,9.67898247067906,18.94582452147493,-9.875143100018814,-19.051790817797364,-9.6830211922707,19.03609912931962,5.03397336203761
0.36,-19.012230637861947,9.660986530073346,18.846153446819493,-9.863416963560685,-18.962033504764698,-9.665719927948636,18.94512127143597,5.037440528813802
0.38,-18.92598664244091,9.643105075397497,18.74509584113766,-9.851548888052292,-18.870977914164705,-9.648562197113565,18.852896747200678,5.040991866934607
0.4,-18.83890512999145,9.625319038052112,18.64301001041193,-9.839584912355793,-18.778953333890076,-9.631531387376922,18.759761087930528,5.044621796896125
0.42,-18.751279710350644,9.60762565883376,18.54023098637069,-9.827580393065736,-18.686245242414422,-9.614621218904375,18.66602962362147,5.0483333211639145
0.44,-18.663383206821887,9.590027190118922,18.43705543159276,-9.815577193919804,-18.593129830043893,-9.597830352961905,18.572006290017505,5.052124551111428
0.46,-18.575485837389284,9.572515587053983,18.33375693871543,-9.803600874665413,-18.499875818357246,-9.581157505735463,18.477959888336738,5.055993366725584
0.48,-18.487823591662362,9.555097806107058,18.23059969343028,-9.791697476395344,-18.406715213517415,-9.564595182573782,18.38413488044757,5.05992538876205
0.5,-18.400597196681492,9.537782784956287,18.12780917232563,-9.779901991949583,-18.31385340155383,-9.548143540851934,18.290742803576794,5.063894584274698
0.52,-18.313990776270536,9.520571595997863,18.025581769869117,-9.768234299698294,-18.221494043691795,-9.531804664605026,18.197982578697484,5.067882235346512
0.54,-18.2281693104386,9.50347507158246,17.924113483877964,-9.756734265175213,-18.129816496946063,-9.51557575978996,18.10601072371632,5.071881073395568
0.56,-18.14327380702324,9.486476897338667,17.823561370070937,-9.745411482605007,-18.038974442520818,-9.499460235792814,18.01498068186693,5.075891881261185
0.58,-18.05943360584947,9.469589112910734,17.72408524736857,-9.734266094916931,-17.94909575502213,-9.483452353017894,17.925054536109542,5.079928401566575
0.6,-17.976755360326447,9.452813177561248,17.625813493579514,-9.723308713973903,-17.860300538670295,-9.467576617206158,17.83635438869248,5.083983066081997
0.62,-17.895339143086645,9.436147850561783,17.52887138632461,-9.712551260336234,-17.7726931520984,-9.451839785271048,17.748988201495962,5.0880494733920685
0.64,-17.815262245635417,9.419585671381014,17.433342175745103,-9.702014239193362,-17.686331814466868,-9.436255026876552,17.663041693801667,5.092122877681529
0.66,-17.736585021073473,9.403120825664175,17.33930731794572,-9.691713007528186,-17.601283759598267,-9.420812640231482,17.578594839320143,5.096200235393028
0.68,-17.659350617420305,9.3867542164516,17.246817571649927,-9.681658764441847,-17.517603422059775,-9.405518129690106,17.495708284246597,5.10028746816811
0.7000000000000001,-17.583600702431237,9.370480957956419,17.155913197302365,-9.671856705975616,-17.435336025983126,-9.390363809749585,17.414421415792543,5.10438755453201
0.72,-17.509364048033547,9.354284765772146,17.066610732481134,-9.66231038443496,-17.354529983708513,-9.375332747107333,17.334761348486488,5.10849367773234
0.74,-17.436653507879683,9.338161991833704,16.97892714040253,-9.653016445801955,-17.27519601174211,-9.360422384356216,17.256749469642077,5.112600439569065
0.76,-17.365479043347317,9.322106332815412,16.892877956225533,-9.643959888928446,-17.19734171328611,-9.345636328121826,17.180380085322767,5.1167076338543485
0.78,-17.295850902870857,9.306111475312358,16.80845637628385,-9.635144627589739,-17.120973406651366,-9.330967000077111,17.10565254254342,5.120809959705728
0.8,-17.227759735051023,9.290186325597944,16.725663401039096,-9.626576775053792,-17.046089881806,-9.316411480039145,17.03257934573642,5.124908894276377
0.8200000000000001,-17.16117038546348,9.274320225197089,16.644486561733725,-9.618234781266722,-16.97267862362955,-9.301956664134556,16.961135240377747,5.128999511679445
0.84,-17.09607683660404,9.258537066125898,16.564891310179178,-9.610120038997648,-16.900714759406082,-9.287608453973036,16.89129506194559,5.133095681342477
0.86,-17.032458313662453,9.242827984231491,16.48682690049119,-9.602223832961485,-16.830170675715053,-9.273366226340027,16.823044265267175,5.137203967673613
0.88,-16.97028547357774,9.227192452695206,16.41025369485483,-9.594537228579448,-16.761021720573424,-9.259219998127197,16.756340095836876,5.141314401483425
0.9,-16.909524753203293,9.211633248355234,16.335144189721746,-9.587054587888487,-16.693238466447923,-9.245156851508039,16.691132246316084,5.1454098079986395
0.92,-16.850146147827626,9.196139025154194,16.261449558459834,-9.579780146890124,-16.626789469727303,-9.231177191817771,16.627380063813614,5.149491837444333
0.9400000000000001,-16.792113815134226,9.18071138687456,16.18913351876921,-9.57269981856353,-16.561630480524666,-9.217287262018026,16.56504496047967,5.153554214426533
0.96,-16.735372416297075,9.165353195825567,16.11814145196479,-9.565813577260975,-16.497702630288295,-9.203479854353548,16.504071787439127,5.157593861607554
0.98,-16.67988685110082,9.150067141904042,16.048433572500866,-9.559109744124987,-16.434957103114183,-9.189768186115145,16.444419223617498,5.1616133654965175
1.0,-16.62561015539505,9.134858507833039,15.97997865719809,-9.552598403574974,-16.37336198861809,-9.176148101071355,16.38602263969879,5.16561853418271
1.02,-16.572493898790885,9.11972009963426,15.912727326581553,-9.546272600407844,-16.31287931501135,-9.162620034292061,16.328830150220636,5.16961340371996
1.04,-16.520488274872417,9.104653389701259,15.84664448340957,-9.540111361130464,-16.253485252146252,-9.149175071942969,16.272804128300688,5.1736060713579635
1.06,-16.469541413203522,9.089664132696988,15.781689925017641,-9.534108740571174,-16.1951367102195,-9.135792794082947,16.217909159737008,5.177596586933036
1.08,-16.4196171736637,9.074744173222415,15.717811990151269,-9.528269304957602,-16.137794295234126,-9.12247839580232,16.164104952786392,5.18159117468537
1.1,-16.370665650801364,9.059897091897913,15.654969658179528,-9.522601122221955,-16.081410112950532,-9.109228589411941,16.11133851881761,5.185592495144677
