time,uav1_true_pos_x,uav2_true_pos_x,uav3_true_pos_x,uav4_true_pos_x,uav1_true_pos_y,uav2_true_pos_y,uav3_true_pos_y,uav4_true_pos_y
0.0,-20.0,10.0,20.0,-10.0,-20.0,-10.0,20.0,5.0
0.02,-19.993119196885885,9.97976118700365,19.972648570785864,-9.999400130106135,-19.99194281951383,-9.979780939514816,20.01092699151849,5.000765788466939
0.04,-19.979438515842492,9.959288852903558,19.93804532602807,-9.998200622164019,-19.97591691164032,-9.959356648591047,20.012884204557476,5.00226484080404
0.06,-19.95909486153767,9.938578220022581,19.896386952023004,-9.99641082258999,-19.952101199511283,-9.938742530693716,20.00606741956605,5.004470565369802
0.08,-19.932303576724983,9.917645939409622,19.847918446699172,-9.994055396558386,-19.92072911291204,-9.91793729111334,19.99076447197568,5.007352179029792
0.1,-19.899337794599674,9.896510771611826,19.792918801200464,-9.991159168106536,-19.88209498481006,-9.896952191741967,19.967340230362424,5.010894145590664
0.12,-19.860508243427,9.875176882914518,19.731714756173886,-9.987752217345578,-19.83656084770721,-9.875802488992504,19.93620101592617,5.015067570793328
0.14,-19.81615278601133,9.853655537190479,19.664679635978274,-9.98386019762299,-19.78451411850185,-9.854494115003591,19.897781057531738,5.019838382799348
0.16,-19.766635496394922,9.831960177253501,19.592212514921176,-9.979535014544325,-19.72636655322551,-9.833039924475198,19.852545255816494,5.02517209706227
0.18,-19.712336339817668,9.810091135668637,19.51471850749499,-9.974809999799387,-19.662540749086574,-9.811454969707361,19.80097967391501,5.031036474900311
0.2,-19.653657790913915,9.788075992913873,19.432596430131206,-9.969729460859737,-19.593502688619772,-9.78975650421416,19.743587083291352,5.0373854041983925
0.22,-19.59100917826822,9.76592338941699,19.346278470747983,-9.964334238656892,-19.519707498729044,-9.767943838331604,19.68088203927426,5.044178418777437
0.24,-19.524788952254436,9.743651973852296,19.256199386473845,-9.958673379928456,-19.441619146952462,-9.746021665259729,19.61338988203684,5.051383207650171
0.26,-19.455394623984052,9.721298913248933,19.162758772776392,-9.952774394026866,-19.359688554978533,-9.724013454879087,19.541611690593747,5.058964818451197
0.28,-19.383220090231017,9.698867932657224,19.06636889706866,-9.946676981795747,-19.274358887083764,-9.701947526682623,19.46605023804434,5.066866599157426
0.3,-19.308660670121892,9.676357419717393,18.967429063446623,-9.940413889277835,-19.186062493292884,-9.679839468780184,19.387190191673806,5.075044460405927
0.32,-19.23209461707129,9.653769580648605,18.866314145368726,-9.934006824787048,-19.095226806293812,-9.657705969141084,19.305508305484974,5.083469330876255
0.34,-19.15387596050295,9.631113719621752,18.76340202178779,-9.927490581194995,-19.002246775496747,-9.63556605539358,19.22145001205987,5.092103763468224
0.36,-19.074336539983566,9.60841284866451,18.659047452178385,-9.920902542252781,-18.907498145664725,-9.613442988091798,19.135446215750875,5.10090181167018
0.38,-18.993791225058786,9.58568184349454,18.553601739103552,-9.914271117303732,-18.811330363016015,-9.591330713482192,19.04789808665225,5.1098386536861415
