time,uav1_true_pos_x,uav2_true_pos_x,uav3_true_pos_x,uav4_true_pos_x,uav5_true_pos_x,uav1_true_pos_y,uav2_true_pos_y,uav3_true_pos_y,uav4_true_pos_y,uav5_true_pos_y
0.0,-15.0,-5.0,30.0,45.0,10.0,-20.0,5.0,10.0,-25.0,-40.0
0.02,-14.983374751153093,-5.007891334157007,29.971713875377716,44.97776549995073,10.00170392115026,-19.996290643631085,5.009382295635605,10.005691803079612,-24.99226423702899,-39.98664795309677
0.04,-14.950387340422116,-5.00384046766,29.935263574370737,44.9336215146308,10.005080297207558,-19.988932775639253,5.0083013074457305,9.997281049559016,-24.976906738314092,-39.960135076599414
0.06,-14.901492252873297,-4.98817700853048,29.89088705901301,44.868182680692065,10.010063122338678,-19.978026502076425,4.997052673270765,9.975151653037912,-24.954132264280197,-39.92081243620444
0.08,-14.83734733008653,-4.961359259203235,29.838923429146988,44.78231305256416,10.016578371192198,-19.963734449499476,4.976041171780928,9.93987455499711,-24.924209496465053,-39.86917456923752
0.1,-14.75875251280555,-4.923941133526069,29.77978399367398,44.67707233842034,10.02454115649719,-19.946241897841197,4.945780596307235,9.892122553031884,-24.887508403296707,-39.805846819436084
0.12,-14.666630182292863,-4.876582942025059,29.713947207871193,44.55369065795265,10.033846671576852,-19.92574173327738,4.906862866557915,9.832679273495035,-24.844458349687777,-39.73156980823557
0.14,-14.561974957022038,-4.8200184262806145,29.641928269166968,44.41350145096471,10.044375327554334,-19.902459346957023,4.859936651890437,9.762405338019542,-24.795519036079998,-39.64715120976978
0.16,-14.445892478378239,-4.755015191279809,29.564280224068945,44.257937678393,10.056012854124315,-19.87664054383776,4.805679053866272,9.68220952187234,-24.74118715901858,-39.55344567059339
0.18,-14.319517895129044,-4.682362727642751,29.481555249359246,44.08850105737637,10.068645129998577,-19.84852274063346,4.7447774752643435,9.593044342185477,-24.6819781559144,-39.45134634486087
0.2,-14.18400206272803,-4.602902847674963,29.394335649999746,43.90673621983282,10.082129203788526,-19.818347994886583,4.677948867516406,9.49587046000807,-24.618435251785638,-39.34175710725762
0.22,-14.040498264637323,-4.517468317615207,29.303188675497534,43.71417672384044,10.096356595170125,-19.786366785975698,4.605904722723445,9.391662796067461,-24.55107808213008,-39.22557134543609
0.24,-13.89015351336563,-4.42687906513239,29.20870328464826,43.51233885907286,10.11122000296641,-19.752813139079592,4.529361567948474,9.281391104095741,-24.48044631489336,-39.10369693376276
0.26,-13.734094268064428,-4.331929334060117,29.111448300619372,43.30274122857416,10.126611382088923,-19.717927125608846,4.449024489569539,9.165980548248065,-24.407063944812595,-38.97703101766927
0.28,-13.573417979078682,-4.233376169633209,29.01198216386995,43.08683390737993,10.142416146757787,-19.68194180988701,4.365574937607892,9.04633738611274,-24.331414838869247,-38.84642589903411
0.3,-13.409195810299577,-4.1319769753992786,28.91083565278587,42.866005941592185,10.158540074290999,-19.645070130104536,4.279640251583634,8.923319243011562,-24.25398319866078,-38.712694740521236
0.32,-13.242424962358326,-4.028435945677156,28.8084966396528,42.6415850068949,10.17485553461343,-19.60752472995778,4.191847541739035,8.797740959825608,-24.175218987901456,-38.57660000032728
0.34,-13.074038813737506,-3.9234146004576416,28.70542848801385,42.414830840878885,10.191257900215774,-19.56948879152249,4.10276516887858,8.670385493950803,-24.095547144544362,-38.43887430503789
0.36,-12.904909335366344,-3.817538131812766,28.60207128053376,42.186904300234815,10.207639721134536,-19.5311431039032,4.012923395137527,8.541965385001085,-24.01536931581463,-38.30018994721766
0.38,-12.735844795710857,-3.71139532477156,28.498825476001315,41.95886483202098,10.223914116531136,-19.492662047005574,3.922807259539584,8.413157769504446,-23.935057385396078,-38.16117398939999
0.4,-12.567568256398255,-3.6055041863019976,28.396048184075752,41.731701111408796,10.239997913710255,-19.454190041849674,3.832881715569062,8.284564917159306,-23.854937128506055,-38.02238100591165
0.42,-12.400750851845906,-3.5003359281321016,28.294057817514513,41.50627922009021,10.255814887956808,-19.41586162017642,3.743555881041136,8.15673447226223,-23.77531225977191,-37.88431599915811
0.44,-12.235986623435007,-3.3962962588941346,28.19314410859459,41.2833798745921,10.27130847265842,-19.3777923259213,3.655174832067103,8.030117451932414,-23.69645057777327,-37.74744581528971
0.46,-12.07379063413386,-3.293753324285153,28.093561365902712,41.06369883137763,10.286423552827284,-19.340092267326686,3.5680526274243842,7.905154904719459,-23.618588214744566,-37.61214486992867
0.48,-11.914596204926847,-3.193035200470305,27.995523846017363,40.84782193814245,10.301114595434102,-19.302839546472132,3.4824401760383012,7.78223209509266,-23.541932950351047,-37.478747277033186
0.5,-11.758763467596744,-3.0944203059854596,27.899227292530135,40.6362359496671,10.315351566782992,-19.266115715795035,3.3985689857318215,7.661668615181658,-23.466667715035914,-37.34755187570276
0.52,-11.606603187992748,-2.998138385414422,27.80482794618886,40.42934180141803,10.329112218771247,-19.229995846255893,3.316632755596519,7.543741234538918,-23.39292963304742,-37.218812621138284
0.54,-11.458359756870841,-2.9043588081636886,27.712447239479896,40.22746479850395,10.342385656768304,-19.194524967813024,3.236783408982829,7.428650894754939,-23.320829900810143,-37.09272347555999
0.56,-11.314206591698683,-2.8132248940880467,27.62219227286516,40.03085569967109,10.355153831698981,-19.15972907857018,3.15914667095598,7.316559694744459,-23.25046825597632,-36.96942828862013
0.58,-11.174266920691629,-2.7248260841878253,27.534124002345077,39.83966910520372,10.367399897225337,-19.125650576138938,3.083796490289374,7.207593171171587,-23.181898616060572,-36.84903371147528
0.6,-11.038602577095553,-2.6392398945160815,27.44829183050168,39.654005146588176,10.379121570473048,-19.09231999390538,3.0107980425764533,7.10184773660122,-23.115184443795076,-36.73161729043855
0.62,-10.90726085030013,-2.556492156575147,27.36472091409732,39.47392041815246,10.39032148917965,-19.059731445289135,2.9401758019257906,6.9993691135190765,-23.050356165271193,-36.617221759666435
0.64,-10.780232496906802,-2.4765867378954725,27.283408317241417,39.29940867482649,10.400986862324343,-19.027906226377027,2.871938272252092,6.900175572934001,-22.98741979870562,-36.5058593854887
0.66,-10.657471982566083,-2.3994952666477842,27.204333782480646,39.13042281426432,10.411121692568967,-18.996833606165147,2.8060603518607383,6.804261032366155,-22.92635628319718,-36.39751956022455
0.68,-10.538909217231355,-2.3251994774354983,27.127440285983376,38.96687418352637,10.420729308074646,-18.9664997732659,2.7424950913334425,6.71157861707562,-22.86712670995671,-36.29216223971517
0.7000000000000001,-10.42445704019624,-2.2536434486850547,27.052665806958526,38.80864505206585,10.429834782675023,-18.93689925191871,2.681181048149506,6.622047971910381,-22.809669848040464,-36.18973364342671
0.72,-10.313991221268795,-2.1847611655625205,26.97995134769723,38.65558283429773,10.438452354516723,-18.908019990760287,2.6220715541115847,6.535587482428053,-22.753921115174087,-36.09015838527178
0.74,-10.207362287842127,-2.1184533100031677,26.90922397370509,38.50751164629659,10.446586608383821,-18.879821475907164,2.5651029084081913,6.452094558416405,-22.69983912559485,-35.99334659629399
0.76,-10.1044317633152,-2.0546201616690505,26.840434805156388,38.364238741623296,10.454253307016595,-18.852289849723416,2.5101974385385626,6.371453485686852,-22.647374556476414,-35.899193485678126
0.78,-10.005040707992658,-1.9931676456413976,26.773495434840367,38.225566842108584,10.461454437252874,-18.825405587923157,2.4572517513233945,6.293546932450619,-22.596439607176027,-35.807571516419756
0.8,-9.90900636016017,-1.9339912688988035,26.70832480839035,38.09126287272549,10.46822520053983,-18.799145100167813,2.4061876072967934,6.2182687201476945,-22.546941490297478,-35.71838136576101
0.8200000000000001,-9.81617944462403,-1.8769576537046033,26.644835839197157,37.96110390877926,10.474599018999557,-18.773493057131233,2.3569076918929355,6.14548523271645,-22.498788674145803,-35.63149919254572
0.84,-9.726399586728444,-1.8219454343435595,26.58293511382764,37.83483507520032,10.480603128601503,-18.74841775747435,2.3093049312129397,6.075061172295217,-22.451893175289115,-35.54682043963891
0.86,-9.63950722353384,-1.7688466509840561,26.522545795407694,37.71225016461196,10.486266144791774,-18.723889288840905,2.26327630411468,6.006858914187882,-22.40617175131217,-35.464234608675696
0.88,-9.555340492746259,-1.7175327403398146,26.463570026212164,37.59311514498573,10.491604310653893,-18.699885409517254,2.218752447794755,5.940730027734884,-22.36155057559457,-35.383615845595116
0.9,-9.473712238547215,-1.667882762620927,26.405919324763264,37.47720695825086,10.496624289002874,-18.676357596010003,2.1756333010661115,5.8765600053698845,-22.317960803849697,-35.30484991009924
0.92,-9.394464120822235,-1.619756949218758,26.34952187228699,37.364303390702666,10.501338787374339,-18.65327009929564,2.1338108443690116,5.814224250475505,-22.275340938831004,-35.22781493278673
0.9400000000000001,-9.317449488819669,-1.5730441085315907,26.29431220137784,37.25417584798517,10.505753719289089,-18.630579748370575,2.093190391953086,5.753580242173119,-22.23361781650276,-35.152391214104085
0.96,-9.242508205092278,-1.52765364974063,26.24021347630553,37.14662479946469,10.509881835246068,-18.608256471414993,2.053685430251659,5.694504783606042,-22.192726997226917,-35.07847669334295
0.98,-9.169472068525508,-1.4834860839931472,26.18716040558048,37.04146561355051,10.513734941698397,-18.58625672947139,2.015213219492231,5.636885482733533,-22.15259685395219,-35.005983779831304
1.0,-9.098227365823607,-1.4404495830733859,26.135087317288036,36.938524217627645,10.517328438668397,-18.56455998011768,1.977699200309472,5.580595901297265,-22.113150387668057,-34.93481222445937
1.02,-9.028656806238311,-1.3984659814701106,26.08391729776808,36.83764483213336,10.520676099973329,-18.54314761567066,1.9410729622862168,5.525539478840182,-22.074340393854353,-34.86488443575963
1.04,-8.960647521669106,-1.357449460450471,26.03358868174871,36.73867336445382,10.52380244331444,-18.52200372734748,1.9052690686697453,5.471628292373884,-22.036112936149525,-34.79610857488453
1.06,-8.894096416898153,-1.3173230921269814,25.98404246903809,36.64145003076914,10.526700866383663,-18.501108051241207,1.870224293673125,5.418765506729426,-21.998443042150864,-34.72840243574071
1.08,-8.828888863963375,-1.278011908170958,25.93521151196864,36.54586159591765,10.529389807932619,-18.48044061315333,1.8358872431567006,5.366854778470348,-21.961286527312094,-34.66168114779829
1.1,-8.764925944993907,-1.2394545927959228,25.887038906504255,36.451770099881415,10.531890406907994,-18.459983187279995,1.802210356482002,5.315824696974975,-21.92460045187356,-34.59586210344647
1.12,-8.702108618984154,-1.2015737698897935,25.839495194904384,36.35906835111728,10.5342083945181,-18.439725491649426,1.7691395223457436,5.265622350345176,-21.888353064468667,-34.53088375155913
1.1400000000000001,-8.640344716002499,-1.1643260805645967,25.792529640196868,36.26766720871494,10.536356094283416,-18.419653262553354,1.7366420599729717,5.2162053083193305,-21.852512083883774,-34.466692120887195
1.16,-8.579567822192265,-1.12768244731867,25.746098157762475,36.1774748912811,10.538355050945155,-18.399752498708768,1.704683508702204,5.167516415827036,-21.81706942858869,-34.403237118314976
1.18,-8.519731343237956,-1.0915934293462703,25.70016388665803,36.08841559279179,10.540213213965158,-18.380011704159973,1.6732223540664748,5.119525148344842,-21.782010200313703,-34.34045756573388
1.2,-8.460769330536117,-1.0560342387092312,25.654707883315606,36.000416069084004,10.54194046155837,-18.36042830112463,1.6422421326680752,5.07219553010831,-21.747327130001548,-34.278308335109806
1.22,-8.402641733811114,-1.020965026032501,25.609698587193645,35.9134201689113,10.543560518247817,-18.340989712939813,1.6117299325399794,5.025484610424083,-21.712995020842282,-34.21675816559287
1.24,-8.345307607420317,-0.9863653064962763,25.56512891727624,35.827384022455206,10.545094588188157,-18.32167808632688,1.581654927255302,4.9793494550141055,-21.678989072278938,-34.155783066587844
1.26,-8.288737676409406,-0.9522109464712833,25.520968461813055,35.74226513904842,10.546530645356427,-18.302483922632394,1.551977228184023,4.933766134139267,-21.645281610652138,-34.09535361835349
1.28,-8.232898350523428,-0.9184943082810734,25.47719988662419,35.658012335644194,10.54788112819609,-18.283393392264077,1.5226713630795863,4.888694010533761,-21.61186365023106,-34.03544347655763
1.3,-8.177759871329899,-0.8852024573162223,25.433801761176515,35.57460239715958,10.549143315630243,-18.264389280873562,1.4937342748525815,4.844103703151304,-21.57872554186403,-33.976060345782024
1.32,-8.123295409871622,-0.8523218278386657,25.390732015272217,35.49199577664715,10.55031587715088,-18.24547229843391,1.4651505824216806,4.799995580017068,-21.54584065728686,-33.91718879647044
1.34,-8.069472149436944,-0.8198480272779731,25.347981754840667,35.41017200750631,10.551414527623038,-18.226633790360566,1.4369036250376745,4.756360411427304,-21.513200623155168,-33.85881544079451
1.36,-8.01625757068319,-0.7877617909696082,25.30555672964818,35.32912743525191,10.55244115589592,-18.20787316718638,1.40896828983353,4.713195114270762,-21.480803468776802,-33.80091764460043
1.3800000000000001,-7.96364911177422,-0.7560404753214278,25.26346253402971,35.248872368629186,10.553393462437032,-18.189193093198384,1.3813453612215327,4.670488395883752,-21.44864563587205,-33.74349784960354
1.4000000000000001,-7.911640297477621,-0.7246824591307464,25.2216836162096,35.16939025407779,10.554261197520573,-18.17059476468772,1.3540366837674085,4.62824494589329,-21.41670257229801,-33.68654848957184
1.42,-7.8602226921831235,-0.6936870348110987,25.180222757796834,35.090645544278296,10.555028506155326,-18.15208163523787,1.3270521857581996,4.586437609069559,-21.384971155748058,-33.63005493219553
1.44,-7.809378497855231,-0.6630527586977607,25.13907226100704,35.01262050670533,10.555714561042342,-18.133643635681217,1.3003829040229111,4.545061368456884,-21.353445054874864,-33.57400672054503
1.46,-7.7591101820538455,-0.632784161688678,25.098232729485467,34.935290341591255,10.556318140909038,-18.115281232609345,1.274017611733266,4.5041173247804505,-21.322137655032556,-33.518412062684476
1.48,-7.709415044878273,-0.6028791893992526,25.057701954218082,34.858654828550065,10.556841715175642,-18.097013990615707,1.2479410602404681,4.4636364710813785,-21.291050743074816,-33.463254401124225
1.5,-7.66027955596388,-0.5733330238649573,25.017487819601637,34.78272678502843,10.557307756112781,-18.07884320523594,1.22217304002911,4.42361381615888,-21.260193240051528,-33.4085317597865
1.52,-7.611685666148416,-0.5441488819581985,24.977596331441234,34.7074980644102,10.557719076165498,-18.06077146175294,1.1967310665932014,4.384046475651203,-21.229558297000406,-33.35422571565519
1.54,-7.563615169171191,-0.5153132431521839,24.938036253309424,34.632961463267854,10.558079902306563,-18.042793702811245,1.171615330211457,4.34494055288501,-21.19915349173323,-33.30031448942363
1.56,-7.516068552694618,-0.4868413767215561,24.898802170677296,34.559082574237294,10.558395435165668,-18.02492082364927,1.1468110986203868,4.3062802464867085,-21.16897026875997,-33.246820532090354
1.58,-7.469046632189696,-0.4587467055481905,24.859914399301946,34.485860749173455,10.558680967394677,-18.007159329829683,1.1223147835019394,4.268061262990724,-21.139020544665605,-33.193731319250844
1.6,-7.422529874208937,-0.4310445524016062,24.82135711243058,34.41329472284979,10.558932566147586,-17.98951447562123,1.0981388341138298,4.230294099244134,-21.109289479648563,-33.14103798549034
