time,rel_vel_1_2,rel_vel_1_3,rel_vel_2_3
0.0,1.5183125042600691,1.0675491070425023,1.5165511935989728
0.02,1.780466898185375,2.1253727274226892,1.7762205217391334
0.04,2.1354132668512347,3.163722410372817,2.131369735032704
0.06,2.5363593023902125,4.176142686124268,2.532237599045477
0.08,2.955943236265687,5.157088252959881,2.9517697320937377
0.1,3.3784641846744634,6.1022498879683065,3.3746033862334746
0.12,3.792680333949215,7.006015109283666,3.790404477356665
0.14,4.194936891740005,7.867237072825476,4.192759675280951
0.16,4.579576342466161,8.680792601254767,4.576727500070092
0.18,4.94438036230204,9.446791427685856,4.941784350649695
0.2,5.287776853063422,10.163780402916325,5.286378115006014
0.22,5.609025097443083,10.83063767781627,5.608230701231878
0.24,5.906896921162581,11.44660944396989,5.906250743617035
0.26,6.180789103598549,12.012413298595334,6.1813826102751355
0.28,6.431373133453749,12.528483067552528,6.432605128485314
0.3,6.657759840938598,12.995428175826008,6.660723536424072
0.32,6.860345577830965,13.414144625761063,6.866008708043924
0.34,7.040215864978469,13.785583123802772,7.047952485949237
0.36,7.197585940053235,14.110957837477292,7.207338468928482
0.38,7.334330587231921,14.393281693832048,7.345073600220354
0.4,7.45124996740322,14.633715552095067,7.461555724279644
0.42,7.548934881303083,14.833122660155075,7.55697296085168
0.44,7.627186532242646,14.993325092273174,7.63295423475994
0.46,7.687844703781715,15.11771655043059,7.691389911829868
0.48,7.731604332502599,15.20835912000924,7.733332479660748
0.5,7.7593638882233105,15.266912945220689,7.759601109766318
0.52,7.771682833900562,15.294954235359555,7.770781194310309
0.54,7.770007783266498,15.29400930393409,7.767420320080408
0.56,7.7546513995568835,15.267046059210555,7.7519373716736375
0.58,7.728216054837735,15.216793286720577,7.7242494510261075
0.6,7.690351452595335,15.144129947572639,7.685559073305137
0.62,7.643310488761523,15.0515089995903,7.636377135647758
0.64,7.586653051250652,14.940427322579657,7.578300462674521
0.66,7.521641609574909,14.812750613930543,7.512305414458917
0.68,7.44951904475839,14.670300003948494,7.438566048434195
0.7000000000000001,7.370928480164017,14.51475140262907,7.358552797346065
0.72,7.286433049438161,14.346752618368749,7.271839560084741
0.74,7.196925541159685,14.16873097283279,7.180102339357213
0.76,7.104013323168541,13.982988796287538,7.084030375800078
0.78,7.007192665798832,13.788769371696969,6.983437344099276
0.8,6.9064479724012635,13.588496252731613,6.880691084108687
0.8200000000000001,6.8028894023471596,13.382839201464881,6.7755205167407055
0.84,6.696610859461214,13.172494973750576,6.668468038285188
0.86,6.588514927413617,12.959236228541384,6.560463302515819
0.88,6.477846868398595,12.742958972640098,6.452090011479714
0.9,6.366723769885807,12.524986827983819,6.34267935376264
0.92,6.2556538895038925,12.306508019004504,6.2330851523042465
0.9400000000000001,6.145119811607307,12.08794939684756,6.122629901685936
0.96,6.034097780717498,11.869526929241419,6.012840924953124
0.98,5.923344993710425,11.651918000047797,5.903684541887484
1.0,5.812969486381758,11.43549803733474,5.79529559514312
1.02,5.703137203368555,11.220217049761816,5.68736386899328
1.04,5.593927828047004,11.007326328760834,5.581345925335648
1.06,5.485755606074088,10.796209773761934,5.476034703248606
1.08,5.379141850549064,10.58879822948792,5.372808405920818
1.1,5.274091864567268,10.383522996096332,5.270337905743294
1.12,5.1710825149943025,10.181791845659943,5.169455660049665
1.1400000000000001,5.0700239470268125,9.983516456667614,5.070367325924186
1.16,4.971716974509795,9.790258832579946,4.97337305702786
1.18,4.876176809809369,9.601737366520442,4.878663785193395
1.2,4.7832076805023505,9.417239328327518,4.785381368303323
1.22,4.692185237289817,9.237209765120824,4.694718458398788
1.24,4.603527644678341,9.061854834603224,4.60654618996753
1.26,4.517000729201152,8.89106395016002,4.520845465013252
1.28,4.433792197871092,8.725484139542425,4.436994224730153
1.3,4.352543110027462,8.564063112709468,4.35513217200335
1.32,4.272700082037189,8.407452284690864,4.276723774559119
1.34,4.195822163281866,8.256086639173668,4.2006807091299265
1.36,4.121702092009876,8.10870631476609,4.125794726795326
1.3800000000000001,4.050077268214754,7.965897878201038,4.05317299408267
1.4000000000000001,3.980297972867367,7.827091490330676,3.9826540751646458
1.42,3.9131357119264245,7.692761459487124,3.91392072789015
1.44,3.8474446044126482,7.561867104024635,3.847073984614986
1.46,3.7841042365061184,7.434870983357478,3.7816408293710655
1.48,3.7233490589977456,7.312938687524449,3.7188398477555413
1.5,3.6645199992745776,7.194156971392161,3.657414687548528
1.52,3.6067874203575476,7.079192593888699,3.599140721577191
1.54,3.5514706395536764,6.967808359981272,3.5415981321388763
1.56,3.4980918792469864,6.860093924313127,3.485888517994091
1.58,3.4460065039932846,6.755397439264123,3.4320140590008936
1.6,3.3959270547646225,6.654246691572229,3.3797403337286975
1.62,3.3466675068812877,6.556348521894852,3.3297585749960907
1.6400000000000001,3.2977197805984075,6.461299067798962,3.282171664466073
1.6600000000000001,3.249991944933753,6.368873982080601,3.2361823490631476
1.68,3.203900719545819,6.279767074190088,3.1917499822395103
1.7,3.1594944937167053,6.193456822709147,3.1485419881656216
1.72,3.1163514497029157,6.109347554389851,3.1063060338164084
1.74,3.0737701319322834,6.027370554754002,3.0656481439761496
1.76,3.0328120295506555,5.948248451330207,3.0262365647783467
1.78,2.9927178214325307,5.870559580975428,2.987474491981562
1.8,2.9539955822599104,5.794415508650758,2.949012828478868
1.82,2.915735868124746,5.720101991576693,2.9116990469161297
1.84,2.8787824678644944,5.648085516952374,2.8752619544312887
1.86,2.8433520394082983,5.578458450300686,2.84005669086703
1.8800000000000001,2.807962751660092,5.509238347491405,2.805422345522789
1.9000000000000001,2.773843534386618,5.442184797134275,2.771645297046223
1.92,2.7412522423118637,5.376896930582754,2.738266174974221
1.94,2.7098124889767825,5.314018797689923,2.7058263364357913
1.96,2.6800186986151364,5.253460045570247,2.673995516821381
1.98,2.650720881548433,5.194750144025378,2.643648437649512
2.0,2.6218719244947564,5.137248331145254,2.6141588011226458
2.02,2.594615271112279,5.080906935587522,2.5842436323684694
2.04,2.568495506530398,5.025824560049424,2.554361709429133
2.06,2.542992256134026,4.971722512353649,2.524669615220813
2.08,2.5177437201446664,4.919249833378565,2.4962123860929823
2.1,2.492461829000284,4.867531822402699,2.468630768722336
2.12,2.46850479014433,4.817307568419244,2.4410879334210924
2.14,2.4446523960895554,4.767587068284473,2.41409284691383
2.16,2.420956042361243,4.718753485765436,2.3880045661291627
2.18,2.39650872952116,4.670241555084627,2.3627280020697565
2.2,2.3728031402539966,4.622846490272935,2.3380653160519036
2.22,2.348909323310394,4.576361016365572,2.314364431720174
2.24,2.3242432114487306,4.529820537884908,2.2909970796798844
2.2600000000000002,2.3004947012262322,4.485162189383879,2.2687640702747394
2.2800000000000002,2.277707149418672,4.441607431672697,2.24689146261641
2.3000000000000003,2.255435598811886,4.398811377034625,2.2255780601421953
2.32,2.2334124728595386,4.3565677815044666,2.204735282986791
2.34,2.21121441743764,4.314814047730749,2.1846256259372394
2.36,2.189346500319068,4.273182870603348,2.164445339871135
2.38,2.1682465010193335,4.232749746232072,2.1446336776248867
2.4,2.147786648730306,4.193393642768603,2.1250079911046824
2.42,2.1277333347237923,4.154652196796101,2.105363651098255
2.44,2.108329260286765,4.1164096989105765,2.0854253955916504
2.46,2.0896380345827903,4.078957206151482,2.0658022291874083
2.48,2.071335555297099,4.04244299575267,2.0465942598512656
2.5,2.0524699370451343,4.0061619528046295,2.0282372184583166
2.52,2.0341954034091123,3.970418419926812,2.0101305918552947
2.54,2.0168640215466285,3.9357101904925678,1.9920778724416637
2.56,1.9997191749364638,3.901012143165484,1.9737905043988357
2.58,1.9822349499033678,3.866589891050975,1.955832895334053
2.6,1.9646997849506336,3.832631674465136,1.938457353119234
2.62,1.9468680044843376,3.798784886966556,1.9217747611361955
2.64,1.9291743754384685,3.765825601714918,1.905958225774762
2.66,1.9113177993061117,3.7336020717882183,1.8909771644698892
2.68,1.8936697042401192,3.701216985586773,1.8759361895136648
2.7,1.876525373233706,3.6689956247828213,1.860628790445032
2.72,1.8596944416112602,3.637216877257501,1.8456026857178396
2.74,1.8429692104373832,3.6062309344752808,1.8311332145540735
2.7600000000000002,1.8272410593109956,3.5756895813419307,1.8163105202576455
2.7800000000000002,1.8121888674148199,3.545835377395872,1.8013154292882487
2.8000000000000003,1.797386110208956,3.516534536932853,1.7865435442316233
2.82,1.7824172651625487,3.4874949532204544,1.7725540178792987
2.84,1.7677007798415825,3.459153914380336,1.7590595630901251
2.86,1.7527150876775324,3.4313584393304346,1.746285186075536
2.88,1.7377632671615297,3.403825767315659,1.7337262971822631
2.9,1.7234800280924505,3.377542355766718,1.7218256658219222
2.92,1.7092328043471283,3.351138050893164,1.709732892522994
2.94,1.6944433704878972,3.3256654018461456,1.6992145374606726
2.96,1.679302172750247,3.299841067356186,1.688286583954053
2.98,1.6656207746429705,3.2748879952739394,1.676923044497288
3.0,1.6516179199511378,3.2504096105228344,1.6659543891930961
3.02,1.6379271123587085,3.2258919418536554,1.6546893229263107
3.04,1.624812126253989,3.2018374536797087,1.643087536074852
3.06,1.6120852019966865,3.1782068873231126,1.6312575154016287
3.08,1.5991256028505776,3.1541354542202034,1.6191905736400676
3.1,1.5868431543983716,3.1300622610586375,1.6064373439636386
3.12,1.5741518221602164,3.105455927405271,1.593725332444555
3.14,1.5624197298301625,3.082027742979221,1.581547507263879
3.16,1.550364654980517,3.0585190338579205,1.5695188983818764
3.18,1.5391993295128605,3.0360262614739497,1.557746648251696
3.2,1.527557479296098,3.0135053911124627,1.546275670194573
3.22,1.5161331765056199,2.991887420689909,1.5356640355493478
3.24,1.5049248689900907,2.9700661292282344,1.5247202450073314
3.2600000000000002,1.494978704011177,2.948710345814731,1.5128546374155176
3.2800000000000002,1.484277591972736,2.92655428158806,1.501272939125951
3.3000000000000003,1.4737097473846599,2.904728912075775,1.4899930467343998
3.3200000000000003,1.463088144638538,2.8833447415195583,1.478807108261694
3.34,1.4522880593124259,2.8622630805234732,1.4680600440934704
3.36,1.4413507617532517,2.841531915115276,1.457583434073418
3.38,1.4301493344716265,2.820521690428583,1.4469901315373503
3.4,1.4186202957981677,2.798749381009363,1.4360488994774894
3.42,1.4069498579603121,2.7771215333958637,1.4254259337343902
3.44,1.3961931242997192,2.7567571185944892,1.415335646702847
3.46,1.386616295595376,2.7374928326938988,1.4053905268800821
3.48,1.377495201878638,2.718018453059044,1.3948836113609027
3.5,1.3686694933756867,2.6986837370504775,1.3839271943673674
3.52,1.3594356011386455,2.6796592843953673,1.3734640293734812
3.54,1.3497152968909247,2.660006056286776,1.362976730513507
3.56,1.3406898789943578,2.64080458349738,1.352535025099343
