time,rel_vel_1_2,rel_vel_1_3,rel_vel_2_3
0.0,0.5403913146530844,1.0641108707007771,0.5411489474991761
0.02,1.0754126531789865,2.1179168654989162,1.0770545032431287
0.04,1.6016918555571389,3.153088883164771,1.6025813361990062
0.06,2.114843788523265,4.162201019621984,2.114720373862261
0.08,2.61247842873717,5.140638694253457,2.611235857904233
0.1,3.0917057736598235,6.0831796879481015,3.0894051317424163
0.12,3.5500815345381618,6.98554154273959,3.5476110480505736
0.14,3.9864766444227064,7.844349749403865,3.983587576566519
0.16,4.399096647134585,8.65676586288575,4.3960186287087195
0.18,4.787645628808495,9.421109946333756,4.783613734961547
0.2,5.151115961708574,10.136409890504623,5.146350740954325
0.22,5.489569853927459,10.80191831737806,5.483330566346513
0.24,5.802461981134722,11.417155809306033,5.794800643702795
0.26,6.090936209260694,11.982460460819931,6.080030032597473
0.28,6.354123783349138,12.498362225901896,6.340579299953347
0.3,6.591464050685865,12.964136832497358,6.576063129022577
0.32,6.804161817487191,13.381318273190397,6.786992538304893
0.34,6.9934639078828145,13.752301960353591,6.974519503940997
0.36,7.159486579447791,14.077870824820495,7.139422010840957
0.38,7.30383901994274,14.360465065433779,7.282163337072452
0.4,7.4260615665880625,14.601034644540707,7.404488334927832
0.42,7.527720941312612,14.802283867855929,7.507277616192757
0.44,7.610273318066393,14.965665406830738,7.590770497486076
0.46,7.673559449314944,15.09147109226862,7.655479333991018
0.48,7.72010531415309,15.182609565192655,7.701730985450367
0.5,7.750055025049267,15.242459438078136,7.732963437010819
0.52,7.764364833003633,15.272064344265436,7.7491004675790425
0.54,7.765601285600739,15.273314467604331,7.74938100377872
0.56,7.752251434032892,15.24740473868546,7.736862265132136
0.58,7.72629458360698,15.197591172110283,7.712778970437493
0.6,7.688793636502765,15.124976596142657,7.676977682312047
0.62,7.640296938052399,15.031549021311172,7.631228365740333
0.64,7.583129943896484,14.920488528367745,7.576212357107784
0.66,7.517263426096303,14.791882498535973,7.512031873111698
0.68,7.443331844666129,14.647938858980819,7.440267413021032
0.7000000000000001,7.362584707997274,14.491208393035048,7.362275757088155
0.72,7.276672309585726,14.322778172822748,7.277812933162454
0.74,7.184930549913437,14.143639454529573,7.188403602844188
0.76,7.089090021560376,13.955890004072357,7.094406962135211
0.78,6.989589428514338,13.760343200349963,6.996274982453469
0.8,6.887065972503916,13.558106094722579,6.894662111053387
0.8200000000000001,6.782672095280402,13.351612668903245,6.790567593203982
0.84,6.6756486128826875,13.140770677745355,6.68438821996255
0.86,6.567258812297435,12.926461830722548,6.576109583684469
0.88,6.458213477086352,12.71037177243961,6.466461130072621
0.9,6.34814281350196,12.492265264163596,6.356019372709429
0.92,6.237055737988304,12.273839666832666,6.246383784943327
0.9400000000000001,6.125804660491329,12.05488248053609,6.136188007708358
0.96,6.014809024859037,11.836985378164599,6.026895539944756
0.98,5.904472314517947,11.620099541452273,5.917873759808449
1.0,5.796009556248083,11.405022358755108,5.808707679460298
1.02,5.688899312563397,11.192523401791334,5.700722513597479
1.04,5.583290789773294,10.982723488239719,5.593917538902777
1.06,5.480030317294721,10.776175217047962,5.487900109809622
1.08,5.378553500251558,10.572586727040042,5.382901020415187
1.1,5.279088070883674,10.372179664963525,5.279239798702527
1.12,5.181573914893831,10.175739263813892,5.177557769347639
1.1400000000000001,5.086099641431125,9.983315794494397,5.0775649702368
1.16,4.991802757251229,9.793451246033353,4.979129383727828
1.18,4.899095063841607,9.608088850449134,4.883556022374589
1.2,4.808826406185569,9.42699863428023,4.78997758756835
1.22,4.720719505288751,9.24982699687208,4.69812518530033
1.24,4.633559247007145,9.076773380824843,4.6097277653824715
1.26,4.548686343811178,8.908608774800609,4.523944630645091
1.28,4.464226764077474,8.744472232184457,4.441762356959825
1.3,4.38248860075525,8.584862634733279,4.361736121115298
1.32,4.30317823820428,8.429839941324863,4.283717324753493
1.34,4.226851699253745,8.279125312863895,4.2072353487633745
1.36,4.153375819573402,8.133179440864813,4.132724009688875
1.3800000000000001,4.082009101915792,7.991279239346474,4.059850331818884
1.4000000000000001,4.0121040109264445,7.853031360654577,3.9892048623302188
1.42,3.944076811802743,7.718673350814019,3.920510535694223
1.44,3.877684253905054,7.588161025921937,3.85414516055936
1.46,3.812974082463009,7.462033427657266,3.790610185594929
1.48,3.749966939036468,7.339363139947894,3.729157054165051
1.5,3.6887895959726733,7.2207400246494515,3.670106434279248
1.52,3.6290328981203364,7.105173597525095,3.612693097565662
1.54,3.5715710301884838,6.993674925685539,3.5571798009543683
1.56,3.516660620943619,6.8859814124133285,3.5027817821307115
1.58,3.4638176859708327,6.782255602525952,3.450301219224614
1.6,3.4129326384444143,6.682313307836126,3.3996614607811364
1.62,3.362854962757162,6.58425851881745,3.350501962578288
1.6400000000000001,3.3142531446013828,6.489287766161798,3.303257392391917
1.6600000000000001,3.2669414158217336,6.396433904559533,3.2566916606134093
1.68,3.219971215121445,6.306230664719892,3.2123283909225053
1.7,3.1745578902242113,6.218339284385652,3.1689976284432935
1.72,3.1309508592388693,6.133257712794063,3.1265809515394363
1.74,3.0887548220132266,6.0513375205583895,3.085891201781474
1.76,3.0480144549234804,5.97185186141424,3.0462268562300525
1.78,3.0078042277623562,5.894398621812662,3.0075029442970203
1.8,2.968827077487211,5.81932217756645,2.9698903402503336
1.82,2.930485015891929,5.7459165187431855,2.9332461880906293
1.84,2.892659442025529,5.674062533108954,2.8978754429231555
1.86,2.8558213496532767,5.603729435498351,2.8631223865939446
1.8800000000000001,2.8205321601592375,5.5359755161957835,2.8292562780706323
1.9000000000000001,2.785290914777727,5.469481429185184,2.7964192429136916
1.92,2.7508020423187998,5.404072810002813,2.763817922542873
1.94,2.7164294080251805,5.339844077761714,2.7323848352060414
1.96,2.683122922125709,5.277694652873431,2.7023169159503735
1.98,2.650788944978283,5.217489466530958,2.673032029852171
2.0,2.6195807802202373,5.158746846444427,2.6439131455811298
2.02,2.589933211194323,5.1020296797618245,2.615659121117534
2.04,2.5607863166269755,5.04618586443944,2.587890013872482
2.06,2.5331613617263127,4.992377538330314,2.5606502912239137
2.08,2.506567474898283,4.9400559211704,2.53411955057045
2.1,2.4805130397579886,4.8884937786945235,2.5080564728816017
2.12,2.4551657172576515,4.837075417469583,2.481416410514731
2.14,2.431091601577897,4.787183969363923,2.4551007727467202
2.16,2.407996131989351,4.738381212573109,2.428923718981915
2.18,2.385841742443576,4.691155406967933,2.4037473216288334
2.2,2.3637341341742926,4.644888831911669,2.3794368173315013
2.22,2.341044979158379,4.599350614011203,2.356396354650929
2.24,2.3188601791436185,4.554208596735598,2.3331084626516816
2.2600000000000002,2.2971177748306864,4.509906770917952,2.3104251703639354
2.2800000000000002,2.2754548095063125,4.4651717240279405,2.286877126028699
2.3000000000000003,2.254318543049042,4.420932959365894,2.2630992756870363
2.32,2.2339338800329673,4.37789501059319,2.2396437709397885
2.34,2.214535537915322,4.336015770520644,2.216272000476945
2.36,2.195127169996761,4.294800765190233,2.193634781630777
2.38,2.176727926100491,4.254134814995164,2.1706338301508565
2.4,2.1584974355740263,4.2140660330865956,2.1478764151560368
2.42,2.139069186101502,4.174450417657697,2.1267547166447427
2.44,2.120339249855054,4.135826410194547,2.1056124284592728
2.46,2.101773135482597,4.098221812507026,2.0854257899750994
2.48,2.083657504824333,4.061031444981555,2.065305732287244
