time,rel_vel_1_2,rel_vel_1_3,rel_vel_1_4,rel_vel_2_3,rel_vel_2_4,rel_vel_3_4
0.0,1.4911748256684654,1.7187252588797592,0.4853697026638911,0.5811684301737035,1.4331822025266652,1.4903424308340525
0.02,1.7290673778968788,2.508852418124094,0.9624787776724754,1.1521405491525276,1.4522313790809216,1.7886109739651432
0.04,2.0612700684299012,3.4377020897673938,1.424636752552733,1.7070962225116928,1.4709573350585385,2.2080895823217066
0.06,2.436659979515712,4.385595636946808,1.8689155212697133,2.2396059797676005,1.4881197783254756,2.67417712282254
0.08,2.8244266736141506,5.308981373365316,2.290361770932348,2.744856999142651,1.5062176955352309,3.1497214931147584
0.1,3.2064610285566566,6.188052184321942,2.68588574242477,3.219130007185215,1.5242762631546205,3.6145922867612863
0.12,3.574085315887065,7.015478791543087,3.0552458187058757,3.661609904536392,1.5411243404009607,4.05880532724938
0.14,3.919751768625465,7.783389194103944,3.397466530778468,4.070340528479264,1.5557886138335986,4.473966870030333
0.16,4.239746970866168,8.487842791663217,3.7105908311800366,4.444537860023246,1.5693115414165784,4.85705931391524
0.18,4.533391191083366,9.127804654500725,3.9949567914614557,4.782541158777756,1.5807688004498779,5.206056761875393
0.2,4.79875566377282,9.703594878283754,4.249681098620816,5.086393506127299,1.590499041006326,5.521658605912271
0.22,5.035283197110419,10.215126595530307,4.476115319216311,5.356343372661821,1.598605369568802,5.802173758265387
0.24,5.244924705563942,10.66425342283623,4.675831825988179,5.59169202068469,1.604076877982307,6.047556726305276
0.26,5.427462171281381,11.053698393758289,4.8496228252731965,5.795065396714602,1.6065659485193524,6.259635889844468
0.28,5.584568323576629,11.387484508224702,4.9986992896358355,5.968787520142686,1.606227436789881,6.441028218087034
0.3,5.7171514194246145,11.668369623927179,5.123058845925172,6.114748821910625,1.6046919414241452,6.594587364254883
0.32,5.825647482355258,11.900050021147148,5.225518011443997,6.236191756188454,1.6026713631521652,6.721339771819238
0.34,5.912079248296401,12.085194571445742,5.306706225265033,6.333275996708113,1.5998268367199746,6.823300343786999
0.36,5.978849684867161,12.2280654520465,5.3700324123305565,6.407532009983249,1.5941080190565835,6.901074670586226
0.38,6.026749285910915,12.330582457077474,5.4156516968449635,6.460443078663845,1.58865494801917,6.956710234588345
0.4,6.056240075779093,12.395765525924782,5.444216942998353,6.4947780663708325,1.5829428572114876,6.992330036442469
0.42,6.0708064922282965,12.427925003260354,5.457610773987337,6.51130559087975,1.5769341169670834,7.010223623391909
0.44,6.070581309641306,12.429647975343547,5.457459444410161,6.512290605396834,1.5689220675808482,7.011210187708607
0.46,6.057266226737506,12.405106967006928,5.445025667768822,6.500502634814908,1.5610842692897569,6.998352471341983
0.48,6.032031602172348,12.3574288866856,5.422308366894231,6.47738873474104,1.5510735238577216,6.972644251919014
0.5,5.997489003649583,12.288371121201326,5.389274656850699,6.442373793802375,1.5404303203326595,6.935827141342664
0.52,5.953867434064,12.201243931530543,5.348557503298727,6.398290714966245,1.5290955732031057,6.88879006060729
0.54,5.9025032545810445,12.097029608042925,5.299903759393797,6.344509921968226,1.516894786007219,6.832761248041443
0.56,5.844690932375579,11.980016161973788,5.24552690044024,6.284125116392603,1.5037786932120039,6.769776955320812
0.58,5.781942106309027,11.852488225994758,5.186833583110158,6.218147157126243,1.4893088971701278,6.700511215218117
0.6,5.714535717782756,11.715483076045379,5.124148756280338,6.147346857321954,1.4737547416226624,6.625708485118734
0.62,5.643626973652426,11.570562549709809,5.059690932238567,6.072875621386868,1.4596257537926929,6.544829233996579
0.64,5.57027760799761,11.41957834510328,4.992370386616162,5.9950790592832055,1.4448325498723043,6.460542860988127
0.66,5.492911390349639,11.262388434724969,4.922743520219485,5.914956859626642,1.4288752336189507,6.372390060661664
0.68,5.41380442163649,11.100841211574776,4.851449642120056,5.832224517436352,1.4142491086266524,6.281802063450595
0.7000000000000001,5.3331711682369525,10.937101816876861,4.779126360985863,5.748680949691746,1.3989021574294331,6.190052250818168
0.72,5.2519369797917035,10.772510869932693,4.706015331999146,5.664720231760848,1.3819681471567116,6.098058761660501
0.74,5.169541630527217,10.60567616983304,4.630473838988383,5.579341072952581,1.366138111021344,6.006526558481403
0.76,5.086537828346959,10.438879906875266,4.554662643132254,5.494193960777171,1.3499274003324493,5.915443855071457
0.78,5.0054554140473,10.273920859407948,4.4802997738943535,5.408679790077306,1.3336949203057444,5.824826250730241
0.8,4.925977982432708,10.110470262834232,4.407376991292807,5.322951258310216,1.317358422218957,5.734289433355867
0.8200000000000001,4.846163947624517,9.94749841407874,4.3342875986396185,5.237858614284388,1.3009210868530876,5.644471325353042
0.84,4.767252192262882,9.78535383543462,4.261151859412613,5.1530877644298085,1.2858454076044201,5.555519499307961
0.86,4.690395313817601,9.626084292662796,4.188275722677909,5.069190353976901,1.2713274122113918,5.469124973932465
0.88,4.615767987919595,9.471543960565649,4.11832967657702,4.987845465661968,1.256505451438909,5.384453890966178
0.9,4.543797487657468,9.320952153276755,4.0509439872476545,4.9078819703900525,1.2426440075791132,5.301250585063768
0.92,4.473432335583553,9.172999149239645,3.985133933365021,4.829089671575238,1.2302652731825874,5.219278932156997
0.9400000000000001,4.404786131017573,9.02731563401913,3.9210954419736885,4.750969640592491,1.2181124766522113,5.137775501220152
0.96,4.3376639646496535,8.885017717322437,3.8590162867028868,4.674940696936615,1.2068083840223467,5.057742843345206
0.98,4.273426574750932,8.746342261158109,3.798699160242731,4.600059863132331,1.196187948708254,4.979402355041966
1.0,4.211471618116333,8.611306994811901,3.7408351955981627,4.526897415583824,1.1861325861644605,4.902163342185095
1.02,4.150858187557503,8.479903695408748,3.6837940584131177,4.455797702020301,1.17611464331206,4.827783272275948
1.04,4.091222321626734,8.350360592247329,3.626903222031127,4.385618100819544,1.1663307145033792,4.755074074213029
1.06,4.032416149497019,8.225006485708517,3.570985832990531,4.319071863901705,1.1577507638149112,4.6856497354239774
1.08,3.974588507282742,8.102051966345236,3.5160269671452733,4.253469326673535,1.1489031376234582,4.6178180389179175
1.1,3.9183381616061004,7.984113522151629,3.464360515368024,4.191275178778315,1.1397724170663703,4.551737724416665
1.12,3.8617308566266395,7.869375342955518,3.413666304753199,4.132309323197608,1.1302355814367198,4.488027586808997
1.1400000000000001,3.807888193971194,7.757704036881364,3.365356492471122,4.073727172658296,1.1204710530704016,4.424862635255763
1.16,3.754151814829798,7.648474076124954,3.3172538261006586,4.017791380874905,1.1103867940749113,4.363714657378373
1.18,3.701685613321982,7.540910291597542,3.270484445393369,3.9623012132614757,1.1002903457121591,4.302861442482115
1.2,3.6508387163413207,7.435002752813202,3.22397881016576,3.9071902830114533,1.0913886849719348,4.243364014717677
1.22,3.6025347437672686,7.332812962295309,3.180133848112006,3.8531409286735405,1.0829362303622252,4.185028666789505
1.24,3.5551240230586703,7.232658087084656,3.136442139967693,3.8005791694859092,1.0746660766608567,4.128382638058475
1.26,3.508675406438166,7.13413127444587,3.0945395930755715,3.748570354552474,1.0663061514952026,4.071650721425518
1.28,3.4633523622263724,7.038147888145145,3.052393653370844,3.6982061456816537,1.0582852300225996,4.01755211594504
1.3,3.4210343093647975,6.94561898643377,3.0139755137650917,3.647938810057169,1.0507389695771605,3.96344008622226
1.32,3.3791708066953627,6.854661297942571,2.97652509997962,3.5985806190856784,1.0424290508955973,3.9098972836896135
1.34,3.337940191268705,6.765451197013386,2.9398988271867736,3.550070394657984,1.033917887671453,3.8573566294467505
1.36,3.297504707061917,6.6793819498099465,2.9032625026028915,3.5044587233149183,1.026088837703678,3.807760061904863
1.3800000000000001,3.257845737394446,6.5961874024637845,2.86666248501904,3.460928765853054,1.0184298657495099,3.7609637250023464
1.4000000000000001,3.2192832671134646,6.515392387918914,2.830219470272954,3.419213294820464,1.0128064536910744,3.716495938402884
1.42,3.182325168745802,6.436910082949256,2.7957706991975413,3.378038015708138,1.0071460197868394,3.672416284819524
1.44,3.1459978200469356,6.359885466155318,2.762118606354643,3.3375729679912816,1.0022264225138424,3.629201052880009
1.46,3.1107812330222155,6.285800992154515,2.7298180786821833,3.298901884700198,0.996416882952061,3.5873926142462276
1.48,3.075512319165866,6.213564161629859,2.6975061554462076,3.2618238516669744,0.9886135956371149,3.5471597938044184
1.5,3.041237157492691,6.142961475854567,2.6665200955674444,3.2254932168962864,0.983094256123695,3.507658482618499
1.52,3.0073585818029365,6.072366217866031,2.6355468565296922,3.189469515628986,0.9788658648907338,3.46808249227444
1.54,2.97466131267851,6.003383727809696,2.6068843846080787,3.153921046340898,0.9743364889245123,3.4277850742880336
1.56,2.9425078137696494,5.935133372066462,2.5793904240370518,3.1188852697113942,0.9694224834705245,3.3868621053769323
1.58,2.911934870904091,5.86789314687172,2.551708908921087,3.083417343177162,0.9644197433464422,3.3469287866431925
1.6,2.8816758354065795,5.800919473217021,2.522926439934022,3.04733619225404,0.9594211784819148,3.3085291292074386
1.62,2.852233575620061,5.735608858274894,2.493876554583973,3.0122418679292426,0.9545025198611382,3.2719260132649564
1.6400000000000001,2.823279514773527,5.671428991821648,2.4650366400930146,2.9775704734783726,0.949337881153161,3.236260779663119
1.6600000000000001,2.793468188281567,5.607441267601153,2.4351823325320017,2.9441951631166488,0.9444246842695085,3.201746621646202
1.68,2.763607918266861,5.545218049847869,2.4059539775563588,2.9120438859565687,0.93900235180497,3.1685468276508173
1.7,2.7356757277717727,5.4850136871682755,2.3791705520665714,2.879992615767159,0.9355127266068047,3.1353279261709517
1.72,2.708289875335632,5.426233381446492,2.3528967893187795,2.8482976908657096,0.930804385567788,3.102971795548151
1.74,2.6810038278064217,5.369770248842615,2.3279217263821663,2.818672521980239,0.9263988166424846,3.07181813992569
1.76,2.6531510974704164,5.313953526446927,2.3026467170432805,2.7903062909800105,0.9220569951457191,3.041625289587451
1.78,2.625410275372072,5.25901609064383,2.276237798768374,2.7625483717968176,0.9178976652780881,3.0134650098014784
1.8,2.5981835417144064,5.204502967354037,2.248780527709868,2.735186457287609,0.915393688776574,2.9868208667686797
1.82,2.571520535659279,5.151799867121209,2.2231492245117113,2.7090423034056643,0.9131990956600424,2.9603148289504713
1.84,2.546426259252008,5.098647458048755,2.1982144431256097,2.6811584792128405,0.9101338179295018,2.9322875451778248
1.86,2.520634451451388,5.04645692761413,2.17262595306548,2.655396609019913,0.9069708601106196,2.9056476637673456
1.8800000000000001,2.49541127834296,4.994367523727936,2.1465258009397914,2.6293965469442533,0.9053269140773974,2.8797932278173626
1.9000000000000001,2.4719751942080146,4.944858115923857,2.122821150591621,2.6041572290904162,0.9036141990036115,2.854126519383103
1.92,2.4500534824220206,4.8963735094530465,2.100547208812186,2.578658790461703,0.9017440465792097,2.8278937849822885
1.94,2.4268782473822506,4.84741895679483,2.0773222543505967,2.554755579978857,0.9005720154828173,2.8019998559026402
1.96,2.404481360786332,4.800782358325443,2.054384590874009,2.5321364071132875,0.8996020455533806,2.778233611006118
1.98,2.3814392410094496,4.753927578227401,2.03211760721878,2.509693707811473,0.8989552467283022,2.7538857538901276
2.0,2.3597125337658267,4.708277222632537,2.0103390919667445,2.4863423434479617,0.8978081349574538,2.7304046889945344
2.02,2.3392609714266865,4.664476005047647,1.9893988197081858,2.463242600057351,0.8952739770615482,2.707678722171578
2.04,2.3218302001578084,4.6226848235214115,1.9712644900601224,2.4395440654165186,0.8940047996979541,2.6842175427171786
2.06,2.303916725657096,4.58282457452358,1.953299353685363,2.417667947155127,0.8914998749109913,2.66250284927726
2.08,2.284898763297395,4.542709443786278,1.9355407733195307,2.396738656688449,0.8882742747699383,2.6402288218988494
2.1,2.2661025718950403,4.502777130458216,1.9178942496014348,2.3758345697481227,0.8854875814758721,2.618097835689145
2.12,2.2481924392039776,4.463882145815181,1.8998469944861223,2.355075693919564,0.8823922180492312,2.59720927629858
2.14,2.230549710202636,4.424732410806443,1.881958982167175,2.3334849869712078,0.8799575628357637,2.5762042887716685
2.16,2.2122032747473384,4.386079290622304,1.8635949986514606,2.3135194448922602,0.8769056471911384,2.555852326262805
2.18,2.1929767417547312,4.3481559985735085,1.8459411406867599,2.294932197659014,0.8726013173031374,2.5354322492251464
2.2,2.1731255138322365,4.308838432782919,1.8284017077808503,2.276259006637536,0.8694980804866848,2.513605842332008
2.22,2.154225250746445,4.268773177444235,1.8101616809907657,2.2560033684208207,0.8661492140494648,2.4915000987517586
2.24,2.1357332303338135,4.228950307936231,1.791324142691553,2.2352906140225683,0.8632605119144784,2.470393353918359
2.2600000000000002,2.1180636299708016,4.19012731791271,1.7724641827340737,2.215530504105272,0.8618800447403666,2.450275588883474
2.2800000000000002,2.101485381679725,4.15295074889194,1.755289377195537,2.1962632056172806,0.8608422491877655,2.4302520042467965
2.3000000000000003,2.085183647569119,4.116349252841425,1.7385639625205171,2.177263817187358,0.8573849554805262,2.4097613995165656
2.32,2.069745900050699,4.08020952381994,1.722736789200534,2.158578509805345,0.85570808495433,2.388990517963107
2.34,2.053921296888799,4.044151169743761,1.7053634130648707,2.1399300518757602,0.8534603783733633,2.3698003141716746
2.36,2.03920719291222,4.008375226605216,1.6881114387972405,2.1202727365475798,0.8521158694202489,2.350986709502981
2.38,2.0232441885986767,3.9728035786902614,1.6713544225549135,2.1018439604298784,0.8509275050204551,2.3321714788651517
2.4,2.008366185397815,3.9374756404954776,1.655005754142869,2.082739272477205,0.8500656825882064,2.313148541425583
2.42,1.9905419746061943,3.9015475995737026,1.6370977002631761,2.0651569037063036,0.8463780596012879,2.2948506956827885
2.44,1.9719956722521395,3.8670297779759832,1.620039232437062,2.049453657527632,0.8430382558507792,2.2774167251279436
2.46,1.9542529527920043,3.832916655245236,1.6035070988177313,2.033984381302001,0.8412907044283635,2.2599906965734715
2.48,1.9377502190074753,3.798639816994581,1.587607454979404,2.0175406609613082,0.8394542095703363,2.241528264267823
2.5,1.9215049750425706,3.7648841257969456,1.5725805195336442,2.000941320821778,0.8371920392977226,2.2228146489813945
2.52,1.905948361790831,3.7331982407257494,1.558721354024841,1.9851813475590636,0.8353812373279038,2.2053293844434028
2.54,1.8907597907542135,3.701855986614813,1.5449273231000198,1.9691237448025172,0.8328341710497321,2.1880068664386174
2.56,1.8755972729762227,3.672256165183819,1.5321350462794074,1.9541600322615962,0.8289092798610298,2.171354133434254
2.58,1.8608020856129328,3.642975286978098,1.519107230501475,1.939258388619553,0.825078141659688,2.1551783898810353
2.6,1.846278958783016,3.6130184310060383,1.506656224715779,1.923584331154507,0.8232677431425901,2.1382655678632263
2.62,1.8328786138701885,3.5838763321102762,1.4938788813051866,1.907887475588262,0.8226759889164319,2.122568906807995
2.64,1.8210595647965373,3.5562667313012244,1.4830627749271168,1.892571610007589,0.8218992541638103,2.10621500530346
2.66,1.808183294705609,3.5292921589745267,1.4727448296566639,1.8780021859239575,0.8195055319820362,2.0900738468602524
2.68,1.79578758216855,3.5041758864772916,1.462695496474485,1.8648680878328663,0.8170795346229082,2.0754300574559266
2.7,1.7834267676448214,3.477705237662841,1.4515459922413994,1.8506445323915401,0.8160858781308661,2.0607540982953623
2.72,1.7716643817482483,3.4526933196773952,1.441219776782673,1.837933893399792,0.8160765815610027,2.0467171984508004
2.74,1.760872114572511,3.4280606790919723,1.4305919095830109,1.8241583642865742,0.8161994511629193,2.033475770583515
2.7600000000000002,1.750590950696804,3.4038421627161166,1.4200034013298704,1.8103778985501486,0.8162153449020724,2.0204936810884626
2.7800000000000002,1.7397099504756872,3.380111028888634,1.4105731987307215,1.7973724398333752,0.8154883353910459,2.0069230630298023
2.8000000000000003,1.7295072931279978,3.35686089529999,1.4006507655527363,1.7842618583415282,0.8140882007128947,1.9939637533171466
2.82,1.718783534886703,3.3335463932030045,1.3896635680666707,1.7727424134706868,0.813090301379081,1.9816046081631915
2.84,1.7100955376640214,3.3093145175274863,1.3798596191435923,1.7583076360463168,0.8130026570982192,1.9673308010707637
2.86,1.7001136270041344,3.284204252515988,1.369550647919656,1.743543034119799,0.8124029916587479,1.9529694648213023
2.88,1.6894778511409168,3.259088962686295,1.3588824241480941,1.7293506943703612,0.8107531109766213,1.9387166128473945
2.9,1.6787770763773835,3.2352388547951123,1.3487946281728744,1.71629670421448,0.8095770355867972,1.9254132470602647
2.92,1.6690249991453658,3.212357280434331,1.3401850139163327,1.7041627147645055,0.8097764259359285,1.9116669437857154
2.94,1.6588405479150958,3.1895191002991212,1.3306626545811184,1.6927766229821044,0.810043098460472,1.8987512102277164
2.96,1.6478645869559514,3.1661475602215754,1.320968381914846,1.6810732015167282,0.8088871654751114,1.8853680425759234
2.98,1.6370698016673926,3.142406689704504,1.3108637705802273,1.6693863162270877,0.808883929822098,1.8721108048093282
3.0,1.6283970600684152,3.1189014167915894,1.3008083579110925,1.6561469942833715,0.8103942693258984,1.8591572760961355
3.02,1.619314291648449,3.0958423288071413,1.2903936038352632,1.6431198577427855,0.8117135155992814,1.8472408630323547
3.04,1.611181474904564,3.073634363031267,1.2800952908300547,1.6293791531898045,0.8119818040782694,1.8358682685708971
3.06,1.6008805287348347,3.050488085407051,1.2680844330578502,1.6171724688433435,0.8125969404840804,1.8253731356533867
3.08,1.5903580583064556,3.0268936769865324,1.2562977024971538,1.6046646524221098,0.8125912764543417,1.8141074975133096
3.1,1.5787330366759227,3.0027308553485166,1.2435677890319374,1.5920997399265162,0.8111963136567825,1.8030660154641276
3.12,1.5672224717058945,2.9794460820379474,1.2301886438424305,1.5808401646501236,0.8088005905828408,1.7928628633589314
3.14,1.554980119290304,2.9571729824330686,1.2168272579513464,1.5715761402224246,0.8065499842796625,1.7836579794610627
3.16,1.5432818741118,2.9360361310433865,1.2052592059213139,1.562659088695334,0.8036034570677854,1.7737589378154999
3.18,1.5312036373273918,2.9138467142990896,1.1941705038581596,1.5529160732147862,0.8008698021275292,1.762607258555333
3.2,1.519590970503593,2.8922740234089486,1.1840673966335409,1.5433814986385204,0.7984536527231775,1.7512053787251765
3.22,1.507918505013686,2.8719891081953084,1.173458167698421,1.5352970189754427,0.7950029873321108,1.741109742072651
3.24,1.4975948753801163,2.8524670537884953,1.161501229453268,1.5274194252002558,0.7936460588352269,1.7331724629580865
3.2600000000000002,1.4875554974514364,2.833821847683078,1.1502389696823911,1.5193905794981983,0.7927589261565373,1.7259115384349
3.2800000000000002,1.4789127556786472,2.8164122730959265,1.1397697607197863,1.5113819212023247,0.7916964610205883,1.7188265569865575
3.3000000000000003,1.4697811378200893,2.7988649874636047,1.129457351711328,1.503888312831709,0.7902535963346891,1.7113363287821923
3.3200000000000003,1.4632219517746199,2.7827191217535674,1.12139778598138,1.4948411156187653,0.7881040477849341,1.7027791196175115
3.34,1.4552833697322287,2.7664643330205383,1.1126049905161508,1.486319170712318,0.7841280845581327,1.6946235672640406
3.36,1.4475019364496362,2.749533504785353,1.1048117318456325,1.4770256547591207,0.7814934088915972,1.6853466203739638
3.38,1.4398438185486067,2.7317622995739845,1.0967503419604154,1.4663625715075863,0.7778401695349829,1.6752911846046066
3.4,1.4321461529587745,2.7148673291325007,1.0890863526076475,1.4565899004529819,0.7740328364531333,1.6656920064225484
3.42,1.424213773693771,2.697404071422869,1.0814566507371264,1.4472279930526748,0.7702712794588393,1.6552605980570916
3.44,1.4153018071976804,2.6799720745235267,1.07299843700727,1.438810561160574,0.7675986568803697,1.646128597059949
3.46,1.4070471835100258,2.6622393665551654,1.06448582637949,1.428738240172147,0.764689928423045,1.636863856327959
3.48,1.3983674062015596,2.643121944447248,1.056558138729272,1.4174864101894413,0.7611210326749113,1.6256606674168832
3.5,1.389728964572314,2.624397338452769,1.0501745298213243,1.4061184417142072,0.7580464255581241,1.6138303598905095
3.52,1.3801373453154169,2.6054252852985877,1.043602056633583,1.3947701975613023,0.7551514450553555,1.6024118383877943
3.54,1.3722935040951227,2.5882472724399794,1.0366071588453687,1.3843229444255314,0.7524503875270421,1.592583081218495
3.56,1.3637278717859636,2.5702204458035,1.0287080619096785,1.3737029417852358,0.7490071490979153,1.5825877332196157
3.58,1.3555541917693699,2.5525662430706775,1.0210601040670302,1.363232073558309,0.7470597064251205,1.5731486047844723
3.6,1.3467455521417255,2.5350781078027893,1.0139693649097792,1.3537204215994887,0.7445417035607145,1.5632054797090569
3.62,1.3371191393451,2.5178958565027556,1.0069471796737903,1.3450074463849213,0.741805022412711,1.5536798855073433
3.64,1.3287563076420652,2.5019777069740257,1.0005176729133707,1.335936201210481,0.7380368327077695,1.5444460868509848
3.66,1.320382881721458,2.4865188444758757,0.9926249946718312,1.3284578853419222,0.7358438135063455,1.537043108829984
3.68,1.312670694829496,2.4712197298902985,0.9848057756845797,1.32026351202082,0.7331364185163345,1.5295329539528622
3.7,1.3028072136613467,2.454565791271366,0.9760490465081649,1.313085242573977,0.7306912192242251,1.521863745901787
3.72,1.2931160198709213,2.438436966238002,0.9683493484889087,1.305979829060962,0.7274135791937728,1.5135623077937455
3.74,1.2832492948379135,2.42177852694921,0.9605952415654181,1.2982212588618687,0.7230709510495634,1.504552296452417
3.7600000000000002,1.2748382155375795,2.406316404378469,0.952928946475635,1.290428973811063,0.7187636829545179,1.4963127241605425
3.7800000000000002,1.2668439007237386,2.3892611551082577,0.9453214701602952,1.281286574052741,0.7154154539472702,1.4865050284987413
3.8000000000000003,1.2590560883196806,2.3726797266825943,0.9376066827953291,1.272809737449623,0.7122903336904682,1.4771312132184868
3.8200000000000003,1.2511676776770375,2.3570883852530784,0.9316307769682123,1.2650364117340638,0.7086662500896775,1.4671893569495131
3.84,1.2430303408566499,2.3418678653751175,0.9240519824661816,1.2577013362895224,0.705104345942392,1.4591406905420323
3.86,1.234453699913639,2.3261781644400936,0.9161145574433095,1.2503085347135465,0.7004401794298586,1.450617160813378
3.88,1.2271694660594954,2.3118751265824335,0.9086664972273849,1.2437599067648646,0.6975556934998816,1.4431644450755645
3.9,1.2211563894752797,2.2989067163581707,0.9018120291180852,1.237491781537669,0.6962962126662998,1.4368088083826271
3.92,1.2146333049155404,2.2857898124620846,0.8949646022423943,1.2312566624834467,0.6953104017130958,1.4306231954480484
3.94,1.2082484777979914,2.2726087028784008,0.8882759956428542,1.2257852283010264,0.6960727707648339,1.4244834847386392
3.96,1.2030899628891218,2.260052630198221,0.8819554721959082,1.2195546197901332,0.6971690505552152,1.4186376725210952
3.98,1.198473962379128,2.2492591168744553,0.8766514096687688,1.2139839446745628,0.6975552842498365,1.4134867096985233
4.0,1.1926997916078352,2.2376805763947747,0.8706016205496689,1.2088703405986743,0.6964669440252382,1.4078146538516851
4.0200000000000005,1.1855932737935932,2.224690957857834,0.8625331338585664,1.2031020558069796,0.6961570212344983,1.4032888512319392
4.04,1.1799864081417124,2.211755223458716,0.8548111555224099,1.1957717433062671,0.6952288615255003,1.3980852381437405
4.0600000000000005,1.17358725037917,2.199458518894313,0.8481211238699249,1.1900997863695757,0.6948431551415375,1.3928519292097448
4.08,1.1685717634449397,2.1866429823423363,0.8410986367036787,1.1840668443173183,0.6955929241361177,1.3870007113351055
4.1,1.162320839870967,2.1734130449130564,0.833047789062813,1.1787662249902877,0.6956344472084768,1.381610854298285
4.12,1.1555297246085383,2.158922556918076,0.8247627725981406,1.17290821570694,0.6942515999257732,1.3746880877164387
4.14,1.149470989787131,2.145153698806635,0.8172800285629194,1.1667039679809044,0.6936681814174933,1.368101958908614
4.16,1.1437804733343981,2.132145058568364,0.8104146985657216,1.1610492270317638,0.6934913072130814,1.3617580564241967
4.18,1.1386038026330085,2.1192112321474927,0.8041603702280665,1.155322652543617,0.6925531097609673,1.3544426462397248
4.2,1.1337204400540999,2.107512147021171,0.7980870656112317,1.149841464681808,0.6912673384864874,1.3482504738052699
4.22,1.1279958440662212,2.0948854488021977,0.7928222843949058,1.1431159718959576,0.6889975393274098,1.3406720640253325
4.24,1.1226436400986948,2.083199016838246,0.787197502697137,1.1359574169378435,0.6860401422862151,1.3343570755024183
4.26,1.1179476465003044,2.0722085427064885,0.7821485964270845,1.1291641114371251,0.6837346971174455,1.3282330301642429
4.28,1.1130487235435669,2.061922077051079,0.7768500519778192,1.1234766453638674,0.6806729203587958,1.3226645426704657
4.3,1.1097995761785202,2.0512086021251172,0.7710692533647212,1.1167951431731284,0.67906491202132,1.3169827323873031
4.32,1.1076812028189615,2.0417444259804287,0.7672009215001235,1.109540427540569,0.6772733256483605,1.3108500261017408
4.34,1.1044263887101953,2.0314314699967353,0.7628950927071362,1.1022960177241348,0.676061132497948,1.3047937730680057
4.36,1.1001637507207414,2.0202229312419346,0.7572358752416883,1.0949555102337327,0.6753903098986186,1.299494583218862
4.38,1.0954978242967015,2.0089431026372275,0.7519570764762102,1.0882686146581055,0.6748445686440875,1.2938043788172677
4.4,1.089266679995634,1.9984406183468657,0.7467926597182338,1.083060405187231,0.6730975204226116,1.2888884979051993
4.42,1.0831723227378363,1.9893392346962753,0.7426617810871569,1.0786857219702564,0.669787311678421,1.2839581479756799
4.44,1.0772897223787123,1.9805709840374348,0.738196023952782,1.074981468268554,0.6650961040385331,1.2788508515119013
4.46,1.071566452289911,1.9720046396049296,0.7349211511364246,1.070465988278061,0.6598389519439797,1.2729880287663384
